vulnerability_id,asset_id,cve_id,vulnerability_type,cvss_score,severity,exploitability_score,attack_vector,attack_complexity,privileges_required,user_interaction,known_exploited,exploit_available,exploit_age_days,vulnerability_age_days,affected_service,patch_available,patch_age_days,remediation_status,remediation_deadline,vulnerability_risk_score
VULN-020742,AST-07989,CVE-2022-61603,CSRF,4.2,Medium,1.1,Local,Low,Low,None,False,False,0,381,API Gateway,True,286,Mitigated,,1.1
VULN-020743,AST-04751,CVE-2026-84645,Insecure Default Configuration,8.0,High,1.8,Network,Low,None,None,False,True,340,359,Web Server,True,33,Open,2026-10-29,8.8
VULN-020744,AST-05897,CVE-2025-23188,Insecure Default Configuration,6.3,Medium,3.0,Network,High,None,Required,False,False,0,301,Payment Gateway,True,174,Mitigated,,4.0
VULN-020745,AST-01351,CVE-2025-56427,Authentication Bypass,2.2,Low,0.5,Network,Low,High,None,False,True,42,181,Firewall,True,47,Accepted,,4.3
VULN-020746,AST-02122,CVE-2025-77445,Authentication Bypass,8.9,High,3.8,Network,Low,None,Required,False,False,0,507,CI/CD Server,True,410,In Progress,,7.7
VULN-020747,AST-03323,CVE-2025-5019,Command Injection,2.8,Low,0.7,Network,Low,High,Required,False,False,0,601,Web Server,True,206,Mitigated,,0.1
VULN-020748,AST-08242,CVE-2024-96637,Use After Free,5.5,Medium,2.2,Network,High,Low,Required,False,True,81,200,Employee Laptop,True,195,Mitigated,,2.4
VULN-020749,AST-03047,CVE-2026-31887,Memory Corruption,0.2,Low,0.0,Local,Low,None,Required,False,False,0,1025,Workstation,False,0,In Progress,,0.2
VULN-020750,AST-02155,CVE-2022-42771,Cryptographic Weakness,4.9,Medium,2.1,Physical,Low,Low,Required,False,False,0,243,SaaS Application,True,89,In Progress,,6.8
VULN-020751,AST-08376,CVE-2019-95599,RCE,8.1,High,3.4,Local,Low,Low,Required,False,False,0,309,Network Device,True,88,In Progress,,10
VULN-020752,AST-03143,CVE-2022-67983,Cryptographic Weakness,5.3,Medium,2.4,Network,Low,None,Required,False,False,0,352,CI/CD Server,True,270,In Progress,,5.2
VULN-020753,AST-03278,CVE-2021-9452,Insecure Default Configuration,1.1,Low,0.5,Local,High,High,None,False,False,0,868,Database Server,True,79,Mitigated,,0.1
VULN-020754,AST-03061,CVE-2026-61387,LDAP Injection,7.5,High,2.1,Network,Low,High,Required,True,True,336,1176,CI/CD Server,True,766,False Positive,,8.0
VULN-020755,AST-07724,CVE-2026-12485,Authentication Bypass,6.3,Medium,1.8,Network,Low,Low,None,False,False,0,940,API Gateway,False,0,Mitigated,,2.8
VULN-020756,AST-04569,CVE-2026-5996,RCE,5.7,Medium,2.4,Network,High,Low,None,False,False,0,182,Network Device,True,68,Mitigated,,3.4
VULN-020757,AST-09133,CVE-2021-32156,SQL Injection,8.5,High,3.0,Network,High,None,None,False,True,36,891,Workstation,True,864,Mitigated,,7.0
VULN-020758,AST-02721,CVE-2026-75148,CSRF,5.5,Medium,2.4,Network,Low,Low,Required,False,False,0,467,Storage Bucket,False,0,Open,2026-09-23,4.7
VULN-020759,AST-04976,CVE-2023-76792,Deserialization,4.2,Medium,1.2,Network,Low,High,Required,False,False,0,1170,Firewall,True,386,Mitigated,,3.4
VULN-020760,AST-03092,CVE-2026-80672,Use After Free,9.1,Critical,2.0,Adjacent,Low,None,None,False,False,0,512,API Gateway,True,189,False Positive,,9.1
VULN-020761,AST-01753,CVE-2024-19178,Path Traversal,9.7,Critical,2.5,Network,High,Low,Required,False,False,0,434,Domain Controller,True,393,Accepted,,10
VULN-020762,AST-07418,CVE-2026-81334,Insecure Default Configuration,8.7,High,1.9,Local,High,None,None,False,False,0,790,Payment Gateway,False,0,Open,2026-10-05,7.5
VULN-020763,AST-02528,CVE-2023-90493,Cryptographic Weakness,5.4,Medium,1.2,Local,Low,Low,Required,False,False,0,490,VPN Gateway,True,281,Mitigated,,2.6
VULN-020764,AST-01875,CVE-2022-3637,SSRF,8.5,High,2.1,Network,Low,Low,Required,False,False,0,853,Firewall,True,424,Mitigated,,7.0
VULN-020765,AST-00241,CVE-2026-53788,Authentication Bypass,3.7,Low,1.8,Adjacent,High,None,Required,False,False,0,395,Web Server,False,0,In Progress,,3.6
VULN-020766,AST-03904,CVE-2024-71889,SSRF,6.5,Medium,2.7,Local,High,Low,Required,False,True,213,237,API Gateway,False,0,False Positive,,5.4
VULN-020767,AST-04189,CVE-2024-67070,Command Injection,7.3,High,3.6,Network,Low,Low,Required,False,False,0,1058,Database Server,True,582,In Progress,,6.5
VULN-020768,AST-01333,CVE-2026-75951,Deserialization,4.2,Medium,1.5,Adjacent,Low,High,None,False,False,0,169,Web Server,True,44,Mitigated,,1.2
VULN-020769,AST-02494,CVE-2025-4867,XXE,7.4,High,1.7,Adjacent,High,High,Required,False,False,0,793,IAM System,False,0,In Progress,,6.9
VULN-020770,AST-08875,CVE-2024-51028,SSRF,7.0,High,2.1,Physical,Low,High,None,False,True,1,4,Cloud VM,True,3,Accepted,,7.4
VULN-020771,AST-09281,CVE-2019-97028,Memory Corruption,6.8,Medium,3.3,Adjacent,High,None,None,False,True,198,281,Web Server,False,0,In Progress,,7.2
VULN-020772,AST-01486,CVE-2026-19200,Path Traversal,4.6,Medium,1.1,Network,Low,Low,Required,False,False,0,911,API Gateway,False,0,Open,2026-10-15,4.6
VULN-020773,AST-00399,CVE-2025-45110,Privilege Escalation,8.6,High,2.9,Adjacent,Low,High,Required,False,False,0,581,Application Server,True,66,Mitigated,,7.0
VULN-020774,AST-07441,CVE-2023-39315,Insecure Default Configuration,2.8,Low,0.8,Network,Low,None,None,False,False,0,456,CI/CD Server,True,199,Open,2026-11-16,2.2
VULN-020775,AST-05795,CVE-2021-89459,Path Traversal,1.4,Low,0.4,Network,Low,None,Required,False,True,977,1196,Payment Gateway,True,1132,Mitigated,,0.1
VULN-020776,AST-02061,CVE-2026-18615,SQL Injection,2.9,Low,1.4,Network,High,None,None,False,False,0,631,Workstation,True,392,In Progress,,4.6
VULN-020777,AST-00204,CVE-2021-89527,Path Traversal,6.8,Medium,2.9,Local,High,High,None,False,False,0,825,Domain Controller,True,614,Open,2026-11-16,6.4
VULN-020778,AST-05472,CVE-2022-45595,Memory Corruption,5.5,Medium,2.7,Network,Low,High,Required,False,True,130,1068,Employee Laptop,True,746,Mitigated,,3.7
VULN-020779,AST-04363,CVE-2026-25569,SSRF,9.9,Critical,2.4,Network,High,Low,Required,False,False,0,353,Email Server,True,282,Open,2026-10-15,10
VULN-020780,AST-01447,CVE-2020-42243,RCE,1.2,Low,0.6,Local,High,Low,Required,False,False,0,559,Database Server,False,0,In Progress,,1.7
VULN-020781,AST-00504,CVE-2019-94269,XXE,9.9,Critical,2.8,Network,High,High,None,False,True,250,344,IAM System,False,0,In Progress,,10
VULN-020782,AST-06481,CVE-2020-83726,Information Disclosure,5.4,Medium,2.4,Network,Low,High,Required,False,True,191,216,Firewall,False,0,False Positive,,7.3
VULN-020783,AST-02677,CVE-2021-66312,Buffer Overflow,9.4,Critical,3.9,Adjacent,High,Low,Required,False,True,464,977,IAM System,True,292,Open,2026-11-29,10
VULN-020784,AST-02355,CVE-2022-5523,Information Disclosure,8.4,High,2.1,Local,High,None,None,False,False,0,34,Cloud VM,True,21,In Progress,,7.2
VULN-020785,AST-06736,CVE-2019-81631,Memory Corruption,5.2,Medium,2.2,Local,High,Low,None,False,True,33,889,SaaS Application,True,880,In Progress,,6.1
VULN-020786,AST-01102,CVE-2026-81676,RCE,5.4,Medium,2.4,Network,Low,None,Required,False,False,0,609,Firewall,True,17,Accepted,,6.5
VULN-020787,AST-05115,CVE-2020-28859,LDAP Injection,4.3,Medium,1.6,Network,Low,Low,None,False,False,0,609,VPN Gateway,True,192,Open,2026-09-14,4.1
VULN-020788,AST-07976,CVE-2026-60026,Privilege Escalation,0.6,Low,0.1,Network,High,Low,None,False,False,0,151,Email Server,False,0,Accepted,,1.2
VULN-020789,AST-04347,CVE-2026-1162,XSS,1.7,Low,0.6,Network,High,High,Required,True,True,609,828,IAM System,True,525,Mitigated,,1.0
VULN-020790,AST-07170,CVE-2023-96398,Memory Corruption,5.8,Medium,1.4,Network,Low,Low,None,False,True,276,1134,Email Server,True,33,Open,2026-11-28,8.0
VULN-020791,AST-09010,CVE-2026-7455,LDAP Injection,3.6,Low,0.9,Adjacent,High,Low,Required,False,False,0,237,Employee Laptop,True,39,Mitigated,,1.0
VULN-020792,AST-09853,CVE-2023-96838,SQL Injection,6.3,Medium,1.8,Physical,Low,Low,Required,False,False,0,410,Domain Controller,True,183,Open,2026-09-11,6.7
VULN-020793,AST-08145,CVE-2026-4170,CSRF,8.3,High,2.2,Network,High,High,Required,False,False,0,601,Email Server,False,0,In Progress,,10
VULN-020794,AST-06954,CVE-2023-59522,XXE,2.6,Low,0.6,Network,High,High,Required,False,True,467,471,IAM System,True,148,Open,2026-11-13,4.0
VULN-020795,AST-05784,CVE-2026-7154,SSRF,3.0,Low,1.3,Local,Low,Low,None,False,True,473,718,SaaS Application,True,46,In Progress,,3.1
VULN-020796,AST-03799,CVE-2020-90428,Insecure Default Configuration,9.5,Critical,2.7,Local,High,None,None,False,False,0,1054,Domain Controller,True,504,Open,2026-09-15,10
VULN-020797,AST-01091,CVE-2022-47466,Command Injection,4.7,Medium,1.3,Local,High,None,Required,False,False,0,1042,Kubernetes Cluster,True,208,Open,2026-09-25,5.3
VULN-020798,AST-07695,CVE-2019-64780,XSS,8.8,High,3.9,Local,Low,None,Required,False,False,0,896,Cloud VM,False,0,Open,2026-11-14,7.5
VULN-020799,AST-07903,CVE-2021-2959,Privilege Escalation,3.7,Low,1.5,Network,High,Low,Required,False,False,0,1119,Network Device,True,179,In Progress,,4.2
VULN-020800,AST-01749,CVE-2026-48766,XSS,9.6,Critical,3.9,Local,High,High,Required,False,False,0,695,Kubernetes Cluster,True,256,Accepted,,9.9
VULN-020801,AST-05403,CVE-2023-3207,Cryptographic Weakness,4.1,Medium,2.0,Local,High,High,None,False,True,514,740,VPN Gateway,True,657,False Positive,,4.9
VULN-020802,AST-04245,CVE-2026-81579,CSRF,1.0,Low,0.2,Adjacent,High,Low,Required,False,True,160,1063,Kubernetes Cluster,True,195,Mitigated,,0.1
VULN-020803,AST-01311,CVE-2026-10937,Information Disclosure,4.4,Medium,1.7,Adjacent,Low,Low,Required,False,False,0,710,Cloud VM,True,329,Accepted,,4.7
VULN-020804,AST-01212,CVE-2023-78339,Command Injection,6.1,Medium,1.5,Network,Low,None,Required,False,False,0,814,VPN Gateway,False,0,In Progress,,6.4
VULN-020805,AST-03093,CVE-2021-21281,Path Traversal,8.0,High,3.3,Network,High,High,None,True,True,311,1019,Database Server,True,742,Open,2026-11-02,10
VULN-020806,AST-09406,CVE-2019-28385,Improper Access Control,7.5,High,1.9,Local,High,None,Required,False,False,0,335,SaaS Application,True,305,Open,2026-11-14,9.3
VULN-020807,AST-06053,CVE-2019-1820,Privilege Escalation,5.4,Medium,1.6,Local,High,Low,None,False,False,0,354,API Gateway,True,164,Accepted,,5.1
VULN-020808,AST-03125,CVE-2026-67321,Deserialization,3.1,Low,0.7,Local,High,High,Required,False,False,0,1065,Web Server,True,685,In Progress,,5.4
VULN-020809,AST-02033,CVE-2019-86103,RCE,7.0,High,2.4,Local,High,Low,Required,False,False,0,840,Cloud VM,False,0,In Progress,,6.9
VULN-020810,AST-01989,CVE-2025-65971,Information Disclosure,2.5,Low,0.6,Local,Low,Low,Required,True,True,110,699,Network Device,False,0,Open,2026-09-11,4.4
VULN-020811,AST-04267,CVE-2019-28559,Deserialization,0.6,Low,0.2,Adjacent,Low,Low,Required,False,False,0,1081,Database Server,True,225,Open,2026-11-09,2.2
VULN-020812,AST-02770,CVE-2026-51974,Information Disclosure,4.6,Medium,1.2,Network,Low,None,Required,False,False,0,132,Domain Controller,True,28,Mitigated,,3.7
VULN-020813,AST-02133,CVE-2023-27940,Information Disclosure,1.7,Low,0.4,Network,Low,None,None,False,True,128,212,Payment Gateway,True,17,Accepted,,1.8
VULN-020814,AST-03362,CVE-2024-55566,Privilege Escalation,9.2,Critical,2.0,Adjacent,High,High,None,False,False,0,761,VPN Gateway,True,514,Mitigated,,9.0
VULN-020815,AST-02760,CVE-2021-59056,XXE,8.1,High,3.9,Local,Low,High,Required,False,False,0,1031,IoT Device,True,192,Open,2026-11-14,9.5
VULN-020816,AST-00186,CVE-2019-93413,Buffer Overflow,8.4,High,2.9,Adjacent,Low,High,None,False,False,0,714,Employee Laptop,True,447,Accepted,,8.3
VULN-020817,AST-07933,CVE-2020-44542,Cryptographic Weakness,4.0,Medium,1.8,Adjacent,Low,None,Required,False,False,0,1108,Application Server,True,1006,In Progress,,5.9
VULN-020818,AST-04464,CVE-2019-62860,Buffer Overflow,6.2,Medium,2.4,Local,Low,Low,Required,False,False,0,1137,Kubernetes Cluster,True,541,Mitigated,,3.8
VULN-020819,AST-01181,CVE-2026-7241,CSRF,3.4,Low,0.8,Network,High,Low,Required,False,True,768,779,Payment Gateway,True,354,Open,2026-10-31,3.1
VULN-020820,AST-03897,CVE-2021-36511,CSRF,9.6,Critical,1.9,Adjacent,High,High,Required,False,True,342,508,CI/CD Server,True,272,In Progress,,10
VULN-020821,AST-04483,CVE-2022-46341,Cryptographic Weakness,7.2,High,3.5,Network,High,Low,Required,False,True,28,31,Firewall,False,0,Mitigated,,3.9
VULN-020822,AST-07409,CVE-2025-81041,LDAP Injection,2.9,Low,0.8,Network,Low,Low,None,False,False,0,743,Network Device,False,0,Mitigated,,1.6
VULN-020823,AST-07360,CVE-2021-89638,Privilege Escalation,6.7,Medium,1.7,Local,High,None,Required,False,False,0,780,VPN Gateway,False,0,Mitigated,,4.4
VULN-020824,AST-05604,CVE-2019-45933,Insecure Default Configuration,0.6,Low,0.3,Network,Low,None,None,False,False,0,966,SaaS Application,True,862,Accepted,,0.9
VULN-020825,AST-04336,CVE-2020-68142,Use After Free,6.0,Medium,2.3,Physical,Low,High,Required,False,False,0,335,Web Server,True,54,Accepted,,5.7
VULN-020826,AST-04339,CVE-2025-42682,Privilege Escalation,6.8,Medium,2.0,Network,Low,High,None,False,True,102,651,Payment Gateway,True,146,Mitigated,,3.9
VULN-020827,AST-04330,CVE-2026-76610,RCE,5.5,Medium,2.7,Adjacent,Low,None,None,False,True,751,929,Application Server,False,0,Mitigated,,2.2
VULN-020828,AST-06147,CVE-2026-66012,Race Condition,5.4,Medium,2.0,Local,High,High,None,False,False,0,973,VPN Gateway,True,25,Mitigated,,2.4
VULN-020829,AST-05619,CVE-2022-9039,XXE,9.8,Critical,3.1,Network,Low,High,None,False,False,0,563,Application Server,True,163,Open,2026-10-09,10
VULN-020830,AST-05823,CVE-2026-21058,CSRF,4.2,Medium,1.3,Network,High,Low,None,False,True,139,322,VPN Gateway,True,316,Open,2026-11-09,5.1
VULN-020831,AST-01751,CVE-2026-63248,Improper Access Control,7.4,High,3.2,Adjacent,High,Low,None,False,True,686,1117,Firewall,True,22,In Progress,,7.7
VULN-020832,AST-04067,CVE-2026-70436,RCE,0.1,Low,0.0,Local,Low,High,Required,False,False,0,121,VPN Gateway,False,0,Accepted,,0.6
VULN-020833,AST-02366,CVE-2023-20880,Information Disclosure,7.0,High,2.9,Adjacent,High,None,Required,False,True,215,860,Employee Laptop,True,767,Accepted,,7.0
VULN-020834,AST-05534,CVE-2021-50343,Privilege Escalation,0.4,Low,0.1,Adjacent,High,None,None,False,False,0,118,Domain Controller,False,0,Mitigated,,0.1
VULN-020835,AST-06534,CVE-2024-37664,CSRF,1.2,Low,0.2,Network,Low,High,Required,False,False,0,800,API Gateway,True,317,In Progress,,1.2
VULN-020836,AST-05390,CVE-2025-5753,Use After Free,8.9,High,3.8,Local,Low,High,None,False,False,0,154,Workstation,False,0,In Progress,,10
VULN-020837,AST-07652,CVE-2025-1004,SQL Injection,6.1,Medium,2.8,Physical,High,Low,Required,False,False,0,52,VPN Gateway,True,38,Open,2026-10-06,6.0
VULN-020838,AST-05214,CVE-2026-5997,CSRF,4.3,Medium,0.9,Adjacent,Low,Low,None,False,True,866,896,Network Device,True,573,Mitigated,,3.1
VULN-020839,AST-09538,CVE-2021-34495,Use After Free,0.9,Low,0.2,Network,Low,Low,None,False,False,0,418,Domain Controller,False,0,Mitigated,,0.1
VULN-020840,AST-07953,CVE-2026-65765,Cryptographic Weakness,9.5,Critical,3.0,Network,High,Low,Required,False,True,198,204,VPN Gateway,False,0,Open,2026-11-14,10
VULN-020841,AST-06931,CVE-2026-16551,Deserialization,9.3,Critical,2.6,Network,High,High,None,True,True,108,163,File Server,True,27,Open,2026-11-24,10
VULN-020842,AST-06293,CVE-2026-59726,Use After Free,6.0,Medium,2.8,Physical,Low,Low,None,False,False,0,789,Firewall,False,0,Mitigated,,3.2
VULN-020843,AST-06761,CVE-2026-75592,Insecure Default Configuration,5.5,Medium,1.6,Local,High,Low,None,False,False,0,80,IoT Device,False,0,Accepted,,6.2
VULN-020844,AST-03962,CVE-2020-37938,CSRF,0.6,Low,0.1,Physical,Low,Low,Required,False,False,0,715,API Gateway,True,373,Mitigated,,0.1
VULN-020845,AST-07620,CVE-2026-75977,Deserialization,8.0,High,3.9,Network,High,Low,Required,False,False,0,602,Kubernetes Cluster,False,0,Mitigated,,4.4
VULN-020846,AST-06264,CVE-2026-9543,Deserialization,6.6,Medium,2.2,Adjacent,Low,High,None,False,True,59,118,Web Server,False,0,Mitigated,,3.4
VULN-020847,AST-04820,CVE-2025-94573,Memory Corruption,8.4,High,3.9,Network,High,High,None,False,False,0,958,Application Server,False,0,Open,2026-11-07,8.1
VULN-020848,AST-01960,CVE-2024-11096,CSRF,4.7,Medium,2.2,Local,Low,None,Required,False,False,0,418,Kubernetes Cluster,True,341,Accepted,,6.9
VULN-020849,AST-09015,CVE-2026-40323,SSRF,0.9,Low,0.4,Local,High,None,None,False,False,0,417,API Gateway,True,9,Mitigated,,0.1
VULN-020850,AST-08008,CVE-2023-33282,XSS,5.3,Medium,1.1,Network,Low,High,Required,False,False,0,892,Network Device,True,13,In Progress,,4.9
VULN-020851,AST-01781,CVE-2022-27913,SSRF,5.4,Medium,1.4,Local,High,Low,None,False,False,0,339,Employee Laptop,True,274,Mitigated,,2.6
VULN-020852,AST-09738,CVE-2026-53667,Insecure Default Configuration,0.9,Low,0.4,Local,High,None,None,False,False,0,701,API Gateway,False,0,Mitigated,,0.1
VULN-020853,AST-05991,CVE-2024-80282,Insecure Default Configuration,4.2,Medium,1.3,Adjacent,Low,None,Required,False,True,184,263,IAM System,True,51,Accepted,,6.2
VULN-020854,AST-02871,CVE-2026-6205,Improper Access Control,6.0,Medium,2.9,Network,High,None,None,False,True,346,424,Application Server,True,325,In Progress,,6.0
VULN-020855,AST-07795,CVE-2019-82690,Use After Free,6.3,Medium,1.3,Local,High,Low,Required,False,False,0,1175,Cloud VM,True,652,Accepted,,5.9
VULN-020856,AST-06230,CVE-2024-21388,XSS,5.9,Medium,2.5,Local,Low,Low,Required,False,False,0,881,SaaS Application,True,18,Accepted,,6.8
VULN-020857,AST-01308,CVE-2023-43190,Buffer Overflow,7.4,High,2.9,Network,High,High,None,False,False,0,818,API Gateway,True,384,Accepted,,8.1
VULN-020858,AST-08553,CVE-2025-91760,CSRF,7.6,High,3.2,Network,Low,None,None,False,False,0,803,VPN Gateway,True,6,Open,2026-11-28,7.0
VULN-020859,AST-09143,CVE-2024-72526,Buffer Overflow,9.3,Critical,3.9,Network,Low,High,None,False,False,0,428,IoT Device,True,174,Open,2026-09-18,9.3
VULN-020860,AST-05600,CVE-2022-88573,Privilege Escalation,0.9,Low,0.2,Adjacent,Low,Low,None,False,False,0,155,Workstation,True,77,Open,2026-09-25,0.8
VULN-020861,AST-00339,CVE-2026-68585,Authentication Bypass,9.2,Critical,1.9,Adjacent,High,Low,Required,True,True,333,468,File Server,True,83,Mitigated,,10
VULN-020862,AST-05283,CVE-2025-99418,CSRF,7.1,High,1.4,Network,Low,Low,None,False,True,486,624,IoT Device,True,410,Accepted,,7.3
VULN-020863,AST-05840,CVE-2026-62825,SQL Injection,2.7,Low,0.6,Network,Low,High,None,False,False,0,893,SaaS Application,True,27,Mitigated,,0.2
VULN-020864,AST-06754,CVE-2024-65829,Deserialization,0.8,Low,0.3,Network,High,Low,Required,False,False,0,374,Email Server,True,129,False Positive,,1.3
VULN-020865,AST-09021,CVE-2020-76240,Cryptographic Weakness,2.1,Low,0.8,Network,Low,Low,Required,False,False,0,778,IAM System,False,0,Mitigated,,1.0
VULN-020866,AST-09295,CVE-2026-6876,Use After Free,7.9,High,2.0,Physical,High,High,None,False,False,0,1077,File Server,True,333,False Positive,,7.0
VULN-020867,AST-03722,CVE-2020-12899,Information Disclosure,4.8,Medium,2.2,Local,Low,High,Required,False,False,0,403,Workstation,True,145,Open,2026-12-02,4.6
VULN-020868,AST-07611,CVE-2026-80721,Authentication Bypass,1.2,Low,0.5,Adjacent,Low,High,None,False,False,0,1032,CI/CD Server,True,38,In Progress,,1.1
VULN-020869,AST-05390,CVE-2021-54197,Privilege Escalation,1.6,Low,0.6,Local,High,High,Required,False,False,0,261,Workstation,False,0,Mitigated,,0.5
VULN-020870,AST-04717,CVE-2022-61122,LDAP Injection,8.9,High,3.3,Network,Low,High,Required,False,False,0,687,Employee Laptop,False,0,Accepted,,9.5
VULN-020871,AST-03549,CVE-2021-80313,RCE,5.6,Medium,2.7,Network,Low,None,None,True,True,332,763,API Gateway,True,12,Open,2026-11-16,8.7
VULN-020872,AST-05589,CVE-2026-40487,Race Condition,9.6,Critical,2.4,Adjacent,High,High,Required,False,False,0,349,IoT Device,True,210,Open,2026-11-29,8.4
VULN-020873,AST-01647,CVE-2026-19591,Memory Corruption,6.8,Medium,3.1,Adjacent,High,Low,None,False,False,0,966,File Server,True,761,In Progress,,8.2
VULN-020874,AST-02625,CVE-2024-58536,Race Condition,5.2,Medium,2.3,Network,High,Low,None,False,False,0,875,Network Device,False,0,In Progress,,7.1
VULN-020875,AST-00026,CVE-2019-10728,Information Disclosure,10.0,Critical,3.9,Network,Low,Low,Required,True,True,703,1084,Application Server,True,1052,Mitigated,,9.3
VULN-020876,AST-04476,CVE-2021-50237,Insecure Default Configuration,4.5,Medium,1.6,Network,Low,Low,None,False,True,325,820,Web Server,False,0,In Progress,,4.5
VULN-020877,AST-01605,CVE-2019-66742,XSS,3.6,Low,1.3,Adjacent,Low,None,Required,False,True,544,859,CI/CD Server,True,467,Open,2026-10-12,3.4
VULN-020878,AST-08508,CVE-2023-17544,Improper Access Control,4.0,Medium,1.6,Adjacent,High,Low,Required,False,True,193,354,API Gateway,False,0,Open,2026-10-05,4.8
VULN-020879,AST-01213,CVE-2026-63508,SSRF,1.0,Low,0.5,Adjacent,Low,Low,None,False,False,0,1028,Storage Bucket,False,0,Open,2026-10-09,0.9
VULN-020880,AST-06999,CVE-2026-68767,Race Condition,5.8,Medium,1.4,Local,Low,Low,None,False,False,0,728,Network Device,True,120,Accepted,,6.1
VULN-020881,AST-09842,CVE-2026-79258,Cryptographic Weakness,5.5,Medium,2.2,Physical,High,Low,Required,False,True,234,852,Employee Laptop,False,0,In Progress,,6.0
VULN-020882,AST-00593,CVE-2025-35366,XSS,5.8,Medium,1.6,Adjacent,Low,High,None,False,False,0,593,IoT Device,True,144,Open,2026-10-17,5.5
VULN-020883,AST-00849,CVE-2026-58567,Authentication Bypass,7.2,High,1.8,Network,Low,High,None,False,False,0,937,Domain Controller,True,494,Open,2026-09-24,7.9
VULN-020884,AST-07561,CVE-2026-44943,CSRF,7.8,High,2.6,Physical,High,None,Required,False,False,0,929,IAM System,True,29,Open,2026-10-31,9.0
VULN-020885,AST-04942,CVE-2024-3327,SSRF,0.2,Low,0.1,Adjacent,High,None,None,False,False,0,1048,File Server,False,0,Accepted,,0.6
VULN-020886,AST-06200,CVE-2026-15315,Use After Free,3.8,Low,1.1,Network,Low,None,None,False,False,0,292,Storage Bucket,False,0,Mitigated,,1.1
VULN-020887,AST-04975,CVE-2021-33046,Privilege Escalation,6.3,Medium,3.0,Network,Low,High,Required,False,False,0,436,IAM System,True,70,Mitigated,,4.1
VULN-020888,AST-03777,CVE-2020-28599,Buffer Overflow,7.2,High,3.4,Network,High,Low,Required,False,False,0,690,Email Server,True,599,Accepted,,8.2
VULN-020889,AST-07206,CVE-2024-96360,XXE,5.6,Medium,2.8,Network,High,Low,None,True,True,273,1085,VPN Gateway,False,0,False Positive,,7.6
VULN-020890,AST-09488,CVE-2026-79142,Memory Corruption,4.3,Medium,1.6,Local,High,High,None,False,True,62,84,Payment Gateway,False,0,In Progress,,4.0
VULN-020891,AST-06931,CVE-2026-67361,Deserialization,5.6,Medium,1.5,Network,High,Low,Required,False,False,0,275,File Server,True,222,Accepted,,6.7
VULN-020892,AST-09422,CVE-2025-97393,Race Condition,1.6,Low,0.6,Network,Low,Low,Required,False,False,0,801,Storage Bucket,False,0,Mitigated,,0.1
VULN-020893,AST-08514,CVE-2024-15869,Cryptographic Weakness,7.6,High,2.9,Network,High,None,Required,False,False,0,170,Storage Bucket,True,82,Accepted,,6.9
VULN-020894,AST-03246,CVE-2026-77956,Insecure Default Configuration,9.8,Critical,3.9,Network,Low,None,None,False,False,0,548,Database Server,True,515,Open,2026-11-01,10
VULN-020895,AST-02285,CVE-2020-83897,Path Traversal,0.2,Low,0.1,Network,Low,None,Required,False,False,0,146,Storage Bucket,False,0,Open,2026-11-24,0.2
VULN-020896,AST-02373,CVE-2020-61546,Use After Free,4.8,Medium,2.3,Adjacent,Low,None,Required,False,False,0,1017,Firewall,True,167,In Progress,,4.4
VULN-020897,AST-09695,CVE-2024-71475,Improper Access Control,8.7,High,1.9,Local,High,High,None,False,False,0,578,IoT Device,True,145,Mitigated,,6.8
VULN-020898,AST-04563,CVE-2026-81677,Race Condition,3.1,Low,0.7,Network,Low,Low,Required,False,False,0,999,Network Device,False,0,Open,2026-10-26,3.0
VULN-020899,AST-05944,CVE-2026-73570,Use After Free,7.5,High,2.0,Local,High,None,None,False,True,445,637,SaaS Application,True,547,Accepted,,8.7
VULN-020900,AST-05899,CVE-2023-66669,XXE,5.0,Medium,2.4,Network,Low,None,None,False,True,163,478,Kubernetes Cluster,True,410,Accepted,,5.9
VULN-020901,AST-00770,CVE-2025-70742,Information Disclosure,5.1,Medium,2.4,Adjacent,High,High,Required,False,True,659,956,Domain Controller,True,382,Mitigated,,3.6
VULN-020902,AST-09807,CVE-2019-94689,Cryptographic Weakness,4.2,Medium,1.9,Network,High,None,None,False,False,0,491,IAM System,True,18,Accepted,,4.4
VULN-020903,AST-07296,CVE-2019-54844,Buffer Overflow,8.5,High,2.8,Network,Low,High,None,False,True,9,10,Storage Bucket,True,8,Open,2026-10-05,8.5
VULN-020904,AST-03077,CVE-2020-77373,XSS,0.6,Low,0.1,Network,High,None,Required,False,False,0,799,Storage Bucket,True,81,Mitigated,,0.1
VULN-020905,AST-06142,CVE-2026-48989,Memory Corruption,5.1,Medium,2.3,Network,Low,High,None,False,True,394,424,Network Device,True,277,Mitigated,,2.4
VULN-020906,AST-06189,CVE-2026-77550,RCE,2.8,Low,1.3,Network,High,Low,None,False,False,0,409,IAM System,True,101,Open,2026-11-22,2.9
VULN-020907,AST-00315,CVE-2026-61767,Information Disclosure,1.6,Low,0.4,Physical,Low,Low,None,False,True,284,284,VPN Gateway,False,0,Open,2026-09-19,3.9
VULN-020908,AST-00925,CVE-2019-8176,Cryptographic Weakness,2.0,Low,0.8,Adjacent,Low,None,Required,False,False,0,135,File Server,False,0,Accepted,,2.3
VULN-020909,AST-00166,CVE-2026-45480,Command Injection,2.8,Low,0.9,Local,Low,High,Required,True,True,82,974,VPN Gateway,False,0,Mitigated,,2.2
