telemetry_id,asset_id,timestamp,malware_detected,suspicious_process_count,endpoint_alert_count,ransomware_indicator,malicious_file_count,blocked_connection_count,isolation_triggered,detection_confidence,endpoint_security_score
EDR-007296,AST-07296,2026-08-07 18:58:14,False,1,11,False,0,14,False,0.1,8.5
EDR-007297,AST-07297,2026-09-02 20:58:14,False,4,5,False,0,38,False,0.6,8.3
EDR-007298,AST-07298,2026-08-26 08:58:14,False,4,5,False,0,38,False,0.17,9.2
EDR-007299,AST-07299,2026-08-08 07:58:14,False,0,16,False,0,6,False,0.61,8.1
EDR-007300,AST-07300,2026-08-14 10:58:14,False,0,4,False,0,29,False,0.48,9.8
EDR-007301,AST-07301,2026-08-24 23:58:14,False,5,16,False,0,36,False,0.65,7.2
EDR-007302,AST-07302,2026-08-10 00:58:14,False,8,20,False,0,1,False,0.24,6.2
EDR-007303,AST-07303,2026-08-27 15:58:14,False,5,13,False,0,7,False,0.72,7.7
EDR-007304,AST-07304,2026-08-24 12:58:14,False,3,12,False,0,39,False,0.31,7.7
EDR-007305,AST-07305,2026-08-17 15:58:14,False,1,6,False,0,17,False,0.25,8.9
EDR-007306,AST-07306,2026-08-08 02:58:14,False,6,17,False,0,5,False,0.79,6.8
EDR-007307,AST-07307,2026-08-27 08:58:14,False,8,17,False,0,43,False,0.63,6.2
EDR-007308,AST-07308,2026-08-17 11:58:14,False,0,16,False,0,25,False,0.6,8.7
EDR-007309,AST-07309,2026-08-28 17:58:14,False,0,19,False,0,36,False,0.35,7.9
EDR-007310,AST-07310,2026-08-20 13:58:14,False,10,0,False,0,19,False,0.27,8.2
EDR-007311,AST-07311,2026-08-27 06:58:14,False,10,16,False,0,16,False,0.33,5.9
EDR-007312,AST-07312,2026-08-10 05:58:14,False,10,11,False,0,37,False,0.58,7.4
EDR-007313,AST-07313,2026-08-18 05:58:14,False,10,5,False,0,23,False,0.35,7.7
EDR-007314,AST-07314,2026-09-01 22:58:14,False,2,11,False,0,39,False,0.65,8.5
EDR-007315,AST-07315,2026-08-09 03:58:14,False,6,3,False,0,18,False,0.78,8.9
EDR-007316,AST-07316,2026-08-12 22:58:14,False,7,18,False,0,34,False,0.72,7.2
EDR-007317,AST-07317,2026-09-01 01:58:14,False,3,15,False,0,11,False,0.12,7.9
EDR-007318,AST-07318,2026-08-14 06:58:14,False,3,19,False,0,26,False,0.68,7.8
EDR-007319,AST-07319,2026-08-20 14:58:14,False,1,14,False,0,29,False,0.29,8.6
EDR-007320,AST-07320,2026-09-04 16:58:14,True,3,12,False,2,0,False,0.87,6.5
EDR-007321,AST-07321,2026-08-22 21:58:14,False,4,1,False,0,37,False,0.73,8.8
EDR-007322,AST-07322,2026-08-09 14:58:14,False,1,0,False,0,7,False,0.59,10
EDR-007323,AST-07323,2026-08-22 04:58:14,False,3,6,False,0,14,False,0.15,8.6
EDR-007324,AST-07324,2026-08-17 03:58:14,False,8,0,False,0,33,False,0.55,8.8
EDR-007325,AST-07325,2026-08-15 00:58:14,False,5,8,False,0,18,False,0.77,8.1
EDR-007326,AST-07326,2026-08-27 08:58:14,False,1,3,False,0,0,False,0.2,9.8
EDR-007327,AST-07327,2026-08-30 04:58:14,False,8,16,False,0,43,False,0.53,6.8
EDR-007328,AST-07328,2026-09-02 11:58:14,False,0,16,False,0,46,False,0.55,7.9
EDR-007329,AST-07329,2026-08-05 23:58:14,False,5,12,False,0,23,False,0.5,8.2
EDR-007330,AST-07330,2026-08-06 15:58:14,False,1,11,False,0,47,False,0.71,8.8
EDR-007331,AST-07331,2026-08-23 17:58:14,False,8,13,False,0,24,False,0.72,7.2
EDR-007332,AST-07332,2026-08-16 05:58:14,False,1,11,False,0,10,False,0.72,8.6
EDR-007333,AST-07333,2026-08-20 02:58:14,True,0,2,False,1,16,False,0.9,7.4
EDR-007334,AST-07334,2026-09-01 06:58:14,False,8,7,False,0,49,False,0.14,7.7
EDR-007335,AST-07335,2026-08-17 11:58:14,False,6,17,False,0,44,False,0.38,6.7
EDR-007336,AST-07336,2026-08-15 04:58:14,False,8,0,False,0,22,False,0.59,8.2
EDR-007337,AST-07337,2026-08-10 15:58:14,False,9,8,False,0,43,False,0.2,7.8
EDR-007338,AST-07338,2026-09-04 08:58:14,False,6,2,False,0,18,False,0.75,9.0
EDR-007339,AST-07339,2026-08-27 18:58:14,False,8,3,False,0,5,False,0.6,8.3
EDR-007340,AST-07340,2026-08-15 08:58:14,False,3,5,False,0,19,False,0.35,8.8
EDR-007341,AST-07341,2026-08-08 06:58:14,False,7,1,False,0,50,False,0.67,8.3
EDR-007342,AST-07342,2026-08-14 13:58:14,False,0,15,False,0,4,False,0.35,8.7
EDR-007343,AST-07343,2026-08-16 10:58:14,False,8,16,True,0,25,False,0.54,3.6
EDR-007344,AST-07344,2026-08-28 18:58:14,False,5,2,False,0,50,False,0.61,8.7
EDR-007345,AST-07345,2026-08-27 06:58:14,False,1,3,False,0,48,False,0.63,9.8
EDR-007346,AST-07346,2026-08-17 11:58:14,False,9,5,False,0,6,False,0.42,7.6
EDR-007347,AST-07347,2026-08-09 09:58:14,False,2,11,False,0,48,False,0.41,8.1
EDR-007348,AST-07348,2026-08-18 06:58:14,False,2,2,False,0,33,False,0.39,9.3
EDR-007349,AST-07349,2026-08-19 13:58:14,False,4,9,False,0,30,False,0.28,7.9
EDR-007350,AST-07350,2026-08-11 05:58:14,False,1,20,False,0,0,False,0.13,8.2
EDR-007351,AST-07351,2026-08-13 04:58:14,False,3,14,False,0,50,False,0.28,7.7
EDR-007352,AST-07352,2026-08-10 09:58:14,False,10,10,False,0,7,False,0.41,7.0
EDR-007353,AST-07353,2026-09-02 20:58:14,False,6,14,False,0,36,False,0.42,7.3
EDR-007354,AST-07354,2026-09-03 16:58:14,True,6,20,False,1,38,True,1.0,5.2
EDR-007355,AST-07355,2026-08-29 20:58:14,False,4,3,False,0,33,False,0.39,8.8
EDR-007356,AST-07356,2026-08-22 12:58:14,False,5,13,False,0,31,False,0.27,7.8
EDR-007357,AST-07357,2026-08-14 05:58:14,False,9,13,False,0,34,False,0.46,6.9
EDR-007358,AST-07358,2026-08-10 14:58:14,False,10,11,False,0,14,False,0.28,6.8
EDR-007359,AST-07359,2026-08-22 10:58:14,True,2,3,False,1,6,True,0.7,7.5
EDR-007360,AST-07360,2026-08-26 05:58:14,False,10,0,False,0,35,False,0.64,8.3
EDR-007361,AST-07361,2026-08-26 22:58:14,False,3,16,False,0,3,False,0.26,7.6
EDR-007362,AST-07362,2026-09-02 04:58:14,False,5,13,False,0,37,False,0.27,7.3
EDR-007363,AST-07363,2026-08-22 19:58:14,False,7,19,False,0,49,False,0.56,6.4
EDR-007364,AST-07364,2026-08-29 13:58:14,False,4,12,False,0,37,False,0.63,8.1
EDR-007365,AST-07365,2026-09-04 13:58:14,False,7,10,False,0,23,False,0.29,7.3
EDR-007366,AST-07366,2026-08-20 11:58:14,False,5,16,False,0,29,False,0.16,7.2
EDR-007367,AST-07367,2026-08-06 00:58:14,True,5,10,False,0,47,True,0.85,5.7
EDR-007368,AST-07368,2026-08-17 14:58:14,False,1,18,False,0,38,False,0.77,8.2
EDR-007369,AST-07369,2026-08-24 17:58:14,False,10,17,False,0,29,False,0.27,5.8
EDR-007370,AST-07370,2026-08-22 05:58:14,False,3,13,False,0,2,False,0.25,7.6
EDR-007371,AST-07371,2026-08-14 22:58:14,False,5,13,False,0,50,False,0.73,7.9
EDR-007372,AST-07372,2026-08-30 17:58:14,False,10,10,False,0,22,False,0.2,6.5
EDR-007373,AST-07373,2026-08-18 05:58:14,False,1,18,False,0,23,False,0.52,7.5
EDR-007374,AST-07374,2026-08-24 13:58:14,False,4,14,False,0,37,False,0.55,7.5
EDR-007375,AST-07375,2026-08-29 15:58:14,False,10,9,False,0,43,False,0.68,7.2
EDR-007376,AST-07376,2026-08-15 09:58:14,False,9,13,True,0,22,False,0.68,4.1
EDR-007377,AST-07377,2026-08-21 18:58:14,False,8,20,False,0,39,False,0.54,6.4
EDR-007378,AST-07378,2026-08-20 04:58:14,False,0,18,False,0,19,False,0.73,7.7
EDR-007379,AST-07379,2026-09-01 04:58:14,False,8,3,False,0,10,False,0.65,8.2
EDR-007380,AST-07380,2026-08-22 22:58:14,False,10,20,False,0,7,False,0.64,6.1
EDR-007381,AST-07381,2026-08-11 19:58:14,False,0,2,False,0,37,False,0.21,10
EDR-007382,AST-07382,2026-09-03 18:58:14,False,2,15,False,0,13,False,0.51,8.0
EDR-007383,AST-07383,2026-08-15 22:58:14,False,9,11,False,0,26,False,0.24,7.3
EDR-007384,AST-07384,2026-08-13 16:58:14,False,10,15,False,0,38,False,0.5,6.5
EDR-007385,AST-07385,2026-08-26 18:58:14,False,9,9,False,0,49,False,0.35,7.4
EDR-007386,AST-07386,2026-08-22 21:58:14,False,8,1,False,0,2,False,0.26,8.5
EDR-007387,AST-07387,2026-08-06 19:58:14,False,6,3,False,0,8,False,0.76,8.7
EDR-007388,AST-07388,2026-08-11 00:58:14,False,0,16,False,0,29,False,0.3,8.2
EDR-007389,AST-07389,2026-09-01 09:58:14,False,3,18,False,0,19,False,0.28,7.2
EDR-007390,AST-07390,2026-08-29 11:58:14,False,2,15,False,0,1,False,0.12,7.7
EDR-007391,AST-07391,2026-08-24 06:58:14,False,1,19,False,0,34,False,0.17,7.7
EDR-007392,AST-07392,2026-08-12 09:58:14,False,10,2,False,0,5,False,0.63,7.8
EDR-007393,AST-07393,2026-08-17 14:58:14,False,3,2,False,0,45,False,0.73,9.6
EDR-007394,AST-07394,2026-08-24 23:58:14,False,10,8,False,0,30,False,0.23,7.4
EDR-007395,AST-07395,2026-08-23 08:58:14,False,8,2,False,0,5,False,0.29,7.8
EDR-007396,AST-07396,2026-09-03 09:58:14,False,0,9,False,0,49,False,0.52,9.2
EDR-007397,AST-07397,2026-08-13 15:58:14,False,6,19,False,0,27,False,0.72,6.8
EDR-007398,AST-07398,2026-08-10 17:58:14,False,2,2,False,0,29,False,0.54,8.9
EDR-007399,AST-07399,2026-08-28 18:58:14,False,2,14,False,0,18,False,0.72,8.5
EDR-007400,AST-07400,2026-08-10 21:58:14,False,0,6,False,0,42,False,0.61,9.5
EDR-007401,AST-07401,2026-08-24 02:58:14,False,9,0,True,0,37,False,0.55,5.4
EDR-007402,AST-07402,2026-08-06 07:58:14,False,3,11,False,0,5,False,0.73,8.1
EDR-007403,AST-07403,2026-08-08 16:58:14,True,6,7,False,1,46,False,0.84,6.4
EDR-007404,AST-07404,2026-08-08 23:58:14,False,0,4,False,0,24,False,0.2,9.4
EDR-007405,AST-07405,2026-08-19 08:58:14,False,8,9,False,0,40,False,0.59,7.4
EDR-007406,AST-07406,2026-09-02 19:58:14,False,6,15,False,0,26,False,0.32,7.1
EDR-007407,AST-07407,2026-08-30 22:58:14,False,6,2,False,0,7,False,0.68,8.8
EDR-007408,AST-07408,2026-08-07 05:58:14,False,9,11,False,0,1,False,0.72,6.9
EDR-007409,AST-07409,2026-08-06 09:58:14,False,3,0,False,0,34,False,0.44,9.2
EDR-007410,AST-07410,2026-09-02 06:58:14,False,2,4,False,0,8,False,0.41,8.9
EDR-007411,AST-07411,2026-08-28 03:58:14,False,5,6,False,0,3,False,0.49,8.7
EDR-007412,AST-07412,2026-08-06 11:58:14,False,3,6,False,0,29,False,0.28,8.8
EDR-007413,AST-07413,2026-08-11 18:58:14,False,1,14,False,0,5,False,0.27,8.0
EDR-007414,AST-07414,2026-09-02 18:58:14,False,4,14,False,0,18,False,0.66,7.8
EDR-007415,AST-07415,2026-08-18 02:58:14,False,8,14,False,0,29,False,0.64,6.9
EDR-007416,AST-07416,2026-08-18 03:58:14,False,4,17,False,0,12,False,0.14,7.1
EDR-007417,AST-07417,2026-08-26 19:58:14,False,9,14,False,0,35,False,0.59,6.3
EDR-007418,AST-07418,2026-08-18 01:58:14,False,0,7,False,0,15,False,0.31,9.4
EDR-007419,AST-07419,2026-08-30 23:58:14,False,7,6,False,0,9,False,0.41,7.8
EDR-007420,AST-07420,2026-09-01 13:58:14,False,9,5,False,0,21,False,0.54,7.6
EDR-007421,AST-07421,2026-08-07 14:58:14,False,4,7,False,0,25,False,0.73,8.6
EDR-007422,AST-07422,2026-08-15 17:58:14,False,9,13,False,0,2,False,0.52,7.0
EDR-007423,AST-07423,2026-08-26 18:58:14,False,0,16,False,0,11,False,0.48,8.1
EDR-007424,AST-07424,2026-09-03 16:58:14,False,4,13,False,0,45,False,0.22,7.6
EDR-007425,AST-07425,2026-08-29 02:58:14,False,2,7,False,0,7,False,0.27,8.8
EDR-007426,AST-07426,2026-08-31 13:58:14,False,10,3,False,0,49,False,0.74,7.8
EDR-007427,AST-07427,2026-08-31 09:58:14,False,4,17,False,0,2,False,0.61,7.9
EDR-007428,AST-07428,2026-08-19 12:58:14,False,0,15,False,0,44,False,0.39,8.4
EDR-007429,AST-07429,2026-09-02 03:58:14,False,10,5,False,0,26,False,0.23,7.6
EDR-007430,AST-07430,2026-09-03 11:58:14,False,10,6,False,0,41,False,0.61,7.7
EDR-007431,AST-07431,2026-08-20 08:58:14,False,8,2,False,0,24,False,0.74,8.4
EDR-007432,AST-07432,2026-08-06 05:58:14,False,10,12,False,0,49,False,0.43,6.7
EDR-007433,AST-07433,2026-08-23 23:58:14,False,8,11,False,0,12,False,0.57,7.8
EDR-007434,AST-07434,2026-09-02 23:58:14,False,10,20,False,0,0,False,0.49,5.8
EDR-007435,AST-07435,2026-08-07 05:58:14,False,10,11,False,0,40,False,0.43,7.4
EDR-007436,AST-07436,2026-08-26 18:58:14,False,6,1,False,0,12,False,0.67,8.4
EDR-007437,AST-07437,2026-08-30 03:58:14,False,5,13,False,0,32,False,0.15,8.0
EDR-007438,AST-07438,2026-09-03 07:58:14,False,10,1,False,0,17,False,0.14,7.6
EDR-007439,AST-07439,2026-09-01 13:58:14,False,10,9,False,0,32,False,0.72,7.5
EDR-007440,AST-07440,2026-08-26 19:58:14,False,10,11,False,0,9,False,0.61,7.0
EDR-007441,AST-07441,2026-09-01 22:58:14,False,2,6,False,0,24,False,0.24,8.9
EDR-007442,AST-07442,2026-08-08 19:58:14,False,4,3,False,0,39,False,0.52,9.0
EDR-007443,AST-07443,2026-08-18 08:58:14,False,3,4,False,0,18,False,0.17,8.7
EDR-007444,AST-07444,2026-08-07 23:58:14,True,2,1,False,1,36,True,0.74,7.2
EDR-007445,AST-07445,2026-08-27 01:58:14,False,5,5,False,0,10,False,0.76,8.7
EDR-007446,AST-07446,2026-08-08 01:58:14,False,7,11,False,0,4,False,0.74,7.4
EDR-007447,AST-07447,2026-08-10 22:58:14,False,9,11,False,0,33,False,0.51,7.5
EDR-007448,AST-07448,2026-08-22 15:58:14,False,0,17,False,0,9,False,0.74,8.3
EDR-007449,AST-07449,2026-08-24 11:58:14,False,4,14,False,0,48,False,0.5,7.9
EDR-007450,AST-07450,2026-08-09 11:58:14,False,5,10,False,0,49,False,0.59,8.2
EDR-007451,AST-07451,2026-08-13 03:58:14,False,10,4,False,0,21,False,0.3,7.9
EDR-007452,AST-07452,2026-08-31 18:58:14,False,9,15,False,0,7,False,0.55,6.4
EDR-007453,AST-07453,2026-08-27 01:58:14,False,5,7,False,0,13,False,0.67,8.6
EDR-007454,AST-07454,2026-08-23 15:58:14,False,1,14,False,0,8,False,0.4,8.3
EDR-007455,AST-07455,2026-08-18 09:58:14,False,6,6,False,0,14,False,0.73,8.0
EDR-007456,AST-07456,2026-08-16 08:58:14,False,4,11,False,0,20,False,0.34,8.3
EDR-007457,AST-07457,2026-08-30 21:58:14,False,5,16,False,0,39,False,0.12,7.4
EDR-007458,AST-07458,2026-08-16 11:58:14,False,8,17,False,0,35,False,0.59,6.8
EDR-007459,AST-07459,2026-08-31 09:58:14,False,1,15,False,0,11,False,0.73,8.4
EDR-007460,AST-07460,2026-08-28 17:58:14,False,10,15,False,0,30,False,0.69,6.3
EDR-007461,AST-07461,2026-08-17 11:58:14,False,2,12,False,0,32,False,0.14,8.2
EDR-007462,AST-07462,2026-08-09 19:58:14,False,9,4,False,0,5,False,0.76,7.9
EDR-007463,AST-07463,2026-08-12 23:58:14,False,6,17,False,0,10,False,0.43,7.1
EDR-007464,AST-07464,2026-08-18 08:58:14,False,7,2,False,0,8,False,0.61,8.7
EDR-007465,AST-07465,2026-08-27 23:58:14,False,6,8,False,0,35,False,0.23,8.4
EDR-007466,AST-07466,2026-08-20 09:58:14,False,4,12,False,0,45,False,0.58,7.9
EDR-007467,AST-07467,2026-08-15 10:58:14,False,3,14,False,0,22,False,0.15,8.0
EDR-007468,AST-07468,2026-08-31 23:58:14,True,1,2,False,2,46,True,0.68,7.1
EDR-007469,AST-07469,2026-08-24 08:58:14,False,4,15,False,0,30,False,0.69,7.6
EDR-007470,AST-07470,2026-08-29 02:58:14,True,4,14,False,3,36,False,0.91,5.3
EDR-007471,AST-07471,2026-08-13 19:58:14,False,10,9,False,0,15,False,0.49,7.5
EDR-007472,AST-07472,2026-08-17 04:58:14,False,8,16,False,0,24,False,0.55,6.5
EDR-007473,AST-07473,2026-08-20 00:58:14,False,10,3,False,0,11,False,0.31,7.9
EDR-007474,AST-07474,2026-08-25 08:58:14,False,3,11,False,0,14,False,0.73,7.9
EDR-007475,AST-07475,2026-08-19 03:58:14,False,5,3,False,0,25,False,0.42,8.3
EDR-007476,AST-07476,2026-08-29 05:58:14,False,9,1,False,0,32,False,0.74,7.8
EDR-007477,AST-07477,2026-08-13 09:58:14,False,7,2,False,0,29,False,0.67,8.0
EDR-007478,AST-07478,2026-08-29 01:58:14,False,0,16,False,0,22,False,0.7,8.3
EDR-007479,AST-07479,2026-08-26 12:58:14,False,5,13,False,0,37,False,0.43,7.8
EDR-007480,AST-07480,2026-08-10 09:58:14,False,6,16,False,0,36,False,0.44,7.2
EDR-007481,AST-07481,2026-08-15 16:58:14,False,6,16,False,0,44,False,0.13,6.9
EDR-007482,AST-07482,2026-09-03 03:58:14,False,10,19,False,0,32,False,0.29,5.9
EDR-007483,AST-07483,2026-08-09 15:58:14,False,5,11,False,0,32,False,0.28,8.3
EDR-007484,AST-07484,2026-08-26 00:58:14,False,5,18,False,0,33,False,0.79,7.3
EDR-007485,AST-07485,2026-08-16 20:58:14,False,3,8,False,0,45,False,0.59,8.7
EDR-007486,AST-07486,2026-09-02 21:58:14,True,10,2,False,1,9,False,0.85,6.0
EDR-007487,AST-07487,2026-08-20 12:58:14,False,4,3,False,0,2,False,0.48,8.8
EDR-007488,AST-07488,2026-08-13 22:58:14,True,2,17,False,1,22,False,0.69,6.3
EDR-007489,AST-07489,2026-08-13 00:58:14,False,10,13,False,0,1,False,0.33,6.4
EDR-007490,AST-07490,2026-08-26 11:58:14,False,7,14,False,0,14,False,0.63,7.3
EDR-007491,AST-07491,2026-08-27 17:58:14,False,9,5,False,0,27,False,0.1,7.8
EDR-007492,AST-07492,2026-08-14 21:58:14,False,1,15,False,0,3,False,0.66,8.4
EDR-007493,AST-07493,2026-08-08 04:58:14,False,1,1,False,0,13,False,0.62,9.2
EDR-007494,AST-07494,2026-08-17 14:58:14,False,8,9,False,0,15,False,0.28,7.4
EDR-007495,AST-07495,2026-09-01 13:58:14,False,3,16,False,0,49,False,0.73,8.1
EDR-007496,AST-07496,2026-08-25 21:58:14,False,9,13,False,0,20,False,0.26,7.0
EDR-007497,AST-07497,2026-09-03 17:58:14,True,9,19,False,3,23,True,0.86,4.5
EDR-007498,AST-07498,2026-08-09 09:58:14,False,1,12,False,0,4,False,0.59,8.8
EDR-007499,AST-07499,2026-08-17 06:58:14,False,6,13,False,0,32,False,0.17,7.4
EDR-007500,AST-07500,2026-08-20 20:58:14,False,6,8,False,0,48,False,0.37,7.7
EDR-007501,AST-07501,2026-08-28 21:58:14,False,3,1,False,0,28,False,0.32,9.5
EDR-007502,AST-07502,2026-08-26 15:58:14,False,3,7,False,0,22,False,0.11,8.3
EDR-007503,AST-07503,2026-08-17 19:58:14,False,0,3,False,0,0,False,0.27,9.9
EDR-007504,AST-07504,2026-08-14 17:58:14,False,9,15,False,0,47,False,0.54,6.6
EDR-007505,AST-07505,2026-09-02 03:58:14,False,9,17,False,0,43,False,0.13,6.7
EDR-007506,AST-07506,2026-08-25 10:58:14,False,10,4,False,0,27,False,0.31,7.4
EDR-007507,AST-07507,2026-08-29 21:58:14,False,3,4,False,0,16,False,0.79,8.7
EDR-007508,AST-07508,2026-08-05 18:58:14,False,5,13,False,0,34,False,0.63,7.4
EDR-007509,AST-07509,2026-08-13 16:58:14,False,8,9,False,0,18,False,0.3,7.9
EDR-007510,AST-07510,2026-08-17 13:58:14,False,7,14,False,0,10,False,0.19,6.9
EDR-007511,AST-07511,2026-08-25 03:58:14,False,10,10,False,0,29,False,0.7,7.1
EDR-007512,AST-07512,2026-08-17 10:58:14,False,10,0,False,0,12,False,0.67,7.7
EDR-007513,AST-07513,2026-08-06 12:58:14,False,3,14,False,0,19,False,0.37,8.0
EDR-007514,AST-07514,2026-09-01 19:58:14,False,5,8,False,0,15,False,0.15,8.0
EDR-007515,AST-07515,2026-08-31 13:58:14,False,10,17,False,0,3,False,0.56,6.7
EDR-007516,AST-07516,2026-08-06 22:58:14,False,8,4,False,0,31,False,0.38,7.6
EDR-007517,AST-07517,2026-08-15 02:58:14,False,0,18,False,0,22,False,0.79,8.7
EDR-007518,AST-07518,2026-08-17 04:58:14,False,7,20,False,0,15,False,0.42,6.8
EDR-007519,AST-07519,2026-08-14 07:58:14,False,6,2,False,0,20,False,0.54,9.0
EDR-007520,AST-07520,2026-08-27 01:58:14,False,2,8,False,0,49,False,0.5,9.1
EDR-007521,AST-07521,2026-08-08 00:58:14,False,4,1,False,0,27,False,0.5,9.0
EDR-007522,AST-07522,2026-08-29 16:58:14,False,5,17,False,0,37,False,0.28,7.4
EDR-007523,AST-07523,2026-08-24 15:58:14,False,4,20,False,0,8,False,0.6,7.1
EDR-007524,AST-07524,2026-08-10 10:58:14,False,3,0,False,0,29,False,0.46,9.1
EDR-007525,AST-07525,2026-08-22 03:58:14,False,10,7,False,0,39,False,0.18,6.9
EDR-007526,AST-07526,2026-08-31 23:58:14,False,7,12,False,0,32,False,0.35,7.8
EDR-007527,AST-07527,2026-08-25 20:58:14,False,9,14,False,0,26,False,0.22,6.9
EDR-007528,AST-07528,2026-08-27 22:58:14,False,4,7,False,0,0,False,0.57,8.2
EDR-007529,AST-07529,2026-08-20 11:58:14,False,2,15,False,0,22,False,0.76,8.0
EDR-007530,AST-07530,2026-08-22 10:58:14,False,2,13,False,0,37,False,0.76,8.1
EDR-007531,AST-07531,2026-08-30 15:58:14,False,3,11,False,0,14,False,0.27,8.3
EDR-007532,AST-07532,2026-08-29 12:58:14,False,8,19,False,0,12,False,0.5,6.5
EDR-007533,AST-07533,2026-09-03 15:58:14,False,1,2,False,0,10,False,0.62,9.3
EDR-007534,AST-07534,2026-08-06 02:58:14,False,9,14,False,0,21,False,0.61,7.0
EDR-007535,AST-07535,2026-08-18 05:58:14,False,9,17,False,0,29,False,0.54,6.5
EDR-007536,AST-07536,2026-08-21 14:58:14,False,9,2,False,0,3,False,0.25,8.1
EDR-007537,AST-07537,2026-08-12 12:58:14,False,0,16,False,0,20,False,0.56,8.7
EDR-007538,AST-07538,2026-08-09 00:58:14,False,5,10,False,0,50,False,0.74,7.9
EDR-007539,AST-07539,2026-08-28 04:58:14,False,6,3,True,0,26,False,0.58,5.5
EDR-007540,AST-07540,2026-08-30 00:58:14,False,6,20,False,0,10,False,0.75,6.7
EDR-007541,AST-07541,2026-08-15 16:58:14,False,1,7,False,0,21,False,0.21,9.0
EDR-007542,AST-07542,2026-08-30 14:58:14,False,5,2,False,0,13,False,0.17,8.6
EDR-007543,AST-07543,2026-08-20 13:58:14,False,2,6,False,0,11,False,0.15,9.0
EDR-007544,AST-07544,2026-09-01 12:58:14,True,6,18,False,2,34,True,0.71,5.5
EDR-007545,AST-07545,2026-08-10 10:58:14,True,6,1,False,2,23,True,0.84,7.0
EDR-007546,AST-07546,2026-08-16 04:58:14,False,1,3,False,0,46,False,0.5,9.7
EDR-007547,AST-07547,2026-08-24 02:58:14,False,6,8,False,0,17,False,0.67,7.8
EDR-007548,AST-07548,2026-08-06 12:58:14,False,2,3,False,0,7,False,0.28,9.6
EDR-007549,AST-07549,2026-08-12 11:58:14,False,9,1,False,0,1,False,0.59,8.1
EDR-007550,AST-07550,2026-08-29 14:58:14,False,5,19,False,0,0,False,0.57,7.2
EDR-007551,AST-07551,2026-08-25 19:58:14,False,6,15,False,0,14,False,0.48,7.1
EDR-007552,AST-07552,2026-08-29 09:58:14,False,0,15,False,0,24,False,0.71,8.0
EDR-007553,AST-07553,2026-08-14 06:58:14,False,8,10,False,0,17,False,0.73,7.2
EDR-007554,AST-07554,2026-08-19 06:58:14,False,8,19,False,0,47,False,0.58,6.9
EDR-007555,AST-07555,2026-08-17 01:58:14,False,10,9,False,0,24,False,0.69,7.4
EDR-007556,AST-07556,2026-08-13 18:58:14,False,6,14,False,0,23,False,0.5,7.5
EDR-007557,AST-07557,2026-08-16 01:58:14,False,2,20,False,0,40,False,0.68,7.9
EDR-007558,AST-07558,2026-08-20 18:58:14,False,2,19,False,0,29,False,0.54,8.2
EDR-007559,AST-07559,2026-08-08 21:58:14,False,10,12,False,0,25,False,0.16,7.0
EDR-007560,AST-07560,2026-08-27 03:58:14,False,3,8,False,0,20,False,0.76,8.9
EDR-007561,AST-07561,2026-09-04 02:58:14,False,3,10,False,0,48,False,0.58,8.7
EDR-007562,AST-07562,2026-08-25 09:58:14,False,5,0,False,0,48,False,0.15,9.3
EDR-007563,AST-07563,2026-08-07 16:58:14,False,9,12,False,0,23,False,0.69,6.9
EDR-007564,AST-07564,2026-08-09 09:58:14,False,10,6,False,0,31,False,0.13,7.7
EDR-007565,AST-07565,2026-09-03 00:58:14,False,10,17,False,0,49,False,0.11,6.2
EDR-007566,AST-07566,2026-08-29 07:58:14,False,3,17,False,0,10,False,0.67,8.1
EDR-007567,AST-07567,2026-08-29 03:58:14,False,4,15,False,0,7,False,0.45,7.6
EDR-007568,AST-07568,2026-08-09 02:58:14,False,2,10,False,0,12,False,0.67,8.4
EDR-007569,AST-07569,2026-08-29 10:58:14,False,1,17,False,0,42,False,0.72,8.2
EDR-007570,AST-07570,2026-09-02 15:58:14,False,8,10,False,0,37,False,0.66,7.5
EDR-007571,AST-07571,2026-08-17 00:58:14,False,1,9,False,0,43,False,0.74,9.4
EDR-007572,AST-07572,2026-08-20 06:58:14,False,9,4,False,0,43,False,0.71,7.7
EDR-007573,AST-07573,2026-08-20 05:58:14,False,2,11,False,0,40,False,0.52,8.7
EDR-007574,AST-07574,2026-09-03 17:58:14,False,10,16,False,0,42,False,0.74,6.4
EDR-007575,AST-07575,2026-09-02 20:58:14,False,4,20,False,0,10,False,0.42,7.2
EDR-007576,AST-07576,2026-08-13 06:58:14,False,0,18,False,0,34,False,0.56,8.6
EDR-007577,AST-07577,2026-08-13 11:58:14,False,6,0,False,0,12,False,0.27,8.7
EDR-007578,AST-07578,2026-08-24 03:58:14,False,5,3,False,0,35,False,0.33,9.1
EDR-007579,AST-07579,2026-08-20 11:58:14,False,8,9,True,0,9,False,0.45,4.6
EDR-007580,AST-07580,2026-08-24 08:58:14,False,4,6,False,0,45,False,0.54,8.5
EDR-007581,AST-07581,2026-08-30 23:58:14,False,10,14,False,0,21,False,0.12,6.7
EDR-007582,AST-07582,2026-08-06 04:58:14,False,3,15,False,0,1,False,0.64,8.2
EDR-007583,AST-07583,2026-08-13 22:58:14,False,7,7,False,0,34,False,0.73,7.7
EDR-007584,AST-07584,2026-08-24 19:58:14,False,10,6,False,0,36,False,0.56,7.4
