impact_id,asset_id,business_unit_id,revenue_per_hour,downtime_cost_per_hour,customer_impact_cost,data_record_cost,regulatory_penalty_estimate,legal_cost_estimate,recovery_cost_estimate,reputation_impact_cost,productivity_loss_per_hour,maximum_tolerable_loss,estimated_total_impact
IMP-006981,AST-06981,BU-0041,471201,684923,542925,7566,24533324,12908237,7943600,55620546,188445,90657876,117986784
IMP-006982,AST-06982,BU-0103,225691,419665,0,14152,14910887,8318575,7339008,4452248,167976,73569653,45092678
IMP-006983,AST-06983,BU-0112,36148,48598,12149,23857,64895,48287,961266,2188050,25617,36822994,4440999
IMP-006984,AST-06984,BU-0137,1127997,1524916,737706,12242,13283589,5099226,19542772,11664048,542609,102794864,86925325
IMP-006985,AST-06985,BU-0035,46239,63791,15767,6084,1526580,838956,796177,7104631,18361,14866856,11813095
IMP-006986,AST-06986,BU-0043,8335,11288,2650,4112,110353,42746,159438,608700,3719,1762166,1194799
IMP-006987,AST-06987,BU-0113,298221,449241,160725,5786,105826,78893,7178746,10048047,167541,23649221,28354021
IMP-006988,AST-06988,BU-0098,2529,4583,1142,24826,21290,6603,87745,168760,1844,228143,395532
IMP-006989,AST-06989,BU-0148,413,594,80,20472,29732,9869,10495,30982,237,212720,95414
IMP-006990,AST-06990,BU-0043,638,991,254,24234,62249,29236,8930,122865,416,1289183,247318
IMP-006991,AST-06991,BU-0037,11461,19031,9667,9647,23697,7940,186442,2815986,5154,11776835,3500476
IMP-006992,AST-06992,BU-0070,92984,149188,13787,16377,669095,286815,1243824,6925768,39865,12018813,12719801
IMP-006993,AST-06993,BU-0001,236548,471070,20182,12190,3702815,1407424,3196479,68305126,128535,32118673,87937706
IMP-006994,AST-06994,BU-0121,1244,1985,43,23685,211766,84686,10662,97754,414,1456320,452551
IMP-006995,AST-06995,BU-0023,88731,166698,25023,8776,337123,102132,1824940,7150975,52858,10362702,13440945
IMP-006996,AST-06996,BU-0127,74890,114284,6838,20511,601081,360332,1644613,5660510,30287,7122906,11016190
IMP-006997,AST-06997,BU-0101,1247,1968,311,10833,25147,18491,9905,181703,870,104556,282789
IMP-006998,AST-06998,BU-0151,281,355,284,19894,10383,7451,6318,73571,143,107537,106527
IMP-006999,AST-06999,BU-0125,170,276,29,10876,70282,42445,5398,1353716,89,1705303,1478494
IMP-007000,AST-07000,BU-0130,39666,77652,2835,24594,3268169,1906904,1079332,5119085,19445,21851725,13239973
IMP-007001,AST-07001,BU-0101,2351,3704,2654,16129,43168,22231,23598,246911,1787,487436,427458
IMP-007002,AST-07002,BU-0116,261849,423801,78329,15751,3177401,2309549,8083454,36533950,175710,57578914,60353907
IMP-007003,AST-07003,BU-0019,81759,129788,911,14942,957868,723281,1087945,1583727,63704,12961685,7468644
IMP-007004,AST-07004,BU-0105,607984,992385,82219,5820,3086606,1694635,19236370,22489368,249188,182246076,70406438
IMP-007005,AST-07005,BU-0075,5811,9625,2539,24338,374937,144302,53973,831930,3479,6216502,1638681
IMP-007006,AST-07006,BU-0021,42781,71163,7292,15594,446795,221022,1375739,2969700,25565,10515603,6728460
IMP-007007,AST-07007,BU-0064,52496,101470,4704,16211,2971471,985377,862011,7026148,25392,11255596,14284991
IMP-007008,AST-07008,BU-0029,63911,89226,19655,24595,353337,225236,1716897,3427842,23623,13317872,7884391
IMP-007009,AST-07009,BU-0061,67325,132441,2840,12249,2186660,735603,987403,7451124,38622,12320521,14542214
IMP-007010,AST-07010,BU-0022,131511,247097,35619,10791,111747,88037,2760646,12967775,61017,3327635,21894152
IMP-007011,AST-07011,BU-0032,77606,109649,63468,4832,1532703,838214,1067973,3650637,39684,9033476,9784571
IMP-007012,AST-07012,BU-0151,1134,2009,142,3494,62627,41798,19963,51633,636,322969,224379
IMP-007013,AST-07013,BU-0138,3185,5234,1419,21932,136428,96968,50898,6748231,984,112408954,7159560
IMP-007014,AST-07014,BU-0027,33782,64219,6769,11484,153695,65191,949581,6006367,18634,5706135,8722859
IMP-007015,AST-07015,BU-0090,481360,773088,210909,16119,5109965,3787834,9827202,13900733,278701,28323057,51390755
IMP-007016,AST-07016,BU-0041,36877,69942,7335,12941,77332,26901,1177492,5711494,24371,117998413,8679162
IMP-007017,AST-07017,BU-0068,110825,172744,22348,22250,640264,355726,1785258,9871730,56046,12706147,16821182
IMP-007018,AST-07018,BU-0136,84932,134597,668,19732,346078,138369,2451514,9190122,53047,39771298,15357079
IMP-007019,AST-07019,BU-0139,23887,29287,5493,9977,8158779,5085617,288555,18864757,15615,36153466,33106089
IMP-007020,AST-07020,BU-0049,615,1078,68,14255,392278,280231,18771,27198,220,1056488,744418
IMP-007021,AST-07021,BU-0138,610445,1079554,36859,6412,4824876,3275039,8995794,34384002,202195,100336573,77425866
IMP-007022,AST-07022,BU-0043,492,819,121,12613,38489,17611,11303,104778,260,544096,191958
IMP-007023,AST-07023,BU-0033,74694,107015,37791,12319,1817072,1331824,1755948,7858307,44016,3643282,15369302
IMP-007024,AST-07024,BU-0068,55412,94967,21346,17692,103063,64168,1399163,5021187,37213,14245622,8888135
IMP-007025,AST-07025,BU-0124,45,60,2,12684,43468,19118,908,38823,26,439703,103759
IMP-007026,AST-07026,BU-0014,77360,106267,15797,6505,943628,451272,801846,4860152,39506,2629958,9623103
IMP-007027,AST-07027,BU-0046,670,927,52,16360,23043,7359,14573,27924,504,643666,95199
IMP-007028,AST-07028,BU-0118,36751,72432,23188,11331,965586,420775,560658,13012359,25854,17152942,16720934
IMP-007029,AST-07029,BU-0101,1781,3298,1871,9536,1408,450,61184,271961,1374,269836,416026
IMP-007030,AST-07030,BU-0132,304104,516490,6168,20147,1383717,514154,2660393,3915742,122634,17143117,20875934
IMP-007031,AST-07031,BU-0032,70302,125418,78483,3709,144063,71018,1688189,807223,31064,12688803,5799008
IMP-007032,AST-07032,BU-0107,58035,72575,19637,8356,8062811,5667292,570527,1227677,24809,45561225,17289744
IMP-007033,AST-07033,BU-0064,143392,201734,34194,8389,840974,470788,2359194,20029079,58738,15815211,28575845
IMP-007034,AST-07034,BU-0112,18074,32190,455,8443,1636364,710261,426593,5306729,13106,41203614,8852962
IMP-007035,AST-07035,BU-0091,116190,228536,21454,19741,7426350,3426450,3378595,21301362,59508,44492061,41039075
IMP-007036,AST-07036,BU-0136,565325,689245,457651,17310,4116322,3270928,12076227,50685282,401878,99559905,87148290
IMP-007037,AST-07037,BU-0019,4120,7281,5877,11297,1000869,381643,55214,2191999,2283,7485684,3810346
IMP-007038,AST-07038,BU-0145,788953,1075339,93714,7152,1377086,553569,8189932,71989539,240023,68802288,108011976
IMP-007039,AST-07039,BU-0009,38607,53127,47409,5327,84927,31609,443583,2699905,21763,3090914,4582481
IMP-007040,AST-07040,BU-0065,110825,185572,15678,15926,1852081,947301,2747784,5119963,36530,7400749,15136535
IMP-007041,AST-07041,BU-0047,14803,24454,5042,19073,11897,6617,355523,277143,11193,1917533,1243118
IMP-007042,AST-07042,BU-0020,89364,119199,28512,22251,2185360,658022,1885835,3038744,70373,11482475,10657249
IMP-007043,AST-07043,BU-0023,86512,104468,1915,13038,47729,18749,730814,3320719,58285,12959993,6627158
IMP-007044,AST-07044,BU-0029,53259,79370,3348,21180,131280,92656,1576825,5456184,38386,10079558,9165173
IMP-007045,AST-07045,BU-0144,164365,210531,1803,19521,20361369,7653343,4110120,34709238,62112,37114320,71888617
IMP-007046,AST-07046,BU-0070,387,524,123,16736,1166682,780987,7492,310164,305,5785740,2278024
IMP-007047,AST-07047,BU-0108,46981,65858,12613,15601,7725854,4346937,760400,10020116,29954,88330735,24446512
IMP-007048,AST-07048,BU-0028,4261,6383,173,4190,52271,39705,92267,1070064,3127,4547888,1407672
IMP-007049,AST-07049,BU-0127,38807,47269,12958,13613,460113,266543,268497,2125112,27029,2368764,4267679
IMP-007050,AST-07050,BU-0033,17389,30713,7917,8255,502050,240266,440765,829477,9556,9344065,2757587
IMP-007051,AST-07051,BU-0040,624853,1229327,301822,11077,7978151,2623519,22062812,26396565,271101,74897598,88866717
IMP-007052,AST-07052,BU-0117,441008,699960,122410,20013,4429603,1822642,6238223,33851668,229009,20163915,63263586
IMP-007053,AST-07053,BU-0138,98202,155663,3906,24424,6282820,2868999,1636831,22487823,55371,45771666,37016291
IMP-007054,AST-07054,BU-0009,32100,62633,10888,18411,288719,120157,952895,547172,11036,1973547,3423023
IMP-007055,AST-07055,BU-0014,47363,91610,1911,14835,1034514,699803,1339065,1296796,24705,9078447,6570729
IMP-007056,AST-07056,BU-0060,63021,106227,21169,18143,17418,7442,712325,6224892,26036,8092098,9532694
IMP-007057,AST-07057,BU-0022,80808,121514,27375,3327,98249,78121,2133044,8938304,31173,6970126,14191429
IMP-007058,AST-07058,BU-0135,275457,410649,30606,13216,104940,57364,3702678,39183462,116451,35023850,52934626
IMP-007059,AST-07059,BU-0113,292196,572249,35354,21285,809010,372786,8321905,3418170,156705,27014803,26691201
IMP-007060,AST-07060,BU-0101,142,246,24,3105,19250,12189,1804,52117,70,366465,91288
IMP-007061,AST-07061,BU-0023,110913,184836,93765,24769,1311266,809633,1131749,3385218,74088,10954033,11167695
IMP-007062,AST-07062,BU-0071,13345,25824,1940,5902,32064,20846,373250,944982,10134,9179795,1992858
IMP-007063,AST-07063,BU-0121,12841,24076,3163,20196,130914,66574,309933,1105390,5646,474124,2193798
IMP-007064,AST-07064,BU-0115,356459,464090,223223,11022,615119,260727,6677357,32916938,147140,14983083,51831524
IMP-007065,AST-07065,BU-0032,4565,8039,230,8856,635835,476842,90471,2490257,3644,12058249,3886571
IMP-007066,AST-07066,BU-0108,198055,370488,16311,7622,4669432,2360849,5470959,8123610,74181,145118710,29532873
IMP-007067,AST-07067,BU-0128,83401,118720,3832,4756,248975,196769,730005,2607061,29865,6817762,6635922
IMP-007068,AST-07068,BU-0014,24471,32329,5413,8872,248922,113163,621276,3943440,15139,4620644,5708110
IMP-007069,AST-07069,BU-0126,38296,75138,11938,18245,357210,173082,1223606,5589830,21706,1967827,9158978
IMP-007070,AST-07070,BU-0104,1289662,1602434,214867,6361,25488644,14287270,26339097,73595057,614066,112917660,178383351
IMP-007071,AST-07071,BU-0092,506258,1006402,242911,13475,4884789,2732950,12249470,10083280,303402,99165468,54347048
IMP-007072,AST-07072,BU-0137,334418,480634,206417,12107,10196468,5144643,3766474,14632916,184247,31295530,45482134
IMP-007073,AST-07073,BU-0144,1109466,1468147,67754,20727,12369719,8025019,14235453,83092300,699957,91717246,153025773
IMP-007074,AST-07074,BU-0110,9672,18593,1057,11402,3269412,1786686,337426,2040300,5969,58316602,7881113
IMP-007075,AST-07075,BU-0148,141,211,53,17035,6020,2477,2157,11161,52,114970,26932
IMP-007076,AST-07076,BU-0122,5077,6477,352,4599,219605,130861,37821,1265568,1704,1307424,1809655
IMP-007077,AST-07077,BU-0049,1458,2775,268,22453,89799,52950,47546,264971,866,1592452,522134
IMP-007078,AST-07078,BU-0059,83926,107163,73876,11148,592939,242176,1822269,2316311,63538,13119652,7619483
IMP-007079,AST-07079,BU-0126,67231,96458,32546,23590,968778,569394,507623,5437230,37170,7035895,9830563
IMP-007080,AST-07080,BU-0061,144487,271234,54264,24169,836134,352714,5321585,9856625,82537,6595140,22930938
IMP-007081,AST-07081,BU-0132,161968,230708,59783,20521,42700,32379,4559874,14445815,112057,36194368,24677543
IMP-007082,AST-07082,BU-0111,198814,289965,49834,3891,1321482,725964,4930774,6917984,145082,10887082,20905198
IMP-007083,AST-07083,BU-0144,189020,284154,121052,18593,6044514,3907967,1571810,4075749,128594,143530820,22540788
IMP-007084,AST-07084,BU-0100,1247,2300,127,14366,79057,55755,22226,144700,966,472433,357065
IMP-007085,AST-07085,BU-0056,38065,45963,35930,10118,268702,126630,483129,1858964,29264,2722689,3876467
IMP-007086,AST-07086,BU-0099,2101,3264,657,14881,10093,4660,20248,44480,1629,327848,158474
IMP-007087,AST-07087,BU-0054,116053,163943,5227,18354,1406832,488145,1093958,11728780,42862,6954774,18657574
IMP-007088,AST-07088,BU-0052,33423,50237,2537,4591,1926232,1225486,991481,7359073,18641,10524921,12710497
IMP-007089,AST-07089,BU-0141,55473,98083,12185,23268,5752680,3245690,494869,4620221,28806,120978831,16479637
IMP-007090,AST-07090,BU-0114,93382,177766,6675,9950,5325291,1940386,3064826,14796776,72002,38965092,29400338
IMP-007091,AST-07091,BU-0046,911,1715,219,10064,7887,5740,22256,83950,567,1358243,161212
IMP-007092,AST-07092,BU-0004,575600,727527,7656,17519,3601653,2351270,4773733,65099929,425888,87802222,93294889
IMP-007093,AST-07093,BU-0134,1983,3631,431,17089,193610,66131,38599,1300589,1314,36980735,1686504
IMP-007094,AST-07094,BU-0124,896,1389,190,15769,36867,16221,24373,406624,602,1491021,517611
IMP-007095,AST-07095,BU-0083,115826,177860,33102,8526,5730837,2788148,2814168,16796534,50152,103089365,32431429
IMP-007096,AST-07096,BU-0129,290882,516023,232712,4353,445332,218107,2610010,26345125,184872,15470526,42235838
IMP-007097,AST-07097,BU-0124,7615,14875,6249,19556,826,560,140215,354230,5524,570503,859080
IMP-007098,AST-07098,BU-0122,45,63,10,3943,120803,69488,1104,120353,24,1373989,313270
IMP-007099,AST-07099,BU-0004,749068,1105646,487171,6776,5966194,1891371,20002425,36282915,375152,56734805,91165580
IMP-007100,AST-07100,BU-0088,102,122,11,22721,24460,11530,929,158374,81,280710,198232
IMP-007101,AST-07101,BU-0123,14036,19044,3138,15178,264724,177546,352287,166996,9085,1757110,1421747
IMP-007102,AST-07102,BU-0026,3956,6638,530,11214,94777,45000,93213,2539750,2952,12686683,2932582
IMP-007103,AST-07103,BU-0113,39160,51944,4027,24240,584505,287918,764352,3663337,27677,26042370,6550795
IMP-007104,AST-07104,BU-0047,6149,8195,1418,15618,25234,18744,161826,164799,4413,920425,568701
IMP-007105,AST-07105,BU-0037,1581,2777,239,23129,26541,20141,17943,2013329,868,14624845,2144841
IMP-007106,AST-07106,BU-0105,216479,386263,59856,24459,25489411,13536758,7385164,16794741,142074,71747742,72536242
IMP-007107,AST-07107,BU-0141,1023174,1671796,290941,10871,2490689,1287027,18528235,30720767,310460,165983896,93440763
IMP-007108,AST-07108,BU-0040,522418,745626,47228,18377,5952880,2613066,13883776,30060113,338483,81767686,70452087
IMP-007109,AST-07109,BU-0025,66548,131516,30770,23506,191321,95509,1569314,2512589,48421,9856026,7555887
IMP-007110,AST-07110,BU-0030,7913,13808,1119,6585,742058,462423,229038,1667109,4826,12685696,3433139
IMP-007111,AST-07111,BU-0138,650257,978403,7800,6483,14050507,9399786,14633460,38236145,426448,98210867,99809370
IMP-007112,AST-07112,BU-0086,5893,7765,4296,14194,28715,10432,67049,399721,1947,633979,696573
IMP-007113,AST-07113,BU-0003,60451,92067,0,12647,13719802,10885260,1814407,7260797,22216,28501557,35889874
IMP-007114,AST-07114,BU-0042,64875,78157,23689,12205,3725342,1473987,399961,25813456,21543,47333723,33312203
IMP-007115,AST-07115,BU-0144,912227,1293783,211382,9499,24297270,16415055,23245595,105467395,501334,155463056,200687489
IMP-007116,AST-07116,BU-0078,1500479,2057225,345823,9971,18033622,12386015,13096459,72088078,687631,105483346,165323397
IMP-007117,AST-07117,BU-0059,2029,3765,851,3402,458093,177319,62289,584290,634,3509077,1373202
IMP-007118,AST-07118,BU-0032,33782,43280,1472,7084,126289,58094,526218,7478037,15760,11721629,9228830
IMP-007119,AST-07119,BU-0134,308511,441646,16741,7923,4080701,2509289,6416979,20632407,196010,10421752,44255621
IMP-007120,AST-07120,BU-0100,2778,3580,3170,7166,49542,19483,53283,69303,1046,415120,280701
IMP-007121,AST-07121,BU-0091,290476,456303,83664,20992,16396158,9761924,8547254,60117308,208881,41383647,105857580
IMP-007122,AST-07122,BU-0071,4735,6217,1165,9337,1306127,936046,43543,2035300,1765,12947118,4471389
IMP-007123,AST-07123,BU-0035,79041,117374,29370,21051,659755,494994,1118560,2886594,41671,11830467,8006249
IMP-007124,AST-07124,BU-0117,15619,24740,434,24657,780174,373691,210792,2150506,7546,19077453,4109357
IMP-007125,AST-07125,BU-0087,467,714,326,24496,24182,11951,12413,41325,271,528848,107333
IMP-007126,AST-07126,BU-0059,44268,68335,16821,13268,579946,370026,722607,5850173,28775,3883679,9179613
IMP-007127,AST-07127,BU-0116,156190,234963,50482,5722,1348907,909495,3050729,19561506,99700,19299091,30560231
IMP-007128,AST-07128,BU-0138,18313,34796,4394,14975,2711633,1333401,405069,2280811,12303,85652283,7570412
IMP-007129,AST-07129,BU-0081,21059,29218,6985,10855,22375937,12963356,154202,30980676,11126,127157322,67182388
IMP-007130,AST-07130,BU-0031,65737,110458,10346,23517,647735,482112,956578,5744592,38813,11368663,10492355
IMP-007131,AST-07131,BU-0052,9284,15534,2033,12918,928654,510394,215926,312168,3891,10707604,2341991
IMP-007132,AST-07132,BU-0134,36360,53863,6550,8518,1438368,808200,894268,7175062,15017,36372159,11615160
IMP-007133,AST-07133,BU-0137,21498,30460,1445,16821,21074424,7934978,218066,1551925,8069,75819900,31511878
IMP-007134,AST-07134,BU-0151,431,795,103,21810,19302,12826,10224,24072,167,296332,85607
IMP-007135,AST-07135,BU-0017,4736,6211,1414,12159,426094,293552,99048,1669243,2726,3727287,2638415
IMP-007136,AST-07136,BU-0010,3000,4155,119,19769,44432,29124,75072,578793,1860,7801808,827260
IMP-007137,AST-07137,BU-0025,42781,54752,11265,17870,872268,309274,874478,6402786,16314,5293355,9784119
IMP-007138,AST-07138,BU-0109,2003582,3790372,341917,15510,4028032,3046072,33955742,104825006,1227494,177910201,237165697
IMP-007139,AST-07139,BU-0050,17764,34678,10362,5185,239148,171350,452247,1583284,8503,639705,3288663
IMP-007140,AST-07140,BU-0104,2256909,3441981,145233,9332,5229185,3692006,58198603,31380451,1507650,194678785,181253022
IMP-007141,AST-07141,BU-0136,9555,14502,3277,11448,349543,196116,257549,1385196,7393,45924496,2539729
IMP-007142,AST-07142,BU-0122,612,1064,53,15596,2346,1503,16734,58464,286,1754621,104636
IMP-007143,AST-07143,BU-0047,18902,30221,3678,16713,14454,6891,160417,646859,13167,1311920,1557603
IMP-007144,AST-07144,BU-0042,5122,6661,1103,6489,2501650,896430,41664,3679937,1831,126887946,7280648
IMP-007145,AST-07145,BU-0077,1316210,2193576,604941,4104,5243526,2872211,29972694,221090621,817341,62607797,312429817
IMP-007146,AST-07146,BU-0122,498,990,25,9799,153678,114754,5997,194831,354,776218,493045
IMP-007147,AST-07147,BU-0059,1383,2086,281,20551,745179,417809,27763,798866,756,8299930,2039962
IMP-007148,AST-07148,BU-0129,14324,22400,541,9520,464528,233319,192126,1600302,5667,28672634,3028416
IMP-007149,AST-07149,BU-0144,493096,847081,352000,15155,17054741,6804403,15527690,75253506,242651,147739430,135322284
IMP-007150,AST-07150,BU-0044,11751,14747,2173,16324,151551,49477,278461,323569,4350,1971175,1159159
IMP-007151,AST-07151,BU-0065,109366,177555,21422,13005,1491745,1027846,2750254,1698658,72463,14348706,11251245
IMP-007152,AST-07152,BU-0091,96825,121285,35953,6000,5389599,2760726,2230560,9830531,29852,104281705,23158209
IMP-007153,AST-07153,BU-0038,1417017,1772978,363721,24667,14970497,7645169,15252530,58800817,1001274,78820182,139584206
IMP-007154,AST-07154,BU-0132,29749,54898,3435,11376,400763,210403,1072034,3939510,18871,43032540,6943697
IMP-007155,AST-07155,BU-0102,53,105,20,14247,4018,1312,534,19435,21,243744,27839
IMP-007156,AST-07156,BU-0085,244,360,15,12577,50451,16455,4612,17508,118,405412,97681
IMP-007157,AST-07157,BU-0102,2778,4774,933,6703,51078,37145,56621,300346,1363,259715,560699
IMP-007158,AST-07158,BU-0151,1424,2238,99,11260,21047,12997,27742,132024,637,121921,247621
IMP-007159,AST-07159,BU-0147,2417,4453,88,12326,1351,948,32325,131641,771,210293,273225
IMP-007160,AST-07160,BU-0152,185,363,48,22424,29890,14862,2638,67713,136,249826,123863
IMP-007161,AST-07161,BU-0073,99010,140349,120988,14690,947147,688669,2520240,13002249,38761,10754432,20647669
IMP-007162,AST-07162,BU-0085,9753,19018,819,23428,1853,1041,189490,338524,7423,481253,988159
IMP-007163,AST-07163,BU-0046,96,123,18,6279,58110,45339,2296,40462,40,1296997,149177
IMP-007164,AST-07164,BU-0010,70255,116354,17355,19428,1115881,611003,1798137,5566777,31493,6146980,11901649
IMP-007165,AST-07165,BU-0027,52042,101133,16704,18037,1603767,1171243,656963,1854034,16004,4401612,7729903
IMP-007166,AST-07166,BU-0138,1101455,1978008,659796,14730,118347,78940,10944453,30796469,874777,52867536,90070197
IMP-007167,AST-07167,BU-0079,921347,1489183,193134,24747,2783943,1065508,29345086,177842070,446285,226309704,246970133
IMP-007168,AST-07168,BU-0111,40164,53121,7537,13750,7832387,4707356,635634,2100141,16025,36617934,16557959
IMP-007169,AST-07169,BU-0146,2034021,3658326,114843,23253,18537892,13259198,20138063,86742450,1513232,135986852,226592270
IMP-007170,AST-07170,BU-0115,331356,544871,224029,6203,1904503,1513264,7816101,20688881,166490,25758812,45223682
IMP-007171,AST-07171,BU-0027,609,904,9,15973,216864,91531,6697,1097819,195,7298655,1434616
IMP-007172,AST-07172,BU-0018,48485,90560,10210,8280,1595522,1157913,880051,1057599,24120,6153381,6874735
IMP-007173,AST-07173,BU-0074,135601,181178,20313,10038,2109877,971621,1091198,12900609,75296,13623469,21441890
IMP-007174,AST-07174,BU-0039,1382872,2090929,376466,7206,15950106,6983193,14955501,41888990,858697,74402393,130336552
IMP-007175,AST-07175,BU-0052,77988,148730,24049,5002,45734,30470,2913447,5828146,46609,4577296,12411366
IMP-007176,AST-07176,BU-0052,52920,99125,16008,13166,492225,349373,1639403,5833561,18368,6907760,10709570
IMP-007177,AST-07177,BU-0049,13391,19350,3338,16624,56408,33325,153779,133650,9146,1917819,844900
IMP-007178,AST-07178,BU-0138,493664,825544,35054,13894,3900917,1466318,10880615,57018652,168910,52450266,93114612
IMP-007179,AST-07179,BU-0047,7515,9888,1434,23999,6010,3826,185355,796665,3488,910437,1230602
IMP-007180,AST-07180,BU-0071,85235,155567,49406,5600,1423305,1096345,1684710,3834169,38402,12181596,11821543
IMP-007181,AST-07181,BU-0152,121,182,4,8724,7071,3761,2732,16111,48,248295,34047
IMP-007182,AST-07182,BU-0141,1725836,2809625,460149,15539,8058489,3479041,49502697,109850978,932636,66916741,238782354
IMP-007183,AST-07183,BU-0002,512521,801807,172834,21171,11975059,4148058,13206780,9656315,224292,91015532,58402414
IMP-007184,AST-07184,BU-0102,1603,2256,432,15764,1728,697,29477,186684,841,395014,273162
IMP-007185,AST-07185,BU-0079,115826,142028,43152,3655,5115119,2974272,2777191,15771695,76032,215004143,30090101
IMP-007186,AST-07186,BU-0148,61,109,2,9257,4931,2929,1769,6743,43,218744,18990
IMP-007187,AST-07187,BU-0101,2279,3335,542,20070,24672,18803,43910,124516,1237,353554,292483
IMP-007188,AST-07188,BU-0099,3348,5687,1246,14898,4077,1393,36341,262097,1554,257218,441642
IMP-007189,AST-07189,BU-0004,115646,192530,8898,13903,5485665,2448350,1492302,19829727,66856,87703854,33885662
IMP-007190,AST-07190,BU-0001,717529,1261005,120202,5392,16333912,7342306,22524341,68932162,220731,62307239,145517043
IMP-007191,AST-07191,BU-0042,665827,911542,610200,22667,8818682,5554915,9188596,57256543,419022,139238178,103305944
IMP-007192,AST-07192,BU-0126,29786,45102,5190,24966,9977,4065,464181,1329781,19604,6548540,2895642
IMP-007193,AST-07193,BU-0143,8218,11571,1090,23576,21978472,10402536,157677,25648454,4200,78654996,58465933
IMP-007194,AST-07194,BU-0093,680544,933102,55292,24562,8912960,5407948,8493939,57788192,293813,36555550,103052779
IMP-007195,AST-07195,BU-0143,1212194,2176675,318298,3791,20335729,16084317,16783317,31957873,446698,100206182,137719734
IMP-007196,AST-07196,BU-0071,15928,27786,18586,16458,81726,34009,306941,3340810,5815,5907764,4448936
IMP-007197,AST-07197,BU-0089,688843,1274140,31477,4248,8463552,4780124,23972038,54764264,324245,93570245,122590815
IMP-007198,AST-07198,BU-0034,43868,78513,631,20192,1003539,579824,811332,6652704,19978,3807423,10932342
IMP-007199,AST-07199,BU-0060,127579,247858,28397,11797,72627,29362,3401942,6347650,73490,5056893,15828570
IMP-007200,AST-07200,BU-0098,3384,6651,601,7877,34182,24188,131682,228414,2318,481274,578691
IMP-007201,AST-07201,BU-0090,580952,751460,62908,15427,9834585,7543916,12216684,82202910,196993,69990917,129896043
IMP-007202,AST-07202,BU-0042,92191,124814,5082,18524,4901956,2436160,1595705,13578624,62426,46259620,25513063
IMP-007203,AST-07203,BU-0121,13936,23000,2473,7440,54776,33461,222352,1874102,5242,2041760,2739164
IMP-007204,AST-07204,BU-0050,1139,1569,178,5891,46189,33119,29053,290963,551,427316,437158
IMP-007205,AST-07205,BU-0035,116190,166348,20130,15467,481225,228881,2915012,1810538,41812,7462495,9448138
IMP-007206,AST-07206,BU-0110,1266632,2155095,403338,24341,3540740,1965262,21630029,113808542,776274,147940455,193070191
IMP-007207,AST-07207,BU-0008,8849,16939,2741,6470,77618,27921,139005,2026533,6400,2606310,2680354
IMP-007208,AST-07208,BU-0035,15808,30921,1316,13832,107911,76605,243726,2225404,11019,16029857,3397066
IMP-007209,AST-07209,BU-0118,284818,365783,114203,11772,8363982,5626134,5085257,7774321,138253,39927730,35742689
IMP-007210,AST-07210,BU-0014,4736,8690,1630,5369,721613,382564,50695,1774399,3691,10120127,3139461
IMP-007211,AST-07211,BU-0049,492,881,69,24436,82889,39153,6496,99992,156,716031,249743
IMP-007212,AST-07212,BU-0018,9824,18191,2353,24251,1703263,707584,128719,1225484,5529,9849312,4203987
IMP-007213,AST-07213,BU-0034,67185,118923,23494,16105,237712,94417,1982376,8011374,40141,11024177,13203525
IMP-007214,AST-07214,BU-0040,573636,950179,230420,13895,5134404,2532672,8959993,49616126,215548,138126481,89277911
IMP-007215,AST-07215,BU-0003,60451,118675,5304,21056,1285586,635975,1315024,9565726,24623,46997749,15655815
IMP-007216,AST-07216,BU-0013,29997,47027,19634,13769,312097,111728,423488,5229071,14844,5279225,7224666
IMP-007217,AST-07217,BU-0006,14749,26407,124,22467,12979,10191,241342,1418990,8406,3443737,2317394
IMP-007218,AST-07218,BU-0134,225874,308422,6452,22297,4310941,2561007,4609262,32032604,126300,47042136,50922394
IMP-007219,AST-07219,BU-0117,67376,123329,9030,13019,1061747,843095,1613239,11429410,26232,54315463,17916417
IMP-007220,AST-07220,BU-0087,589,1087,14,11450,1046,825,13721,123155,390,563496,164849
IMP-007221,AST-07221,BU-0034,120538,206607,68604,3770,1736770,1302702,3073790,11819902,93529,6715245,22960336
IMP-007222,AST-07222,BU-0146,764299,1269247,43677,12808,11239045,5932196,7524553,25076248,494314,115086311,80277647
IMP-007223,AST-07223,BU-0018,62745,101861,2132,11467,1145855,799264,870679,2066956,30538,6506218,7329550
IMP-007224,AST-07224,BU-0125,2553,4970,2404,21158,83240,52196,65525,1357942,1119,4235131,1680587
IMP-007225,AST-07225,BU-0083,44225,74851,3336,18547,15906517,12305336,892003,5914441,22905,184745462,36818057
IMP-007226,AST-07226,BU-0031,67563,123243,14814,4996,1079339,425800,1685149,5065137,53192,11629044,11228071
IMP-007227,AST-07227,BU-0067,43747,81124,41448,18139,528704,371895,1566882,3390928,29985,18197982,7846833
IMP-007228,AST-07228,BU-0007,25594,38586,9907,11287,206226,160294,700433,1981792,11028,2151401,3984716
IMP-007229,AST-07229,BU-0055,44564,70112,15456,19540,1461246,688589,725485,2103491,18564,11634701,6676955
IMP-007230,AST-07230,BU-0081,1263562,2044616,314091,10897,9612197,3225305,24801501,80980117,422457,161913217,168003995
IMP-007231,AST-07231,BU-0097,511,920,86,24214,40835,30393,4928,19747,179,265902,118069
