risk_id,organization_id,business_unit_id,asset_id,vulnerability_id,threat_id,likelihood_score,impact_score,inherent_risk,control_effectiveness,residual_risk,incident_probability,single_loss_expectancy,annual_rate_of_occurrence,expected_annual_loss,value_at_risk,financial_exposure,risk_reduction_potential,current_security_spend,recommended_security_spend,risk_score
RISK-034919,ORG-012,BU-0073,AST-08527,VULN-016138,THREAT-03030,3.8,2.9,1.1,0.73,0.3,0.2533,276271,0.444,122664,274901,205134,0.07,238948,240621,0.31
RISK-034920,ORG-003,BU-0014,AST-06250,VULN-028533,THREAT-00577,0.5,4.8,0.24,0.46,0.13,0.0333,259087,0.098,25391,72178,47044,0.03,332572,333570,0.13
RISK-034921,ORG-015,BU-0094,AST-05066,VULN-016824,THREAT-03542,4.5,7.9,3.56,0.84,0.57,0.3,4233137,0.63,2666876,6816196,4711735,0.33,735250,759513,0.56
RISK-034922,ORG-006,BU-0036,AST-02074,VULN-011176,THREAT-00642,7.0,3.5,2.45,0.77,0.56,0.4667,466605,0.517,241235,524628,398623,0.22,269275,275199,0.59
RISK-034923,ORG-009,BU-0053,AST-06326,VULN-010452,THREAT-02558,0.9,3.0,0.27,0.5,0.14,0.06,186670,0.159,29681,55290,46268,0.02,279665,280224,0.14
RISK-034924,ORG-007,BU-0039,AST-09120,VULN-000965,THREAT-04050,3.0,10,3.0,0.55,1.35,0.2,43792590,0.488,21370784,66074367,41193094,0.55,982462,1036497,1.32
RISK-034925,ORG-025,BU-0147,AST-05914,VULN-007573,THREAT-04949,1.2,8.3,1.0,0.28,0.72,0.08,37510,0.112,4201,12725,8018,0.14,25599,25957,0.71
RISK-034926,ORG-013,BU-0081,AST-00870,VULN-008710,THREAT-01293,1.3,9.1,1.18,0.48,0.61,0.0867,21218697,0.259,5495643,17964996,10885142,0.15,687592,697906,0.64
RISK-034927,ORG-023,BU-0136,AST-09505,VULN-027176,THREAT-03422,7.0,10,7.0,0.77,1.61,0.4667,12160404,0.668,8123150,26591153,16100496,0.39,202846,210757,1.53
RISK-034928,ORG-020,BU-0123,AST-01785,VULN-023000,THREAT-03864,4.3,8.1,3.48,0.67,1.15,0.2867,268018,0.267,71561,219606,137443,0.37,101083,104823,1.12
RISK-034929,ORG-012,BU-0070,AST-09196,VULN-013741,THREAT-00186,4.2,10,4.2,0.23,3.23,0.28,4793981,0.407,1951150,6514067,3905370,0.29,106337,109421,3.29
RISK-034930,ORG-021,BU-0127,AST-05350,VULN-028785,THREAT-02388,4.1,10,4.1,0.41,2.42,0.2733,1189816,0.524,623464,1891627,1190952,0.76,488971,526133,2.58
RISK-034931,ORG-003,BU-0016,AST-00315,VULN-024234,THREAT-00067,3.5,9.8,3.43,0.39,2.09,0.2333,523525,0.175,91617,254003,167818,0.46,90391,94549,2.18
RISK-034932,ORG-008,BU-0049,AST-06384,VULN-009431,THREAT-01890,2.8,8.5,2.38,0.3,1.67,0.1867,182316,0.443,80766,223307,147758,0.15,143204,145352,1.57
RISK-034933,ORG-009,BU-0056,AST-05829,VULN-001984,THREAT-00865,3.5,6.1,2.13,0.31,1.47,0.2333,497769,0.294,146344,301496,236793,0.3,388705,400366,1.41
RISK-034934,ORG-015,BU-0091,AST-00098,VULN-012090,THREAT-00841,2.6,9.3,2.42,0.59,0.99,0.1733,14845512,0.334,4958401,11938250,8539876,0.29,567686,584149,0.95
RISK-034935,ORG-003,BU-0014,AST-08112,VULN-029550,THREAT-03435,0.4,8.5,0.34,0.25,0.26,0.0267,734149,0.072,52859,127336,91060,0.03,443639,444970,0.28
RISK-034936,ORG-010,BU-0057,AST-09327,VULN-007741,THREAT-04098,6.7,5.5,3.69,0.66,1.25,0.4467,521323,0.229,119383,385467,235023,0.32,84041,86730,1.29
RISK-034937,ORG-006,BU-0033,AST-00632,VULN-017152,THREAT-01064,3.6,10,3.6,0.43,2.05,0.24,4918549,0.577,2838003,5673293,4539991,0.32,432136,445964,2.24
RISK-034938,ORG-015,BU-0089,AST-09543,VULN-018257,THREAT-00960,4.3,10,4.3,0.67,1.42,0.2867,19747716,0.513,10130578,22701127,16940916,0.59,358856,380029,1.4
RISK-034939,ORG-012,BU-0075,AST-05864,VULN-029233,THREAT-00607,2.1,9.6,2.02,0.54,0.93,0.14,5089598,0.23,1170608,3966720,2360624,0.31,188254,194090,0.97
RISK-034940,ORG-008,BU-0048,AST-00399,VULN-020773,THREAT-04843,5.9,10,5.9,0.47,3.13,0.3933,187971,0.991,186279,430341,315381,1.0,113330,124663,3.23
RISK-034941,ORG-017,BU-0110,AST-07509,VULN-001705,THREAT-00060,4.9,10,4.9,0.51,2.4,0.3267,28142386,0.615,17307567,31630484,26796712,0.91,1251993,1365924,2.55
RISK-034942,ORG-025,BU-0148,AST-01890,VULN-008217,THREAT-03307,3.8,9.6,3.65,0.28,2.63,0.2533,47314,0.457,21622,66139,41464,0.49,17113,17952,2.38
RISK-034943,ORG-016,BU-0098,AST-06131,VULN-021016,THREAT-04614,4.1,9.0,3.69,0.35,2.4,0.2733,120856,0.543,65625,150041,110637,0.42,46871,48840,2.34
RISK-034944,ORG-013,BU-0079,AST-09887,VULN-015384,THREAT-01925,2.4,5.1,1.22,0.3,0.85,0.16,9108954,0.335,3051500,6724378,5068813,0.13,968859,981454,0.82
RISK-034945,ORG-002,BU-0009,AST-03949,VULN-007373,THREAT-01676,1.5,9.0,1.35,0.82,0.24,0.1,719869,0.182,131016,413490,255063,0.12,295771,299320,0.26
RISK-034946,ORG-001,BU-0002,AST-05529,VULN-023392,THREAT-01019,2.0,10,2.0,0.67,0.66,0.1333,8602514,0.336,2890445,8457365,5427654,0.19,1103190,1124151,0.7
RISK-034947,ORG-009,BU-0053,AST-09165,VULN-006090,THREAT-02782,4.6,3.6,1.66,0.67,0.55,0.3067,362666,0.417,151232,443490,284279,0.26,342310,351210,0.55
RISK-034948,ORG-017,BU-0104,AST-01975,VULN-008143,THREAT-04208,5.0,7.6,3.8,0.35,2.47,0.3333,6294057,0.754,4745719,9312122,7539356,0.61,889382,943634,2.41
RISK-034949,ORG-021,BU-0127,AST-02266,VULN-028370,THREAT-02232,5.2,10,5.2,0.33,3.48,0.3467,444082,0.994,441418,848222,695885,0.71,114149,122254,3.16
RISK-034950,ORG-012,BU-0072,AST-04574,VULN-005128,THREAT-00453,1.2,8.5,1.02,0.49,0.52,0.08,1415038,0.215,304233,967892,594601,0.15,428290,434714,0.48
RISK-034951,ORG-013,BU-0079,AST-06049,VULN-021138,THREAT-04414,3.6,10,3.6,0.25,2.7,0.24,31486127,0.313,9855158,20165115,15904692,0.25,1041722,1067765,2.83
RISK-034952,ORG-003,BU-0012,AST-08751,VULN-018420,THREAT-01411,1.9,4.3,0.82,0.23,0.63,0.1267,0,0.251,0,0,0,0.05,137409,138096,0.68
RISK-034953,ORG-010,BU-0058,AST-07533,VULN-025156,THREAT-01144,1.8,3.8,0.68,0.4,0.41,0.12,231649,0.36,83394,134011,123597,0.07,290199,292230,0.37
RISK-034954,ORG-014,BU-0087,AST-03385,VULN-000503,THREAT-04220,1.2,9.0,1.08,0.75,0.27,0.08,110450,0.049,5412,14071,9633,0.09,90815,91632,0.25
RISK-034955,ORG-021,BU-0125,AST-08113,VULN-009584,THREAT-04856,2.1,9.0,1.89,0.73,0.51,0.14,1334852,0.119,158847,526455,316784,0.18,292375,297638,0.47
RISK-034956,ORG-019,BU-0119,AST-03676,VULN-004193,THREAT-04708,6.3,9.9,6.24,0.6,2.5,0.42,8513456,0.542,4614293,16020097,9420322,0.77,1205047,1297836,2.66
RISK-034957,ORG-016,BU-0097,AST-01612,VULN-005844,THREAT-04811,2.1,7.9,1.66,0.78,0.37,0.14,20969,0.351,7360,15350,11965,0.15,137852,139920,0.35
RISK-034958,ORG-016,BU-0097,AST-04683,VULN-027050,THREAT-03183,3.5,8.4,2.94,0.68,0.94,0.2333,122020,0.32,39046,97197,68205,0.37,83859,86962,0.98
RISK-034959,ORG-010,BU-0057,AST-08419,VULN-029056,THREAT-04709,4.4,6.5,2.86,0.68,0.92,0.2933,1429831,0.286,408932,936941,690014,0.22,111343,113793,0.9
RISK-034960,ORG-023,BU-0137,AST-01204,VULN-010900,THREAT-01475,4.2,7.8,3.28,0.54,1.51,0.28,10857970,0.613,6655936,11378329,10069435,0.49,348314,365381,1.47
RISK-034961,ORG-014,BU-0085,AST-04698,VULN-010776,THREAT-03845,7.2,10,7.2,0.27,5.26,0.48,106836,0.834,89101,148684,133706,1.06,16322,18052,4.79
RISK-034962,ORG-022,BU-0131,AST-04609,VULN-014048,THREAT-04690,4.4,3.0,1.32,0.79,0.28,0.2933,1044494,0.385,402130,618258,587607,0.16,1366929,1388800,0.27
RISK-034963,ORG-022,BU-0131,AST-04992,VULN-003561,THREAT-03056,0.1,10,0.1,0.71,0.03,0.0067,15334950,0.012,184019,495990,332816,0.01,1408624,1410033,0.03
RISK-034964,ORG-010,BU-0060,AST-03866,VULN-008249,THREAT-01768,1.8,10,1.8,0.31,1.24,0.12,1476609,0.351,518290,1188864,874949,0.12,413182,418140,1.12
RISK-034965,ORG-013,BU-0081,AST-06931,VULN-020841,THREAT-01438,7.6,8.2,6.23,0.52,2.99,0.5067,56891945,0.634,36069493,107261165,68247842,0.71,1102180,1180435,2.72
RISK-034966,ORG-012,BU-0072,AST-02812,VULN-004742,THREAT-02580,0.5,4.5,0.23,0.56,0.1,0.0333,641034,0.098,62821,151077,108144,0.02,292457,293042,0.09
RISK-034967,ORG-014,BU-0088,AST-09099,VULN-029203,THREAT-01195,3.6,5.6,2.02,0.38,1.25,0.24,12355,0.285,3521,6714,5535,0.22,50997,52119,1.36
RISK-034968,ORG-022,BU-0135,AST-05777,VULN-012448,THREAT-00736,3.3,8.8,2.9,0.38,1.8,0.22,5682609,0.383,2176439,3818546,3322003,0.45,1024416,1070515,1.66
RISK-034969,ORG-009,BU-0052,AST-00633,VULN-012670,THREAT-00107,2.2,4.8,1.06,0.64,0.38,0.1467,748301,0.173,129456,223484,196501,0.08,234141,236014,0.4
RISK-034970,ORG-008,BU-0050,AST-04107,VULN-025852,THREAT-03584,3.9,10,3.9,0.35,2.54,0.26,146558,0.501,73426,164064,122645,0.67,52939,56486,2.51
RISK-034971,ORG-014,BU-0086,AST-01171,VULN-028061,THREAT-02972,0.9,10,0.9,0.55,0.4,0.06,126659,0.13,16466,27216,24631,0.07,149454,150500,0.43
RISK-034972,ORG-001,BU-0003,AST-07721,VULN-002320,THREAT-00849,1.6,9.3,1.49,0.51,0.73,0.1067,6415321,0.311,1995165,4290153,3282211,0.11,931316,941560,0.69
RISK-034973,ORG-012,BU-0074,AST-09302,VULN-020636,THREAT-03211,5.5,10,5.5,0.8,1.1,0.3667,1870615,0.454,849259,2158015,1496664,0.4,155942,162180,1.2
RISK-034974,ORG-024,BU-0141,AST-08718,VULN-021114,THREAT-04803,8.4,10,8.4,0.47,4.45,0.56,41812089,0.629,26299804,84682359,51704512,0.68,333981,356692,4.47
RISK-034975,ORG-013,BU-0081,AST-06614,VULN-022050,THREAT-00215,0.6,5.5,0.33,0.7,0.1,0.04,5923786,0.105,621998,1918965,1197688,0.05,355471,357248,0.09
RISK-034976,ORG-014,BU-0087,AST-09942,VULN-024454,THREAT-00867,7.3,4.6,3.36,0.73,0.91,0.4867,13246,1.147,15193,37130,26332,0.48,84529,88586,0.93
RISK-034977,ORG-018,BU-0112,AST-09596,VULN-028233,THREAT-00108,5.1,8.8,4.49,0.67,1.48,0.34,10905668,0.842,9182572,21262010,15561175,0.73,721743,774430,1.48
RISK-034978,ORG-021,BU-0127,AST-03007,VULN-000898,THREAT-03442,2.8,3.3,0.92,0.59,0.38,0.1867,385109,0.135,51990,125600,89670,0.12,75110,76011,0.36
RISK-034979,ORG-021,BU-0125,AST-03703,VULN-011876,THREAT-01169,6.5,8.5,5.53,0.85,0.83,0.4333,561234,1.231,690879,1839940,1242861,0.5,166250,174562,0.78
RISK-034980,ORG-016,BU-0100,AST-00282,VULN-015379,THREAT-00785,4.7,10,4.7,0.22,3.67,0.3133,105009,0.612,64266,194084,122491,0.26,144165,147913,3.51
RISK-034981,ORG-025,BU-0150,AST-07836,VULN-027386,THREAT-01974,6.6,3.0,1.98,0.66,0.67,0.44,2777,0.675,1874,3568,2944,0.18,64329,65487,0.62
RISK-034982,ORG-022,BU-0130,AST-02516,VULN-003444,THREAT-02653,3.7,10,3.7,0.64,1.33,0.2467,6798065,0.435,2957158,7526498,5215107,0.4,573244,596174,1.34
RISK-034983,ORG-002,BU-0009,AST-07826,VULN-006104,THREAT-01219,5.8,9.0,5.22,0.77,1.2,0.3867,1058381,1.06,1121884,3723610,2238967,0.61,369352,391882,1.27
RISK-034984,ORG-003,BU-0013,AST-02882,VULN-025482,THREAT-03888,3.8,5.0,1.9,0.62,0.72,0.2533,304625,0.718,218721,499517,368576,0.3,306098,315281,0.67
RISK-034985,ORG-009,BU-0051,AST-08719,VULN-017166,THREAT-00621,4.7,8.8,4.14,0.38,2.57,0.3133,2272468,0.504,1145324,3568482,2215869,0.59,430130,455508,2.43
RISK-034986,ORG-011,BU-0065,AST-09618,VULN-001187,THREAT-02423,1.0,10,1.0,0.84,0.16,0.0667,1410947,0.114,160848,261687,239354,0.05,201796,202805,0.16
RISK-034987,ORG-001,BU-0003,AST-07721,VULN-006838,THREAT-01012,1.7,8.9,1.51,0.39,0.92,0.1133,12478216,0.114,1422517,3213352,2386523,0.25,620004,635504,0.86
RISK-034988,ORG-022,BU-0132,AST-02659,VULN-020558,THREAT-00023,1.1,8.9,0.98,0.33,0.66,0.0733,8059035,0.202,1627925,4860815,3086170,0.16,1462642,1486044,0.64
RISK-034989,ORG-020,BU-0122,AST-04927,VULN-009277,THREAT-04305,3.1,5.6,1.74,0.41,1.03,0.2067,169522,0.247,41872,137634,83162,0.26,94634,97094,0.95
RISK-034990,ORG-022,BU-0129,AST-03500,VULN-009160,THREAT-04962,0.8,4.7,0.38,0.46,0.21,0.0533,2480878,0.063,156295,286388,242211,0.07,538505,542275,0.22
RISK-034991,ORG-004,BU-0025,AST-02425,VULN-016271,THREAT-01388,4.1,6.2,2.54,0.49,1.3,0.2733,1196652,0.662,792184,2378369,1505695,0.48,405487,424950,1.41
RISK-034992,ORG-019,BU-0119,AST-07521,VULN-013780,THREAT-01026,5.7,8.7,4.96,0.45,2.73,0.38,11760062,0.347,4080742,9774978,7013235,0.63,1442906,1533809,2.72
RISK-034993,ORG-009,BU-0054,AST-02099,VULN-013084,THREAT-02571,0.1,10,0.1,0.5,0.05,0.0067,723476,0.015,10852,20579,17026,0.02,444705,445594,0.05
RISK-034994,ORG-020,BU-0123,AST-05618,VULN-002448,THREAT-01760,5.6,5.4,3.02,0.76,0.72,0.3733,32644,1.046,34146,67341,54348,0.27,131271,134815,0.7
RISK-034995,ORG-009,BU-0055,AST-09473,VULN-019119,THREAT-00667,3.6,4.3,1.55,0.82,0.28,0.24,68966,0.414,28552,75314,51146,0.17,247413,251619,0.26
RISK-034996,ORG-006,BU-0033,AST-04768,VULN-014606,THREAT-00612,2.9,9.7,2.81,0.24,2.14,0.1933,3610789,0.098,353857,1090215,680922,0.29,82302,84689,2.05
RISK-034997,ORG-007,BU-0038,AST-06295,VULN-026084,THREAT-00614,0.1,10,0.1,0.71,0.03,0.0067,28651012,0.01,286510,723286,503496,0.01,416816,417233,0.03
RISK-034998,ORG-006,BU-0037,AST-05650,VULN-018086,THREAT-03638,2.6,9.6,2.5,0.58,1.05,0.1733,4131281,0.14,578379,1749432,1103209,0.47,353880,370512,0.96
RISK-034999,ORG-022,BU-0135,AST-07490,VULN-028295,THREAT-02071,1.5,10,1.5,0.75,0.38,0.1,4503433,0.175,788101,2269805,1469042,0.19,351253,357927,0.35
RISK-035000,ORG-025,BU-0149,AST-04069,VULN-025161,THREAT-00020,6.0,10,6.0,0.5,3.0,0.4,111371,0.805,89654,233133,159594,0.48,81441,85350,3.03
RISK-035001,ORG-023,BU-0139,AST-07247,VULN-015725,THREAT-02025,3.1,9.3,2.88,0.28,2.07,0.2067,12666709,0.208,2634675,6973310,4726668,0.23,940729,962366,1.94
RISK-035002,ORG-013,BU-0077,AST-06332,VULN-027451,THREAT-00680,7.2,10,7.2,0.42,4.18,0.48,20241616,0.741,14999037,36073671,25821138,0.94,826311,903984,4.41
RISK-035003,ORG-014,BU-0088,AST-05124,VULN-000172,THREAT-00385,0.2,4.7,0.09,0.48,0.05,0.0133,20067,0.008,161,418,286,0.01,134678,134813,0.05
RISK-035004,ORG-010,BU-0057,AST-06056,VULN-000927,THREAT-02467,6.6,5.5,3.63,0.84,0.58,0.44,549139,0.331,181765,338363,283274,0.15,251882,255660,0.6
RISK-035005,ORG-010,BU-0059,AST-03806,VULN-023160,THREAT-04028,0.6,10,0.6,0.53,0.28,0.04,1268624,0.024,30447,47305,44638,0.08,50350,50753,0.26
RISK-035006,ORG-015,BU-0089,AST-05359,VULN-013572,THREAT-03599,9.1,7.7,7.01,0.71,2.03,0.6067,4317742,1.158,4999945,15475376,9642558,0.75,1214490,1305577,2.05
RISK-035007,ORG-022,BU-0131,AST-04078,VULN-014003,THREAT-02207,4.0,10,4.0,0.38,2.48,0.2667,16083651,0.269,4326502,7196927,6485580,0.46,756165,790949,2.59
RISK-035008,ORG-020,BU-0123,AST-00146,VULN-013167,THREAT-02832,5.3,9.1,4.82,0.41,2.84,0.3533,317444,0.954,302842,828815,551486,0.68,89353,95429,2.97
RISK-035009,ORG-003,BU-0010,AST-08584,VULN-010439,THREAT-00204,4.5,9.5,4.28,0.25,3.21,0.3,1939017,0.612,1186678,2571587,1958154,0.39,228957,237886,2.99
RISK-035010,ORG-019,BU-0120,AST-00111,VULN-019706,THREAT-04098,3.8,8.8,3.34,0.69,1.04,0.2533,4467907,0.398,1778227,3360349,2786332,0.34,489482,506124,1.1
RISK-035011,ORG-008,BU-0047,AST-07644,VULN-007325,THREAT-03522,2.3,10,2.3,0.26,1.7,0.1533,342975,0.426,146107,257837,223458,0.26,63112,64753,1.65
RISK-035012,ORG-005,BU-0029,AST-06406,VULN-001981,THREAT-01281,6.3,10,6.3,0.46,3.4,0.42,1731947,1.187,2055821,4626483,3443766,1.04,358198,395451,3.28
RISK-035013,ORG-003,BU-0017,AST-03762,VULN-016245,THREAT-01553,4.0,8.6,3.44,0.46,1.86,0.2667,1597546,0.664,1060771,2125061,1698289,0.35,335712,347462,1.89
RISK-035014,ORG-010,BU-0060,AST-00653,VULN-016488,THREAT-03098,4.7,5.5,2.58,0.48,1.34,0.3133,447722,0.157,70292,208468,132832,0.24,253871,259964,1.45
RISK-035015,ORG-024,BU-0140,AST-06092,VULN-008768,THREAT-04700,2.6,10,2.6,0.75,0.65,0.1733,55174545,0.168,9269324,26853377,17325337,0.18,1174919,1196068,0.65
RISK-035016,ORG-002,BU-0008,AST-00368,VULN-014369,THREAT-02294,0.2,9.8,0.2,0.31,0.14,0.0133,752408,0.015,11286,33761,21414,0.02,320863,321505,0.13
RISK-035017,ORG-010,BU-0057,AST-06330,VULN-003047,THREAT-04629,6.6,9.7,6.4,0.37,4.03,0.44,2925216,1.097,3208962,9242755,5981788,0.6,328584,348299,4.31
RISK-035018,ORG-004,BU-0022,AST-01317,VULN-009384,THREAT-02499,0.3,5.5,0.16,0.65,0.06,0.02,1177581,0.022,25907,56895,42976,0.02,82642,82807,0.06
RISK-035019,ORG-024,BU-0140,AST-03913,VULN-026648,THREAT-01393,6.8,9.3,6.32,0.65,2.21,0.4533,9075018,0.392,3557407,9101619,6287893,0.52,1382280,1454159,2.33
RISK-035020,ORG-017,BU-0110,AST-06302,VULN-018205,THREAT-02148,4.0,10,4.0,0.56,1.76,0.2667,17690463,0.276,4882568,9638487,7774114,0.76,218454,235057,1.93
RISK-035021,ORG-011,BU-0068,AST-07933,VULN-012976,THREAT-04909,5.9,4.2,2.48,0.31,1.71,0.3933,81970,0.65,53280,146905,97352,0.33,176268,182085,1.55
RISK-035022,ORG-022,BU-0132,AST-06728,VULN-004840,THREAT-00834,3.3,3.5,1.15,0.64,0.41,0.22,789101,0.132,104161,361011,212464,0.13,1451366,1470234,0.39
RISK-035023,ORG-023,BU-0137,AST-03993,VULN-014333,THREAT-02081,6.0,9.3,5.58,0.37,3.52,0.4,18806800,1.094,20574639,54080844,36798892,0.79,794396,857153,3.59
RISK-035024,ORG-010,BU-0059,AST-02902,VULN-001133,THREAT-04998,3.3,5.8,1.91,0.38,1.18,0.22,1115340,0.482,537594,1043425,850622,0.22,482581,493198,1.1
RISK-035025,ORG-011,BU-0067,AST-08041,VULN-029367,THREAT-04322,2.6,4.9,1.27,0.69,0.39,0.1733,354876,0.321,113915,307747,206239,0.14,247779,251248,0.42
RISK-035026,ORG-019,BU-0117,AST-04005,VULN-026832,THREAT-03209,4.1,5.8,2.38,0.69,0.74,0.2733,4017016,0.649,2607043,6318625,4502630,0.18,644645,656249,0.72
RISK-035027,ORG-002,BU-0009,AST-01080,VULN-013987,THREAT-04635,1.8,10,1.8,0.43,1.03,0.12,1242308,0.164,203739,704291,415026,0.16,189433,192464,1.1
RISK-035028,ORG-014,BU-0088,AST-03350,VULN-028538,THREAT-00139,4.2,9.5,3.99,0.79,0.84,0.28,48962,0.197,9646,28015,18050,0.5,21659,22742,0.83
RISK-035029,ORG-024,BU-0145,AST-01322,VULN-015494,THREAT-00786,5.9,5.8,3.42,0.7,1.03,0.3933,6455268,0.805,5196491,12981855,9091048,0.44,1251564,1306633,1.06
RISK-035030,ORG-011,BU-0066,AST-08123,VULN-010132,THREAT-02048,3.9,8.8,3.43,0.52,1.65,0.26,1812898,0.255,462289,832231,711958,0.27,91466,93936,1.75
RISK-035031,ORG-007,BU-0040,AST-09069,VULN-015153,THREAT-02684,4.4,8.8,3.87,0.81,0.74,0.2933,19010557,0.773,14695161,38360194,26203219,0.36,683258,707855,0.74
RISK-035032,ORG-014,BU-0088,AST-02775,VULN-028601,THREAT-04311,2.8,8.1,2.27,0.55,1.02,0.1867,99927,0.558,55759,152176,101412,0.21,122915,125496,1.0
RISK-035033,ORG-015,BU-0094,AST-02260,VULN-005019,THREAT-01180,0.6,10,0.6,0.42,0.35,0.04,14785197,0.023,340060,852141,595702,0.05,388156,390097,0.34
RISK-035034,ORG-015,BU-0095,AST-08777,VULN-007594,THREAT-01707,4.3,3.1,1.33,0.57,0.57,0.2867,1839334,0.725,1333517,2352022,2039124,0.11,711213,719036,0.55
RISK-035035,ORG-015,BU-0091,AST-03557,VULN-010030,THREAT-03093,1.9,5.1,0.97,0.23,0.75,0.1267,663565,0.377,250164,671211,451527,0.07,1234389,1243030,0.75
RISK-035036,ORG-018,BU-0114,AST-08703,VULN-011743,THREAT-00136,3.4,4.7,1.6,0.76,0.38,0.2267,40932,0.212,8678,23226,15646,0.1,433486,437821,0.41
RISK-035037,ORG-012,BU-0072,AST-05235,VULN-017689,THREAT-03687,6.8,7.7,5.24,0.49,2.67,0.4533,863726,1.14,984648,2159947,1632632,0.87,190387,206951,2.41
RISK-035038,ORG-019,BU-0116,AST-09876,VULN-007363,THREAT-02753,8.7,8.8,7.66,0.39,4.67,0.58,15999021,1.106,17694917,54855626,34151605,0.58,1175225,1243388,4.43
RISK-035039,ORG-013,BU-0082,AST-07654,VULN-008829,THREAT-03126,1.8,8.7,1.57,0.38,0.97,0.12,9632584,0.166,1599009,4595320,2977605,0.28,972382,999609,0.94
RISK-035040,ORG-016,BU-0097,AST-04675,VULN-005627,THREAT-01253,4.3,10,4.3,0.47,2.28,0.2867,150638,0.793,119456,247314,193650,0.79,113301,122252,2.4
RISK-035041,ORG-025,BU-0150,AST-06678,VULN-017266,THREAT-02896,6.6,3.2,2.11,0.66,0.72,0.44,9377,1.001,9386,20447,15520,0.23,74060,75763,0.72
RISK-035042,ORG-011,BU-0063,AST-05443,VULN-012083,THREAT-01712,3.6,8.2,2.95,0.49,1.5,0.24,2096973,0.463,970898,1701373,1481310,0.23,490526,501808,1.5
RISK-035043,ORG-011,BU-0064,AST-07992,VULN-018808,THREAT-01754,3.2,10,3.2,0.39,1.95,0.2133,3362699,0.222,746519,1864175,1305772,0.47,77662,81312,2.01
RISK-035044,ORG-025,BU-0147,AST-03947,VULN-023285,THREAT-00771,2.5,10,2.5,0.31,1.72,0.1667,40103,0.261,10467,34176,20720,0.21,53945,55078,1.75
RISK-035045,ORG-008,BU-0047,AST-02421,VULN-021688,THREAT-04386,6.1,10,6.1,0.66,2.07,0.4067,196988,0.898,176895,283448,261929,0.6,108449,114956,2.25
RISK-035046,ORG-014,BU-0087,AST-06484,VULN-018498,THREAT-02477,4.1,2.2,0.9,0.47,0.48,0.2733,6034,0.231,1394,3352,2400,0.09,132162,133351,0.51
RISK-035047,ORG-025,BU-0149,AST-03927,VULN-005904,THREAT-03846,3.1,10,3.1,0.59,1.27,0.2067,44079,0.227,10006,26174,17858,0.6,39703,42085,1.34
RISK-035048,ORG-011,BU-0062,AST-00378,VULN-017513,THREAT-01579,2.3,10,2.3,0.65,0.8,0.1533,4978899,0.395,1966665,6149705,3811576,0.16,107283,109000,0.85
RISK-035049,ORG-020,BU-0122,AST-05265,VULN-018389,THREAT-01486,6.0,9.5,5.7,0.73,1.54,0.4,311685,0.794,247478,564232,416748,0.48,72035,75493,1.68
RISK-035050,ORG-007,BU-0042,AST-06417,VULN-001541,THREAT-04826,2.8,5.5,1.54,0.75,0.39,0.1867,772347,0.253,195404,483723,340521,0.15,999189,1014177,0.37
RISK-035051,ORG-011,BU-0065,AST-03235,VULN-027698,THREAT-01743,2.5,10,2.5,0.59,1.03,0.1667,2424007,0.22,533282,960011,821285,0.43,174250,181743,0.99
RISK-035052,ORG-006,BU-0035,AST-05674,VULN-026000,THREAT-00419,5.6,10,5.6,0.42,3.25,0.3733,4815763,0.324,1560307,2917165,2435456,0.64,422841,449903,3.57
RISK-035053,ORG-012,BU-0071,AST-07122,VULN-023345,THREAT-01844,1.3,4.5,0.59,0.54,0.27,0.0867,313719,0.126,39529,93525,67586,0.11,236863,239468,0.29
RISK-035054,ORG-023,BU-0138,AST-01865,VULN-016851,THREAT-00118,4.3,6.1,2.62,0.31,1.81,0.2867,5426749,0.798,4330546,14127643,8568839,0.27,297516,305549,1.66
RISK-035055,ORG-022,BU-0132,AST-04159,VULN-022987,THREAT-02091,2.0,5.9,1.18,0.77,0.27,0.1333,2073579,0.305,632442,1554429,1098771,0.16,1380712,1402803,0.26
RISK-035056,ORG-013,BU-0077,AST-09939,VULN-020177,THREAT-02250,5.6,10,5.6,0.3,3.92,0.3733,43045689,0.638,27463150,86379905,53377122,0.78,1155737,1245884,3.7
RISK-035057,ORG-002,BU-0008,AST-02855,VULN-002480,THREAT-04107,1.9,2.4,0.46,0.34,0.3,0.1267,18850,0.245,4618,12330,8317,0.07,353336,355809,0.29
RISK-035058,ORG-007,BU-0038,AST-01848,VULN-005646,THREAT-04726,3.8,2.2,0.84,0.47,0.45,0.2533,584900,0.497,290695,755805,517436,0.15,292474,296861,0.42
RISK-035059,ORG-023,BU-0139,AST-00875,VULN-025359,THREAT-04649,3.1,8.1,2.51,0.79,0.53,0.2067,11705195,0.366,4284101,10744583,7507476,0.22,1354775,1384580,0.53
RISK-035060,ORG-012,BU-0074,AST-04693,VULN-003455,THREAT-03467,4.0,10,4.0,0.43,2.28,0.2667,2413356,0.355,856741,2098579,1486315,0.56,191703,202438,2.4
RISK-035061,ORG-020,BU-0123,AST-06736,VULN-008659,THREAT-00534,5.0,9.8,4.9,0.53,2.3,0.3333,661369,0.773,511238,890969,778529,0.77,136198,146685,2.29
RISK-035062,ORG-015,BU-0089,AST-03299,VULN-026137,THREAT-01928,3.3,4.1,1.35,0.32,0.92,0.22,2785593,0.303,844035,2218304,1509526,0.17,507021,515640,0.9
