asset_control_id,asset_id,control_id,enabled,coverage_percentage,effectiveness_score,last_verified,configuration_score,control_failure_count,residual_risk
AC-045631,AST-08269,CTRL-0377,True,73,0.64,2026-07-27,0.8,0,3.45
AC-045632,AST-08269,CTRL-0381,True,69,0.6,2026-06-19,0.84,2,3.57
AC-045633,AST-08269,CTRL-0392,True,93,0.28,2026-06-20,0.66,1,4.44
AC-045634,AST-08269,CTRL-0384,True,69,0.77,2026-08-17,0.79,3,2.83
AC-045635,AST-08269,CTRL-0389,True,64,0.63,2026-07-21,0.97,3,3.44
AC-045636,AST-08270,CTRL-0088,False,0,0.0,2026-07-17,0.17,5,7.4
AC-045637,AST-08270,CTRL-0085,True,87,0.65,2026-06-18,0.51,3,3.66
AC-045638,AST-08270,CTRL-0092,True,64,0.37,2026-08-05,0.87,0,4.74
AC-045639,AST-08270,CTRL-0094,True,88,0.38,2026-08-02,0.61,0,4.69
AC-045640,AST-08270,CTRL-0091,True,93,0.37,2026-06-07,0.94,2,4.84
AC-045641,AST-08271,CTRL-0284,False,0,0.0,2026-08-10,0.15,0,1.22
AC-045642,AST-08271,CTRL-0280,True,60,0.76,2026-08-04,0.92,2,0.58
AC-045643,AST-08271,CTRL-0291,True,97,0.59,2026-06-28,0.78,1,0.39
AC-045644,AST-08271,CTRL-0283,True,69,0.31,2026-06-18,0.64,1,0.83
AC-045645,AST-08272,CTRL-0284,False,0,0.0,2026-08-07,0.13,10,5.29
AC-045646,AST-08272,CTRL-0289,True,83,0.76,2026-07-30,0.99,0,2.28
AC-045647,AST-08272,CTRL-0275,True,80,0.78,2026-06-13,0.92,2,2.36
AC-045648,AST-08272,CTRL-0285,True,66,0.39,2026-08-21,0.54,1,4.54
AC-045649,AST-08272,CTRL-0283,True,98,0.28,2026-06-07,0.75,2,4.38
AC-045650,AST-08272,CTRL-0277,True,88,0.41,2026-08-20,0.77,0,3.29
AC-045651,AST-08272,CTRL-0288,True,91,0.66,2026-06-24,0.73,1,2.02
AC-045652,AST-08272,CTRL-0282,False,0,0.0,2026-07-28,0.14,2,5.94
AC-045653,AST-08273,CTRL-0331,True,94,0.81,2026-07-02,0.52,2,0.87
AC-045654,AST-08273,CTRL-0336,True,93,0.79,2026-07-18,0.82,1,1.54
AC-045655,AST-08273,CTRL-0327,True,87,0.63,2026-08-16,0.71,1,3.3
AC-045656,AST-08274,CTRL-0321,True,72,0.88,2026-08-11,0.85,3,2.25
AC-045657,AST-08274,CTRL-0303,True,76,0.87,2026-06-18,0.84,0,1.78
AC-045658,AST-08274,CTRL-0308,True,85,0.67,2026-07-25,0.78,0,3.03
AC-045659,AST-08274,CTRL-0315,True,70,0.58,2026-08-21,0.84,1,2.86
AC-045660,AST-08274,CTRL-0309,False,0,0.0,2026-06-28,0.25,4,5.23
AC-045661,AST-08274,CTRL-0312,False,0,0.0,2026-06-27,0.03,4,5.2
AC-045662,AST-08274,CTRL-0317,False,0,0.0,2026-06-12,0.11,1,5.53
AC-045663,AST-08274,CTRL-0326,True,79,0.71,2026-07-23,0.87,0,2.64
AC-045664,AST-08275,CTRL-0047,True,87,0.78,2026-08-12,0.89,0,1.16
AC-045665,AST-08275,CTRL-0042,True,76,0.97,2026-08-06,0.85,3,1.15
AC-045666,AST-08275,CTRL-0041,True,64,0.65,2026-07-05,0.62,1,2.08
AC-045667,AST-08276,CTRL-0338,False,0,0.0,2026-08-03,0.13,2,4.75
AC-045668,AST-08276,CTRL-0342,False,0,0.0,2026-07-10,0.2,8,4.71
AC-045669,AST-08276,CTRL-0339,False,0,0.0,2026-07-26,0.04,6,5.04
AC-045670,AST-08276,CTRL-0340,True,67,0.45,2026-07-04,0.52,3,2.99
AC-045671,AST-08276,CTRL-0335,False,0,0.0,2026-09-02,0.17,0,5.21
AC-045672,AST-08276,CTRL-0333,True,95,0.94,2026-08-13,0.59,1,0.62
AC-045673,AST-08276,CTRL-0327,True,62,0.58,2026-08-07,0.65,3,3.08
AC-045674,AST-08276,CTRL-0330,True,76,0.86,2026-06-21,0.75,0,1.34
AC-045675,AST-08277,CTRL-0193,False,0,0.0,2026-08-07,0.25,0,5.83
AC-045676,AST-08277,CTRL-0199,True,86,0.61,2026-07-09,0.9,0,2.8
AC-045677,AST-08277,CTRL-0197,True,79,0.43,2026-06-30,0.65,1,3.31
AC-045678,AST-08277,CTRL-0187,False,0,0.0,2026-07-21,0.14,5,5.32
AC-045679,AST-08277,CTRL-0196,True,83,0.4,2026-07-01,0.66,3,3.69
AC-045680,AST-08277,CTRL-0198,True,90,0.58,2026-07-20,0.77,1,3.04
AC-045681,AST-08277,CTRL-0205,True,87,0.76,2026-08-13,0.83,2,1.86
AC-045682,AST-08277,CTRL-0195,True,84,0.56,2026-07-05,0.97,1,2.49
AC-045683,AST-08278,CTRL-0266,True,83,0.6,2026-08-18,0.57,1,3.54
AC-045684,AST-08278,CTRL-0271,True,85,0.54,2026-09-02,0.78,3,3.27
AC-045685,AST-08278,CTRL-0268,True,78,0.82,2026-06-12,0.8,0,3.05
AC-045686,AST-08278,CTRL-0270,True,80,0.83,2026-08-18,0.65,1,1.63
AC-045687,AST-08279,CTRL-0366,True,74,0.74,2026-08-19,0.91,2,0.89
AC-045688,AST-08279,CTRL-0353,True,61,0.73,2026-07-10,0.97,2,1.1
AC-045689,AST-08279,CTRL-0352,False,0,0.0,2026-08-15,0.11,10,2.17
AC-045690,AST-08280,CTRL-0339,False,0,0.0,2026-07-04,0.02,8,2.01
AC-045691,AST-08280,CTRL-0332,True,89,0.61,2026-08-12,0.69,0,0.96
AC-045692,AST-08280,CTRL-0338,False,0,0.0,2026-07-27,0.08,10,2.02
AC-045693,AST-08280,CTRL-0333,True,76,0.91,2026-07-17,0.74,2,0.48
AC-045694,AST-08280,CTRL-0334,True,69,0.6,2026-08-13,0.68,2,1.07
AC-045695,AST-08280,CTRL-0329,False,0,0.0,2026-07-05,0.28,5,1.87
AC-045696,AST-08281,CTRL-0152,False,0,0.0,2026-07-01,0.07,10,2.78
AC-045697,AST-08281,CTRL-0162,True,71,0.59,2026-07-19,0.53,0,1.69
AC-045698,AST-08281,CTRL-0150,True,98,0.39,2026-08-16,0.58,3,1.5
AC-045699,AST-08281,CTRL-0156,True,91,0.52,2026-09-01,0.87,3,1.28
AC-045700,AST-08282,CTRL-0295,False,0,0.0,2026-07-24,0.27,1,9.71
AC-045701,AST-08282,CTRL-0301,False,0,0.0,2026-07-23,0.03,0,10.74
AC-045702,AST-08282,CTRL-0298,False,0,0.0,2026-07-27,0.01,3,8.36
AC-045703,AST-08282,CTRL-0299,True,78,0.4,2026-07-08,0.77,2,5.75
AC-045704,AST-08282,CTRL-0296,True,73,0.7,2026-08-21,0.78,2,4.95
AC-045705,AST-08283,CTRL-0243,True,97,0.34,2026-06-28,0.73,0,2.5
AC-045706,AST-08283,CTRL-0253,False,0,0.0,2026-07-18,0.21,2,2.97
AC-045707,AST-08283,CTRL-0248,False,0,0.0,2026-07-19,0.13,4,3.25
AC-045708,AST-08283,CTRL-0239,True,89,0.83,2026-06-22,0.81,2,0.71
AC-045709,AST-08283,CTRL-0250,True,82,0.79,2026-06-10,0.68,3,1.25
AC-045710,AST-08284,CTRL-0216,True,83,0.27,2026-08-30,0.92,1,4.61
AC-045711,AST-08284,CTRL-0209,True,72,0.52,2026-08-03,0.76,3,5.13
AC-045712,AST-08284,CTRL-0213,True,71,0.58,2026-06-17,0.85,0,4.06
AC-045713,AST-08284,CTRL-0207,True,82,0.71,2026-08-15,0.57,1,2.88
AC-045714,AST-08284,CTRL-0215,False,0,0.0,2026-06-28,0.19,1,7.98
AC-045715,AST-08284,CTRL-0214,False,0,0.0,2026-06-06,0.07,0,7.29
AC-045716,AST-08284,CTRL-0218,False,0,0.0,2026-06-08,0.12,0,7.05
AC-045717,AST-08285,CTRL-0295,False,0,0.0,2026-08-09,0.27,8,3.27
AC-045718,AST-08285,CTRL-0296,True,90,0.58,2026-06-17,0.66,3,1.68
AC-045719,AST-08285,CTRL-0298,False,0,0.0,2026-06-26,0.24,3,3.76
AC-045720,AST-08285,CTRL-0299,True,71,0.39,2026-07-10,0.59,3,2.56
AC-045721,AST-08285,CTRL-0294,True,94,0.65,2026-08-28,0.57,2,1.45
AC-045722,AST-08285,CTRL-0297,True,69,0.9,2026-06-29,0.85,2,1.44
AC-045723,AST-08285,CTRL-0301,False,0,0.0,2026-07-29,0.29,5,4.02
AC-045724,AST-08286,CTRL-0081,True,77,0.45,2026-08-05,0.52,2,2.86
AC-045725,AST-08286,CTRL-0077,False,0,0.0,2026-07-17,0.22,7,4.19
AC-045726,AST-08286,CTRL-0070,True,99,0.88,2026-08-14,0.83,0,0.29
AC-045727,AST-08287,CTRL-0020,True,78,0.7,2026-06-10,0.79,3,2.59
AC-045728,AST-08287,CTRL-0026,True,87,0.85,2026-08-02,0.53,1,0.98
AC-045729,AST-08287,CTRL-0018,False,0,0.0,2026-07-01,0.08,2,5.23
AC-045730,AST-08287,CTRL-0017,True,70,0.61,2026-08-31,0.66,0,2.8
AC-045731,AST-08287,CTRL-0024,True,74,0.61,2026-08-08,0.9,0,2.95
AC-045732,AST-08287,CTRL-0019,True,70,0.7,2026-08-15,0.95,3,2.43
AC-045733,AST-08288,CTRL-0355,False,0,0.0,2026-08-21,0.2,6,5.21
AC-045734,AST-08288,CTRL-0352,False,0,0.0,2026-08-28,0.14,4,4.93
AC-045735,AST-08288,CTRL-0353,True,94,0.62,2026-08-31,0.88,3,1.71
AC-045736,AST-08288,CTRL-0367,True,84,0.4,2026-07-19,0.86,1,3.98
AC-045737,AST-08288,CTRL-0358,True,88,0.46,2026-07-21,0.82,1,3.29
AC-045738,AST-08288,CTRL-0357,True,66,0.39,2026-08-12,0.99,2,3.81
AC-045739,AST-08289,CTRL-0165,True,100,0.46,2026-06-17,0.71,0,5.39
AC-045740,AST-08289,CTRL-0169,True,98,0.68,2026-08-21,0.67,2,2.78
AC-045741,AST-08289,CTRL-0173,True,93,0.65,2026-08-12,0.65,0,4.01
AC-045742,AST-08289,CTRL-0175,False,0,0.0,2026-06-28,0.19,0,8.78
AC-045743,AST-08289,CTRL-0168,False,0,0.0,2026-06-16,0.25,7,7.92
AC-045744,AST-08289,CTRL-0172,True,60,0.66,2026-06-30,0.54,1,4.68
AC-045745,AST-08289,CTRL-0163,True,95,0.59,2026-06-18,0.56,3,3.23
AC-045746,AST-08289,CTRL-0177,True,72,0.91,2026-07-25,0.69,0,3.06
AC-045747,AST-08290,CTRL-0032,True,74,0.53,2026-07-14,0.71,2,4.84
AC-045748,AST-08290,CTRL-0034,True,80,1.03,2026-08-01,0.7,1,1.55
AC-045749,AST-08290,CTRL-0039,True,91,0.65,2026-06-20,0.94,3,2.32
AC-045750,AST-08290,CTRL-0029,True,90,0.49,2026-08-22,0.67,3,3.59
AC-045751,AST-08290,CTRL-0030,True,72,0.42,2026-06-23,0.72,0,4.27
AC-045752,AST-08290,CTRL-0036,False,0,0.0,2026-08-13,0.04,9,6.31
AC-045753,AST-08290,CTRL-0033,True,92,0.69,2026-06-20,0.73,2,2.19
AC-045754,AST-08291,CTRL-0206,True,81,0.65,2026-08-15,0.59,3,0.5
AC-045755,AST-08291,CTRL-0205,True,94,0.73,2026-06-19,0.62,0,0.4
AC-045756,AST-08291,CTRL-0198,True,93,0.47,2026-08-29,0.84,2,0.71
AC-045757,AST-08291,CTRL-0192,True,100,0.38,2026-07-25,0.8,1,0.94
AC-045758,AST-08291,CTRL-0193,False,0,0.0,2026-08-15,0.02,1,1.51
AC-045759,AST-08292,CTRL-0179,True,62,0.89,2026-06-16,0.86,3,4.55
AC-045760,AST-08292,CTRL-0186,True,71,0.75,2026-06-22,0.59,0,3.74
AC-045761,AST-08292,CTRL-0185,True,79,0.32,2026-06-25,0.65,1,6.9
AC-045762,AST-08293,CTRL-0285,True,87,0.42,2026-06-21,0.68,0,1.04
AC-045763,AST-08293,CTRL-0277,True,93,0.43,2026-08-08,0.74,0,0.88
AC-045764,AST-08293,CTRL-0273,True,65,0.75,2026-09-02,0.82,1,0.76
AC-045765,AST-08293,CTRL-0293,True,64,0.74,2026-07-26,0.97,0,0.63
AC-045766,AST-08293,CTRL-0275,True,67,0.79,2026-08-31,0.72,0,0.73
AC-045767,AST-08293,CTRL-0282,False,0,0.0,2026-07-16,0.15,7,1.67
AC-045768,AST-08293,CTRL-0284,False,0,0.0,2026-07-02,0.01,8,1.37
AC-045769,AST-08294,CTRL-0267,True,92,0.35,2026-07-28,0.62,2,4.64
AC-045770,AST-08294,CTRL-0265,True,96,0.78,2026-07-02,0.98,3,1.19
AC-045771,AST-08294,CTRL-0266,True,83,0.63,2026-06-19,0.76,1,3.36
AC-045772,AST-08294,CTRL-0263,False,0,0.0,2026-07-31,0.06,5,6.72
AC-045773,AST-08294,CTRL-0271,True,100,0.61,2026-06-06,0.7,3,2.69
AC-045774,AST-08294,CTRL-0270,True,69,0.92,2026-08-19,0.79,2,2.96
AC-045775,AST-08295,CTRL-0211,False,0,0.0,2026-08-01,0.26,3,3.53
AC-045776,AST-08295,CTRL-0209,True,62,0.45,2026-06-06,0.7,1,2.24
AC-045777,AST-08295,CTRL-0216,True,81,0.33,2026-08-09,0.89,0,2.78
AC-045778,AST-08295,CTRL-0208,True,70,0.42,2026-06-17,0.72,3,1.9
AC-045779,AST-08295,CTRL-0210,True,69,0.86,2026-08-28,0.96,1,1.4
AC-045780,AST-08295,CTRL-0215,False,0,0.0,2026-07-21,0.3,2,3.61
AC-045781,AST-08295,CTRL-0213,True,96,0.5,2026-06-23,0.68,1,1.84
AC-045782,AST-08295,CTRL-0214,False,0,0.0,2026-06-28,0.26,5,3.37
AC-045783,AST-08296,CTRL-0072,False,0,0.0,2026-07-07,0.0,9,3.72
AC-045784,AST-08296,CTRL-0071,True,70,0.52,2026-07-31,0.62,0,2.66
AC-045785,AST-08296,CTRL-0073,True,68,0.58,2026-08-07,0.73,2,2.81
AC-045786,AST-08296,CTRL-0081,True,72,0.43,2026-08-15,0.91,2,2.99
AC-045787,AST-08296,CTRL-0070,True,77,0.82,2026-06-07,0.96,3,1.31
AC-045788,AST-08296,CTRL-0068,False,0,0.0,2026-08-22,0.13,10,4.56
AC-045789,AST-08296,CTRL-0082,False,0,0.0,2026-08-10,0.27,2,3.85
AC-045790,AST-08297,CTRL-0028,False,0,0.0,2026-08-16,0.02,0,5.56
AC-045791,AST-08297,CTRL-0026,True,95,0.93,2026-06-28,0.94,2,0.52
AC-045792,AST-08297,CTRL-0015,True,81,0.66,2026-07-29,0.73,1,2.44
AC-045793,AST-08298,CTRL-0121,True,77,0.79,2026-08-31,0.99,0,3.37
AC-045794,AST-08298,CTRL-0120,False,0,0.0,2026-07-14,0.16,0,9.84
AC-045795,AST-08298,CTRL-0126,True,67,0.34,2026-07-14,0.51,3,7.55
AC-045796,AST-08298,CTRL-0118,False,0,0.0,2026-09-01,0.01,7,9.85
AC-045797,AST-08298,CTRL-0127,True,62,0.68,2026-06-22,0.67,1,5.83
AC-045798,AST-08299,CTRL-0184,False,0,0.0,2026-06-22,0.26,1,10.87
AC-045799,AST-08299,CTRL-0186,True,89,0.89,2026-08-27,0.76,3,2.08
AC-045800,AST-08299,CTRL-0181,True,88,0.31,2026-09-02,0.89,0,7.44
AC-045801,AST-08299,CTRL-0182,True,78,0.65,2026-06-30,0.72,0,4.79
AC-045802,AST-08299,CTRL-0185,True,80,0.34,2026-09-02,0.68,0,7.64
AC-045803,AST-08299,CTRL-0183,True,69,0.31,2026-08-04,0.65,0,8.51
AC-045804,AST-08300,CTRL-0152,False,0,0.0,2026-08-29,0.01,2,4.26
AC-045805,AST-08300,CTRL-0146,False,0,0.0,2026-09-02,0.09,9,4.3
AC-045806,AST-08300,CTRL-0160,False,0,0.0,2026-08-03,0.11,9,3.8
AC-045807,AST-08300,CTRL-0156,True,87,0.58,2026-08-06,0.62,0,1.92
AC-045808,AST-08300,CTRL-0162,True,70,0.59,2026-08-15,0.55,1,2.02
AC-045809,AST-08300,CTRL-0161,False,0,0.0,2026-06-14,0.23,1,4.47
AC-045810,AST-08300,CTRL-0158,True,83,0.48,2026-08-23,0.73,0,2.04
AC-045811,AST-08300,CTRL-0153,True,100,0.83,2026-06-26,0.7,0,0.24
AC-045812,AST-08301,CTRL-0144,False,0,0.0,2026-08-21,0.21,7,2.9
AC-045813,AST-08301,CTRL-0136,True,82,0.47,2026-08-19,0.55,3,1.8
AC-045814,AST-08301,CTRL-0137,False,0,0.0,2026-07-15,0.19,8,3.01
AC-045815,AST-08301,CTRL-0142,True,92,0.53,2026-08-05,0.76,2,1.49
AC-045816,AST-08301,CTRL-0135,False,0,0.0,2026-06-06,0.01,6,3.18
AC-045817,AST-08301,CTRL-0133,True,62,0.53,2026-06-16,0.84,3,1.88
AC-045818,AST-08301,CTRL-0145,True,65,0.68,2026-07-04,0.75,3,2.15
AC-045819,AST-08301,CTRL-0130,False,0,0.0,2026-06-09,0.3,0,3.58
AC-045820,AST-08302,CTRL-0111,True,98,0.83,2026-06-13,0.66,0,1.67
AC-045821,AST-08302,CTRL-0116,False,0,0.0,2026-08-28,0.11,1,6.62
AC-045822,AST-08302,CTRL-0106,True,66,0.59,2026-08-28,0.74,2,3.64
AC-045823,AST-08302,CTRL-0115,False,0,0.0,2026-08-07,0.18,8,5.81
AC-045824,AST-08302,CTRL-0102,False,0,0.0,2026-08-13,0.2,1,5.13
AC-045825,AST-08302,CTRL-0113,False,0,0.0,2026-09-01,0.27,3,5.03
AC-045826,AST-08302,CTRL-0110,True,89,0.73,2026-07-20,0.69,1,2.37
AC-045827,AST-08302,CTRL-0098,True,88,0.78,2026-07-15,0.92,3,1.63
AC-045828,AST-08303,CTRL-0180,True,81,0.53,2026-06-07,0.81,1,0.77
AC-045829,AST-08303,CTRL-0181,True,60,0.34,2026-06-20,0.51,2,1.03
AC-045830,AST-08303,CTRL-0185,True,60,0.35,2026-06-11,0.81,0,1.08
AC-045831,AST-08304,CTRL-0029,True,92,0.48,2026-06-30,0.74,3,3.32
AC-045832,AST-08304,CTRL-0039,True,100,0.72,2026-06-14,0.51,3,1.52
AC-045833,AST-08304,CTRL-0032,True,62,0.57,2026-08-19,0.98,2,4.94
AC-045834,AST-08304,CTRL-0033,True,86,0.82,2026-06-06,0.81,3,2.1
AC-045835,AST-08304,CTRL-0031,False,0,0.0,2026-07-17,0.04,2,7.35
AC-045836,AST-08305,CTRL-0332,True,87,0.5,2026-07-29,0.78,2,2.91
AC-045837,AST-08305,CTRL-0338,False,0,0.0,2026-06-18,0.14,5,5.45
AC-045838,AST-08305,CTRL-0327,True,72,0.71,2026-07-29,0.6,1,2.53
AC-045839,AST-08305,CTRL-0341,True,86,0.76,2026-06-08,0.74,3,1.76
AC-045840,AST-08305,CTRL-0342,False,0,0.0,2026-06-24,0.19,3,4.93
AC-045841,AST-08305,CTRL-0340,True,62,0.43,2026-07-09,0.84,1,3.94
AC-045842,AST-08305,CTRL-0337,True,93,0.69,2026-07-20,0.79,2,1.93
AC-045843,AST-08306,CTRL-0349,True,63,0.86,2026-06-16,0.78,3,2.54
AC-045844,AST-08306,CTRL-0351,True,88,0.82,2026-08-08,0.88,0,1.12
AC-045845,AST-08306,CTRL-0347,True,90,0.87,2026-07-31,0.93,2,0.95
AC-045846,AST-08306,CTRL-0346,True,77,0.29,2026-06-08,0.59,2,3.3
AC-045847,AST-08306,CTRL-0345,False,0,0.0,2026-06-13,0.11,2,4.54
AC-045848,AST-08307,CTRL-0376,False,0,0.0,2026-08-27,0.21,7,1.73
AC-045849,AST-08307,CTRL-0389,True,79,0.6,2026-06-17,0.52,3,0.81
AC-045850,AST-08307,CTRL-0386,True,91,0.71,2026-08-18,0.88,3,0.78
AC-045851,AST-08307,CTRL-0385,True,96,0.89,2026-08-09,0.58,2,0.2
AC-045852,AST-08307,CTRL-0377,True,83,0.56,2026-06-13,0.76,3,1.01
AC-045853,AST-08307,CTRL-0390,False,0,0.0,2026-07-06,0.03,2,1.92
AC-045854,AST-08307,CTRL-0379,True,98,0.9,2026-08-01,0.74,2,0.17
AC-045855,AST-08307,CTRL-0391,True,70,0.97,2026-07-04,0.58,1,0.65
AC-045856,AST-08308,CTRL-0363,False,0,0.0,2026-06-20,0.05,8,6.57
AC-045857,AST-08308,CTRL-0370,True,96,0.7,2026-07-24,0.74,3,2.56
AC-045858,AST-08308,CTRL-0368,True,76,0.89,2026-07-20,0.64,0,2.33
AC-045859,AST-08308,CTRL-0374,True,98,0.9,2026-08-05,0.64,0,0.78
AC-045860,AST-08308,CTRL-0359,True,79,0.35,2026-07-06,0.83,3,5.02
AC-045861,AST-08309,CTRL-0157,False,0,0.0,2026-08-14,0.25,5,4.48
AC-045862,AST-08309,CTRL-0151,False,0,0.0,2026-06-21,0.17,7,4.95
AC-045863,AST-08309,CTRL-0162,True,65,0.59,2026-07-29,0.79,3,2.6
AC-045864,AST-08309,CTRL-0150,True,92,0.42,2026-07-31,0.67,2,3.14
AC-045865,AST-08309,CTRL-0154,False,0,0.0,2026-08-23,0.07,6,5.01
AC-045866,AST-08309,CTRL-0161,False,0,0.0,2026-07-16,0.05,2,3.95
AC-045867,AST-08310,CTRL-0299,True,87,0.41,2026-06-22,0.73,3,5.41
AC-045868,AST-08310,CTRL-0301,False,0,0.0,2026-08-31,0.21,1,7.61
AC-045869,AST-08310,CTRL-0298,False,0,0.0,2026-09-01,0.25,5,7.24
AC-045870,AST-08310,CTRL-0297,True,100,0.8,2026-06-26,0.67,3,0.83
AC-045871,AST-08310,CTRL-0294,True,96,0.65,2026-08-18,0.9,3,3.39
AC-045872,AST-08310,CTRL-0300,True,91,0.6,2026-06-29,0.73,3,3.35
AC-045873,AST-08311,CTRL-0167,False,0,0.0,2026-07-29,0.14,8,6.67
AC-045874,AST-08311,CTRL-0171,False,0,0.0,2026-07-09,0.19,1,6.85
AC-045875,AST-08311,CTRL-0178,False,0,0.0,2026-07-20,0.16,0,6.99
AC-045876,AST-08312,CTRL-0267,True,76,0.41,2026-07-27,0.91,0,6.47
AC-045877,AST-08312,CTRL-0264,False,0,0.0,2026-07-28,0.04,5,9.28
AC-045878,AST-08312,CTRL-0269,False,0,0.0,2026-07-25,0.22,6,10.65
AC-045879,AST-08312,CTRL-0266,True,77,0.64,2026-06-08,0.61,2,5.59
AC-045880,AST-08313,CTRL-0336,True,71,0.84,2026-07-07,0.85,1,0.65
AC-045881,AST-08313,CTRL-0337,True,95,0.64,2026-07-02,0.86,2,0.68
AC-045882,AST-08313,CTRL-0332,True,68,0.54,2026-06-20,0.84,0,1.15
AC-045883,AST-08313,CTRL-0334,True,85,0.63,2026-07-13,0.54,3,0.74
AC-045884,AST-08313,CTRL-0330,True,84,0.87,2026-09-01,0.73,3,0.42
AC-045885,AST-08313,CTRL-0328,True,82,0.91,2026-06-27,0.66,3,0.44
AC-045886,AST-08313,CTRL-0342,False,0,0.0,2026-08-21,0.01,3,1.61
AC-045887,AST-08313,CTRL-0327,True,89,0.67,2026-06-29,0.66,0,0.64
AC-045888,AST-08314,CTRL-0049,True,60,0.47,2026-08-13,0.69,0,3.88
AC-045889,AST-08314,CTRL-0044,True,80,0.74,2026-08-13,0.92,3,1.71
AC-045890,AST-08314,CTRL-0040,True,93,0.76,2026-07-15,0.98,1,1.94
AC-045891,AST-08314,CTRL-0045,True,88,0.34,2026-07-18,0.86,3,3.99
AC-045892,AST-08314,CTRL-0046,True,92,0.48,2026-06-11,0.58,3,2.86
AC-045893,AST-08314,CTRL-0042,True,89,0.83,2026-07-07,0.93,3,0.99
AC-045894,AST-08314,CTRL-0041,True,76,0.68,2026-07-16,0.6,2,2.89
AC-045895,AST-08315,CTRL-0278,True,86,0.45,2026-06-07,0.78,2,3.65
AC-045896,AST-08315,CTRL-0287,True,95,0.65,2026-07-25,0.83,0,2.27
AC-045897,AST-08315,CTRL-0291,True,92,0.6,2026-07-07,0.91,2,2.89
AC-045898,AST-08315,CTRL-0281,False,0,0.0,2026-06-09,0.03,6,6.31
AC-045899,AST-08315,CTRL-0272,True,83,0.7,2026-06-16,0.82,1,2.87
AC-045900,AST-08316,CTRL-0346,True,62,0.34,2026-07-21,0.9,0,5.96
AC-045901,AST-08316,CTRL-0347,True,94,0.97,2026-07-13,0.62,0,1.09
AC-045902,AST-08316,CTRL-0350,False,0,0.0,2026-07-09,0.18,7,7.5
AC-045903,AST-08316,CTRL-0344,True,92,0.52,2026-07-11,0.55,2,3.3
AC-045904,AST-08316,CTRL-0345,False,0,0.0,2026-06-06,0.23,7,7.76
AC-045905,AST-08316,CTRL-0349,True,66,0.86,2026-08-09,0.98,2,2.63
AC-045906,AST-08317,CTRL-0094,True,91,0.41,2026-07-31,0.82,0,6.53
AC-045907,AST-08317,CTRL-0083,False,0,0.0,2026-08-28,0.26,3,9.78
AC-045908,AST-08317,CTRL-0091,True,90,0.3,2026-07-30,0.78,1,7.15
AC-045909,AST-08317,CTRL-0084,False,0,0.0,2026-08-08,0.06,6,8.27
AC-045910,AST-08318,CTRL-0201,False,0,0.0,2026-07-04,0.23,4,9.94
AC-045911,AST-08318,CTRL-0205,True,97,0.68,2026-07-31,0.8,3,2.25
AC-045912,AST-08318,CTRL-0203,True,89,0.72,2026-06-10,0.93,3,3.41
AC-045913,AST-08318,CTRL-0199,True,92,0.57,2026-06-23,0.86,0,4.11
AC-045914,AST-08319,CTRL-0070,True,100,0.87,2026-06-08,0.88,3,0.4
AC-045915,AST-08319,CTRL-0079,False,0,0.0,2026-07-14,0.08,4,6.09
AC-045916,AST-08319,CTRL-0075,False,0,0.0,2026-07-18,0.3,0,7.05
AC-045917,AST-08319,CTRL-0074,True,60,0.93,2026-07-05,0.87,0,3.09
AC-045918,AST-08320,CTRL-0186,True,73,0.87,2026-08-14,0.55,0,2.42
AC-045919,AST-08320,CTRL-0185,True,60,0.36,2026-08-06,0.87,2,4.42
AC-045920,AST-08320,CTRL-0184,False,0,0.0,2026-06-26,0.17,10,6.43
AC-045921,AST-08321,CTRL-0349,True,83,0.94,2026-07-09,0.68,0,1.02
AC-045922,AST-08321,CTRL-0348,True,80,0.57,2026-06-18,0.83,3,2.12
AC-045923,AST-08321,CTRL-0344,True,95,0.65,2026-07-15,0.86,0,1.45
AC-045924,AST-08321,CTRL-0345,False,0,0.0,2026-08-31,0.09,10,3.49
AC-045925,AST-08321,CTRL-0347,True,81,0.89,2026-08-20,0.7,0,1.17
AC-045926,AST-08321,CTRL-0350,False,0,0.0,2026-07-07,0.19,1,3.78
AC-045927,AST-08322,CTRL-0127,True,82,0.63,2026-07-17,0.86,3,1.82
AC-045928,AST-08322,CTRL-0117,False,0,0.0,2026-07-18,0.28,8,4.43
AC-045929,AST-08322,CTRL-0123,False,0,0.0,2026-08-23,0.02,3,4.0
AC-045930,AST-08322,CTRL-0128,False,0,0.0,2026-08-28,0.19,3,4.01
AC-045931,AST-08323,CTRL-0192,True,81,0.4,2026-06-15,0.58,1,6.11
AC-045932,AST-08323,CTRL-0198,True,82,0.49,2026-08-01,0.55,0,5.23
AC-045933,AST-08323,CTRL-0197,True,68,0.44,2026-06-24,0.96,1,6.02
AC-045934,AST-08324,CTRL-0116,False,0,0.0,2026-06-17,0.06,1,7.71
AC-045935,AST-08324,CTRL-0102,False,0,0.0,2026-07-23,0.28,1,8.59
AC-045936,AST-08324,CTRL-0106,True,66,0.7,2026-08-20,0.78,3,4.7
AC-045937,AST-08324,CTRL-0113,False,0,0.0,2026-08-20,0.05,8,7.84
AC-045938,AST-08325,CTRL-0197,True,67,0.48,2026-07-02,0.66,1,2.52
AC-045939,AST-08325,CTRL-0189,True,94,0.63,2026-07-11,0.88,1,1.51
