iam_event_id,organization_id,asset_id,user_count,privileged_user_count,orphan_accounts,inactive_accounts,mfa_enabled_percentage,excessive_privilege_count,failed_login_count,suspicious_login_count,password_policy_score,privileged_access_risk,identity_risk_score
IAM-006937,ORG-015,AST-06937,142,4,0,11,55,2,193,3,0.64,Low,5.2
IAM-006938,ORG-009,AST-06938,249,14,6,12,91,2,44,6,0.5,Low,2.4
IAM-006939,ORG-014,AST-06939,329,11,9,25,76,3,126,19,0.62,Medium,6.5
IAM-006940,ORG-015,AST-06940,43,2,2,4,32,1,37,5,0.49,Low,7.2
IAM-006941,ORG-019,AST-06941,467,42,20,10,89,22,158,23,0.76,High,8.2
IAM-006942,ORG-012,AST-06942,122,11,3,9,39,2,28,3,0.66,Low,5.6
IAM-006943,ORG-004,AST-06943,445,17,19,35,60,11,158,17,0.59,High,10
IAM-006944,ORG-013,AST-06944,64,2,3,0,77,0,93,7,0.93,Low,3.2
IAM-006945,ORG-005,AST-06945,266,6,4,17,33,4,15,3,0.34,High,7.5
IAM-006946,ORG-013,AST-06946,34,1,0,0,46,0,144,19,0.9,Low,5.7
IAM-006947,ORG-002,AST-06947,185,16,8,6,32,14,127,1,0.56,High,8.5
IAM-006948,ORG-008,AST-06948,77,7,2,1,30,4,164,6,0.89,High,7.7
IAM-006949,ORG-007,AST-06949,443,41,17,8,63,9,187,20,0.45,Medium,8.0
IAM-006950,ORG-016,AST-06950,378,22,11,0,51,17,19,0,0.47,High,7.8
IAM-006951,ORG-003,AST-06951,310,7,6,2,54,7,96,7,0.43,High,8.3
IAM-006952,ORG-007,AST-06952,55,5,2,5,47,0,31,2,0.62,Low,4.5
IAM-006953,ORG-003,AST-06953,172,17,0,2,99,14,14,2,0.64,High,2.6
IAM-006954,ORG-008,AST-06954,76,3,2,4,95,3,181,22,0.56,High,6.2
IAM-006955,ORG-005,AST-06955,379,1,7,12,82,0,16,0,0.84,Low,2.4
IAM-006956,ORG-002,AST-06956,31,1,1,3,69,0,61,9,0.59,Low,3.7
IAM-006957,ORG-021,AST-06957,40,1,0,1,95,0,113,13,0.48,Low,1.9
IAM-006958,ORG-018,AST-06958,295,1,11,23,97,0,65,0,0.77,Low,2.7
IAM-006959,ORG-006,AST-06959,223,21,10,16,92,1,110,17,0.78,Low,4.0
IAM-006960,ORG-017,AST-06960,364,17,13,11,72,9,33,1,0.66,High,6.1
IAM-006961,ORG-001,AST-06961,60,4,1,2,60,4,89,7,0.49,High,6.1
IAM-006962,ORG-005,AST-06962,173,1,7,4,62,1,161,12,0.97,High,7.9
IAM-006963,ORG-010,AST-06963,47,4,2,3,33,0,128,13,0.92,Low,6.5
IAM-006964,ORG-011,AST-06964,358,16,10,0,59,6,46,5,0.31,Medium,6.4
IAM-006965,ORG-025,AST-06965,132,11,0,9,53,11,52,1,0.52,High,5.8
IAM-006966,ORG-025,AST-06966,194,2,6,19,32,2,196,2,0.67,High,8.8
IAM-006967,ORG-005,AST-06967,95,2,1,3,92,1,78,11,0.95,Low,3.1
IAM-006968,ORG-020,AST-06968,178,10,8,14,50,7,128,18,0.65,High,8.9
IAM-006969,ORG-010,AST-06969,378,27,1,17,33,1,120,17,0.74,Low,6.2
IAM-006970,ORG-001,AST-06970,74,3,2,2,94,3,73,13,0.55,High,5.4
IAM-006971,ORG-001,AST-06971,110,10,3,8,32,9,11,0,0.92,High,7.7
IAM-006972,ORG-023,AST-06972,8,1,0,0,56,0,34,2,0.33,Low,2.7
IAM-006973,ORG-020,AST-06973,391,12,5,9,63,5,21,4,0.58,Medium,4.7
IAM-006974,ORG-003,AST-06974,259,21,10,12,77,6,33,1,0.94,Medium,4.8
IAM-006975,ORG-023,AST-06975,153,15,0,1,60,1,9,0,0.74,Low,2.9
IAM-006976,ORG-007,AST-06976,325,13,6,30,78,9,156,10,0.89,High,6.2
IAM-006977,ORG-001,AST-06977,193,11,0,18,98,2,9,1,0.51,Low,1.0
IAM-006978,ORG-002,AST-06978,317,15,4,22,51,0,188,16,0.79,Low,5.2
IAM-006979,ORG-001,AST-06979,445,30,21,31,52,17,56,7,0.97,High,9.3
IAM-006980,ORG-020,AST-06980,485,1,11,39,60,0,17,0,0.83,Low,5.0
IAM-006981,ORG-007,AST-06981,262,6,5,1,74,6,138,9,0.8,High,7.0
IAM-006982,ORG-017,AST-06982,35,1,0,2,40,0,35,1,0.8,Low,4.2
IAM-006983,ORG-018,AST-06983,474,19,8,10,91,1,34,3,0.31,Low,2.7
IAM-006984,ORG-023,AST-06984,284,13,5,21,89,0,109,6,0.58,Low,2.2
IAM-006985,ORG-006,AST-06985,231,18,9,7,64,7,124,8,0.63,Medium,6.6
IAM-006986,ORG-008,AST-06986,149,14,6,12,80,1,157,30,0.95,Low,6.2
IAM-006987,ORG-018,AST-06987,454,37,11,19,76,5,27,2,0.45,Medium,4.6
IAM-006988,ORG-016,AST-06988,246,5,7,6,76,4,172,5,0.79,High,6.3
IAM-006989,ORG-025,AST-06989,302,14,8,23,38,11,106,7,0.8,High,8.8
IAM-006990,ORG-008,AST-06990,401,34,7,8,81,27,49,3,0.93,High,5.8
IAM-006991,ORG-006,AST-06991,439,14,21,18,53,12,43,2,0.5,High,10
IAM-006992,ORG-012,AST-06992,359,13,15,28,99,4,177,21,0.34,Medium,5.9
IAM-006993,ORG-001,AST-06993,104,6,3,1,43,5,148,2,0.32,High,7.5
IAM-006994,ORG-020,AST-06994,86,5,2,5,52,2,49,2,0.74,Low,4.8
IAM-006995,ORG-004,AST-06995,368,22,6,15,44,9,124,8,0.42,Medium,7.3
IAM-006996,ORG-021,AST-06996,163,8,4,13,69,3,43,8,0.67,Medium,4.3
IAM-006997,ORG-016,AST-06997,29,1,0,2,55,1,13,0,0.86,High,5.5
IAM-006998,ORG-025,AST-06998,304,30,5,20,64,26,114,12,0.43,High,7.1
IAM-006999,ORG-021,AST-06999,484,32,8,20,64,17,15,0,0.3,High,5.9
IAM-007000,ORG-022,AST-07000,280,24,13,16,93,7,98,9,0.61,Medium,4.5
IAM-007001,ORG-016,AST-07001,392,14,15,18,55,0,72,14,0.68,Low,7.4
IAM-007002,ORG-019,AST-07002,313,28,12,29,58,6,166,1,0.72,Medium,5.6
IAM-007003,ORG-004,AST-07003,383,32,0,5,42,18,156,15,0.58,High,6.7
IAM-007004,ORG-017,AST-07004,280,28,9,3,80,23,32,2,0.54,High,5.8
IAM-007005,ORG-012,AST-07005,106,6,5,5,97,1,113,13,0.58,Low,2.5
IAM-007006,ORG-004,AST-07006,224,12,0,2,97,1,162,31,0.41,Low,3.2
IAM-007007,ORG-011,AST-07007,300,11,5,17,90,9,134,6,0.35,High,4.9
IAM-007008,ORG-005,AST-07008,37,1,1,1,77,1,135,5,0.76,High,4.9
IAM-007009,ORG-010,AST-07009,126,12,2,5,30,4,167,2,0.68,Medium,6.7
IAM-007010,ORG-004,AST-07010,341,30,13,4,78,19,24,3,0.68,High,6.6
IAM-007011,ORG-005,AST-07011,446,35,4,3,91,23,147,27,0.72,High,6.6
IAM-007012,ORG-025,AST-07012,419,31,19,14,53,2,138,14,0.63,Low,8.5
IAM-007013,ORG-023,AST-07013,431,42,17,7,42,35,80,9,0.99,High,10
IAM-007014,ORG-005,AST-07014,429,39,17,27,84,38,153,4,0.4,High,7.6
IAM-007015,ORG-015,AST-07015,198,9,8,6,62,9,199,9,0.4,High,8.0
IAM-007016,ORG-007,AST-07016,359,31,15,30,53,7,200,13,0.51,Medium,8.5
IAM-007017,ORG-011,AST-07017,459,11,19,11,41,10,40,6,0.94,High,10
IAM-007018,ORG-023,AST-07018,228,1,2,22,48,0,85,6,0.79,Low,4.6
IAM-007019,ORG-023,AST-07019,210,21,8,12,85,0,155,20,0.62,Low,4.2
IAM-007020,ORG-008,AST-07020,455,15,10,1,82,13,116,12,0.87,High,6.6
IAM-007021,ORG-023,AST-07021,221,21,10,11,56,6,139,0,0.57,Medium,6.2
IAM-007022,ORG-008,AST-07022,470,29,7,26,70,11,130,2,0.53,Medium,4.4
IAM-007023,ORG-006,AST-07023,35,2,1,2,85,0,28,5,0.92,Low,1.5
IAM-007024,ORG-011,AST-07024,246,4,5,1,89,3,196,5,0.76,High,4.4
IAM-007025,ORG-020,AST-07025,323,27,5,21,54,9,4,1,0.4,Medium,5.5
IAM-007026,ORG-003,AST-07026,251,10,0,6,72,7,168,33,0.56,High,7.1
IAM-007027,ORG-008,AST-07027,311,23,13,3,57,11,80,11,0.76,Medium,8.2
IAM-007028,ORG-019,AST-07028,69,2,2,2,32,1,19,3,0.83,Low,6.9
IAM-007029,ORG-016,AST-07029,106,9,3,6,56,2,182,10,0.98,Low,5.1
IAM-007030,ORG-022,AST-07030,387,5,4,9,79,2,96,4,0.46,Low,3.5
IAM-007031,ORG-005,AST-07031,234,15,8,11,74,1,180,32,0.65,Low,6.3
IAM-007032,ORG-017,AST-07032,266,13,0,22,39,4,92,2,0.82,Medium,4.8
IAM-007033,ORG-011,AST-07033,64,2,3,2,76,0,73,0,0.66,Low,2.4
IAM-007034,ORG-018,AST-07034,444,4,11,43,30,4,102,20,0.82,High,10
IAM-007035,ORG-015,AST-07035,263,13,8,2,93,3,188,35,0.53,Medium,6.0
IAM-007036,ORG-023,AST-07036,362,5,2,11,31,1,93,11,0.85,Low,6.7
IAM-007037,ORG-004,AST-07037,410,30,19,21,95,10,143,14,0.99,Medium,6.8
IAM-007038,ORG-024,AST-07038,204,5,1,20,65,4,66,8,0.58,High,5.7
IAM-007039,ORG-002,AST-07039,449,37,0,21,87,11,175,2,0.82,Medium,1.9
IAM-007040,ORG-011,AST-07040,167,13,8,9,80,4,46,4,0.6,Medium,4.5
IAM-007041,ORG-008,AST-07041,56,4,2,5,99,2,37,6,0.57,Low,2.4
IAM-007042,ORG-004,AST-07042,24,2,0,1,97,1,187,36,0.75,Low,5.7
IAM-007043,ORG-004,AST-07043,123,12,5,11,67,5,168,10,0.75,Medium,5.1
IAM-007044,ORG-005,AST-07044,258,21,4,20,81,18,173,28,0.45,High,7.4
IAM-007045,ORG-024,AST-07045,400,23,20,28,32,2,148,11,0.54,Low,9.6
IAM-007046,ORG-012,AST-07046,424,26,17,14,100,11,17,0,0.99,Medium,4.6
IAM-007047,ORG-017,AST-07047,383,26,4,17,62,10,84,15,0.75,Medium,5.9
IAM-007048,ORG-005,AST-07048,216,17,5,19,63,6,30,3,0.94,Medium,4.7
IAM-007049,ORG-021,AST-07049,167,15,6,16,87,7,182,13,0.79,Medium,4.6
IAM-007050,ORG-006,AST-07050,53,5,2,5,64,4,91,4,0.48,High,5.8
IAM-007051,ORG-007,AST-07051,290,3,8,27,38,1,142,19,0.97,Low,8.6
IAM-007052,ORG-019,AST-07052,94,8,0,8,95,4,62,8,0.66,Medium,2.4
IAM-007053,ORG-023,AST-07053,74,6,1,7,90,2,194,8,0.82,Low,2.3
IAM-007054,ORG-002,AST-07054,304,7,7,6,92,2,194,28,0.43,Low,5.3
IAM-007055,ORG-003,AST-07055,356,7,14,26,99,3,123,6,0.82,Medium,4.9
IAM-007056,ORG-010,AST-07056,26,2,0,2,65,0,115,10,0.44,Low,3.0
IAM-007057,ORG-004,AST-07057,353,17,16,14,70,16,119,0,0.89,High,8.4
IAM-007058,ORG-022,AST-07058,486,32,20,37,48,23,188,29,0.44,High,10
IAM-007059,ORG-018,AST-07059,431,3,16,36,90,1,102,15,0.81,Low,6.6
IAM-007060,ORG-016,AST-07060,434,5,3,29,36,2,143,21,0.39,Low,8.5
IAM-007061,ORG-004,AST-07061,171,14,1,14,68,10,53,9,0.37,High,5.3
IAM-007062,ORG-012,AST-07062,366,18,12,8,81,18,112,12,0.78,High,8.1
IAM-007063,ORG-020,AST-07063,316,25,6,9,55,14,12,2,0.41,High,6.1
IAM-007064,ORG-018,AST-07064,185,17,7,16,52,16,171,3,0.71,High,8.2
IAM-007065,ORG-005,AST-07065,393,14,2,20,39,2,68,5,0.88,Low,5.8
IAM-007066,ORG-017,AST-07066,486,41,15,27,72,13,175,31,0.66,Medium,9.4
IAM-007067,ORG-021,AST-07067,454,15,8,3,37,11,190,14,0.44,High,9.7
IAM-007068,ORG-003,AST-07068,157,12,7,11,41,11,16,0,0.38,High,8.5
IAM-007069,ORG-021,AST-07069,390,15,11,31,66,11,134,1,0.61,High,6.7
IAM-007070,ORG-017,AST-07070,158,2,3,1,83,1,166,2,0.71,Low,3.5
IAM-007071,ORG-015,AST-07071,477,4,6,43,97,3,87,7,0.69,High,4.0
IAM-007072,ORG-023,AST-07072,196,1,2,7,92,1,121,16,0.34,High,6.0
IAM-007073,ORG-024,AST-07073,180,1,6,9,71,1,47,5,0.6,High,6.9
IAM-007074,ORG-017,AST-07074,152,14,2,8,57,4,133,18,0.31,Medium,5.7
IAM-007075,ORG-025,AST-07075,249,21,2,20,97,21,98,16,0.33,High,5.5
IAM-007076,ORG-020,AST-07076,138,6,2,3,36,2,195,2,0.42,Low,5.5
IAM-007077,ORG-008,AST-07077,399,1,6,3,50,0,184,12,0.78,Low,5.9
IAM-007078,ORG-010,AST-07078,92,3,1,3,51,1,185,21,0.75,Low,6.5
IAM-007079,ORG-021,AST-07079,168,11,1,9,73,8,102,1,0.85,High,4.7
IAM-007080,ORG-010,AST-07080,34,2,0,3,64,0,31,2,0.88,Low,2.8
IAM-007081,ORG-022,AST-07081,207,15,9,9,41,5,94,4,0.49,Medium,7.2
IAM-007082,ORG-018,AST-07082,66,2,1,5,58,0,169,3,0.71,Low,3.1
IAM-007083,ORG-024,AST-07083,34,2,1,1,68,2,68,6,0.56,High,5.8
IAM-007084,ORG-016,AST-07084,125,3,5,2,73,2,40,3,0.98,High,5.0
IAM-007085,ORG-009,AST-07085,354,15,17,33,58,5,39,6,0.47,Medium,7.6
IAM-007086,ORG-016,AST-07086,272,4,10,15,41,1,21,1,0.89,Low,6.5
IAM-007087,ORG-009,AST-07087,64,3,0,1,72,2,172,16,0.88,High,5.6
IAM-007088,ORG-009,AST-07088,138,8,1,0,82,6,78,7,0.33,High,4.5
IAM-007089,ORG-024,AST-07089,51,5,1,0,60,0,91,10,0.91,Low,4.2
IAM-007090,ORG-018,AST-07090,78,2,2,7,35,2,53,2,0.86,High,8.0
IAM-007091,ORG-008,AST-07091,298,7,6,15,51,4,117,15,0.97,High,7.6
IAM-007092,ORG-001,AST-07092,223,11,2,14,94,5,38,5,0.57,Medium,3.1
IAM-007093,ORG-022,AST-07093,198,19,0,10,89,16,124,7,0.57,High,3.5
IAM-007094,ORG-020,AST-07094,429,23,12,16,48,1,144,17,0.49,Low,7.9
IAM-007095,ORG-013,AST-07095,141,4,6,10,73,2,18,3,0.68,Low,5.2
IAM-007096,ORG-022,AST-07096,52,3,2,2,55,2,26,1,0.5,High,5.4
IAM-007097,ORG-020,AST-07097,454,16,14,6,99,10,66,4,0.45,High,5.2
IAM-007098,ORG-020,AST-07098,442,44,21,16,53,40,14,0,0.51,High,10
IAM-007099,ORG-001,AST-07099,376,18,2,28,36,13,109,7,0.81,High,7.5
IAM-007100,ORG-014,AST-07100,370,10,0,11,66,2,178,34,0.83,Low,6.5
IAM-007101,ORG-020,AST-07101,420,39,21,1,90,10,22,2,0.6,Medium,5.5
IAM-007102,ORG-005,AST-07102,471,3,7,40,60,3,148,0,0.64,High,7.5
IAM-007103,ORG-018,AST-07103,441,43,22,6,87,8,150,30,0.46,Medium,8.8
IAM-007104,ORG-008,AST-07104,53,1,0,4,54,0,43,7,0.8,Low,3.3
IAM-007105,ORG-006,AST-07105,457,29,5,35,83,29,51,2,0.82,High,5.5
IAM-007106,ORG-017,AST-07106,389,4,6,24,54,2,141,14,0.42,Low,7.2
IAM-007107,ORG-024,AST-07107,249,22,11,4,79,18,121,14,0.79,High,7.1
IAM-007108,ORG-007,AST-07108,387,12,2,12,67,9,70,3,0.43,High,5.2
IAM-007109,ORG-004,AST-07109,409,31,8,33,48,24,148,25,0.64,High,9.7
IAM-007110,ORG-005,AST-07110,395,19,15,18,30,7,74,2,0.45,Medium,9.2
IAM-007111,ORG-023,AST-07111,447,21,19,33,45,0,165,22,0.42,Low,9.8
IAM-007112,ORG-014,AST-07112,341,16,5,25,86,15,150,0,0.6,High,4.8
IAM-007113,ORG-001,AST-07113,352,8,1,1,39,4,99,8,0.73,Medium,6.3
IAM-007114,ORG-007,AST-07114,37,3,1,2,76,3,97,16,0.91,High,6.6
IAM-007115,ORG-024,AST-07115,207,18,8,13,32,15,85,9,0.88,High,9.5
IAM-007116,ORG-013,AST-07116,168,6,6,3,100,4,130,10,0.98,High,4.7
IAM-007117,ORG-010,AST-07117,273,4,1,11,39,2,116,1,0.65,Low,5.4
IAM-007118,ORG-005,AST-07118,496,49,19,3,98,7,48,8,0.54,Medium,4.8
IAM-007119,ORG-022,AST-07119,73,4,0,4,93,0,121,24,0.37,Low,3.1
IAM-007120,ORG-016,AST-07120,222,7,4,7,84,2,77,5,0.5,Low,2.9
IAM-007121,ORG-015,AST-07121,142,8,4,1,96,7,158,9,0.67,High,4.3
IAM-007122,ORG-012,AST-07122,19,2,0,0,50,0,153,16,0.98,Low,5.0
IAM-007123,ORG-006,AST-07123,393,11,16,38,66,9,195,27,0.87,High,10
IAM-007124,ORG-019,AST-07124,269,8,12,20,42,1,188,13,0.35,Low,7.9
IAM-007125,ORG-014,AST-07125,289,16,0,2,94,6,196,2,0.77,Medium,1.4
IAM-007126,ORG-010,AST-07126,124,6,1,8,50,0,133,2,0.49,Low,3.7
IAM-007127,ORG-019,AST-07127,265,20,7,25,58,8,69,8,0.77,Medium,6.7
IAM-007128,ORG-023,AST-07128,12,2,0,0,42,1,109,15,0.49,Low,6.7
IAM-007129,ORG-013,AST-07129,344,31,5,26,91,3,55,6,0.32,Medium,2.6
IAM-007130,ORG-005,AST-07130,76,7,3,3,30,2,96,6,0.63,Low,6.7
IAM-007131,ORG-009,AST-07131,485,41,13,25,72,14,135,14,0.37,Medium,7.3
IAM-007132,ORG-022,AST-07132,332,33,5,8,88,18,18,0,0.48,High,3.2
IAM-007133,ORG-023,AST-07133,175,11,5,13,55,9,9,0,0.93,High,6.4
IAM-007134,ORG-025,AST-07134,128,6,0,3,40,4,45,3,0.41,High,6.6
IAM-007135,ORG-003,AST-07135,48,4,0,0,33,3,108,13,0.93,High,8.0
IAM-007136,ORG-003,AST-07136,50,3,0,5,67,3,48,1,0.58,High,5.5
IAM-007137,ORG-004,AST-07137,172,4,3,1,58,2,37,1,0.86,Low,5.2
IAM-007138,ORG-017,AST-07138,457,32,7,4,89,0,197,22,0.73,Low,4.0
IAM-007139,ORG-008,AST-07139,129,6,4,4,94,6,14,2,0.88,High,4.2
IAM-007140,ORG-017,AST-07140,112,7,0,3,47,4,187,14,0.51,High,6.9
IAM-007141,ORG-023,AST-07141,388,1,0,7,68,1,28,1,0.75,High,4.8
IAM-007142,ORG-020,AST-07142,137,10,2,8,66,6,17,0,0.7,High,4.2
IAM-007143,ORG-008,AST-07143,95,3,3,3,87,0,135,12,0.68,Low,2.5
IAM-007144,ORG-007,AST-07144,39,1,1,2,46,1,1,1,0.4,High,6.9
IAM-007145,ORG-013,AST-07145,196,14,6,6,58,5,21,2,0.83,Medium,4.9
IAM-007146,ORG-020,AST-07146,296,6,14,19,58,1,44,1,0.77,Low,5.8
IAM-007147,ORG-010,AST-07147,220,22,2,15,65,3,109,5,0.87,Medium,3.2
IAM-007148,ORG-022,AST-07148,118,9,0,1,42,8,146,3,0.56,High,6.5
IAM-007149,ORG-024,AST-07149,71,1,0,2,68,1,59,10,0.39,High,6.0
IAM-007150,ORG-008,AST-07150,263,26,7,9,96,17,93,0,0.88,High,3.5
IAM-007151,ORG-011,AST-07151,307,5,13,15,65,2,161,9,0.51,Low,6.9
IAM-007152,ORG-015,AST-07152,206,3,8,5,74,3,199,2,0.87,High,7.0
IAM-007153,ORG-007,AST-07153,131,10,5,12,75,1,140,8,0.52,Low,3.9
IAM-007154,ORG-022,AST-07154,185,2,3,1,32,2,10,0,0.58,High,8.3
IAM-007155,ORG-016,AST-07155,328,15,9,8,90,14,0,1,0.33,High,5.8
IAM-007156,ORG-014,AST-07156,5,1,0,0,77,1,127,8,0.4,High,5.3
IAM-007157,ORG-016,AST-07157,185,2,2,4,85,0,101,12,0.55,Low,2.9
IAM-007158,ORG-025,AST-07158,393,8,16,3,37,8,35,3,0.39,High,10
IAM-007159,ORG-025,AST-07159,134,12,4,8,34,0,44,3,0.55,Low,5.5
IAM-007160,ORG-025,AST-07160,128,11,5,2,80,1,88,4,0.5,Low,2.8
IAM-007161,ORG-012,AST-07161,26,1,0,0,74,1,91,1,0.91,High,4.4
IAM-007162,ORG-014,AST-07162,452,13,8,7,59,4,25,1,0.58,Medium,4.9
IAM-007163,ORG-008,AST-07163,23,1,1,0,82,0,117,18,0.75,Low,3.0
IAM-007164,ORG-003,AST-07164,243,11,0,7,37,7,170,1,0.47,High,6.7
IAM-007165,ORG-005,AST-07165,11,1,0,1,39,0,101,10,0.84,Low,4.8
IAM-007166,ORG-023,AST-07166,341,10,4,16,78,8,40,1,0.52,High,5.2
IAM-007167,ORG-013,AST-07167,195,9,4,2,87,6,30,6,0.92,High,3.9
IAM-007168,ORG-018,AST-07168,44,3,0,2,55,1,200,25,0.86,Low,6.4
IAM-007169,ORG-024,AST-07169,452,33,0,19,75,7,14,2,0.32,Medium,2.0
IAM-007170,ORG-018,AST-07170,152,5,1,14,94,5,84,13,0.3,High,5.0
IAM-007171,ORG-005,AST-07171,70,1,1,0,52,0,10,1,0.84,Low,3.6
IAM-007172,ORG-004,AST-07172,128,11,3,9,67,6,139,26,0.88,High,7.3
IAM-007173,ORG-012,AST-07173,237,10,7,21,62,9,65,3,0.47,High,6.8
IAM-007174,ORG-007,AST-07174,302,10,7,22,56,8,23,0,0.5,High,6.8
IAM-007175,ORG-009,AST-07175,321,22,6,31,38,13,91,12,0.82,High,8.4
IAM-007176,ORG-009,AST-07176,173,13,3,6,68,3,0,1,0.89,Medium,3.5
IAM-007177,ORG-008,AST-07177,253,3,7,1,94,2,66,13,0.94,High,4.8
IAM-007178,ORG-023,AST-07178,78,2,3,1,50,2,186,20,0.45,High,9.1
IAM-007179,ORG-008,AST-07179,403,38,0,18,64,14,164,19,0.8,Medium,5.9
IAM-007180,ORG-012,AST-07180,111,1,2,10,80,0,165,7,0.66,Low,2.7
IAM-007181,ORG-025,AST-07181,90,7,3,2,74,3,12,0,0.47,Medium,3.6
IAM-007182,ORG-024,AST-07182,207,5,6,17,60,3,25,4,0.88,High,6.2
IAM-007183,ORG-001,AST-07183,430,23,12,24,44,18,113,13,0.47,High,10
IAM-007184,ORG-016,AST-07184,391,14,17,15,36,2,48,0,0.69,Low,7.6
IAM-007185,ORG-013,AST-07185,431,22,7,1,59,5,128,13,0.85,Medium,6.2
IAM-007186,ORG-025,AST-07186,484,47,10,0,51,29,79,6,0.84,High,7.5
IAM-007187,ORG-016,AST-07187,34,1,1,3,55,1,49,9,0.46,High,6.8
IAM-007188,ORG-016,AST-07188,10,1,0,1,31,1,44,3,0.96,High,7.8
IAM-007189,ORG-001,AST-07189,228,18,10,14,93,16,21,2,0.89,High,5.1
IAM-007190,ORG-001,AST-07190,479,9,3,25,69,9,69,12,0.54,High,6.9
IAM-007191,ORG-007,AST-07191,65,6,0,5,44,6,62,4,0.57,High,6.7
IAM-007192,ORG-021,AST-07192,275,10,0,27,33,10,87,3,0.8,High,7.8
IAM-007193,ORG-024,AST-07193,418,16,14,29,47,7,35,4,0.32,Medium,8.1
IAM-007194,ORG-015,AST-07194,446,26,13,12,81,19,109,13,0.49,High,7.5
IAM-007195,ORG-024,AST-07195,54,3,0,2,80,1,94,11,0.48,Low,3.3
IAM-007196,ORG-012,AST-07196,163,11,8,14,48,0,33,4,0.71,Low,5.1
IAM-007197,ORG-015,AST-07197,384,13,11,5,46,6,184,35,0.82,Medium,10
IAM-007198,ORG-006,AST-07198,72,2,1,5,65,2,175,23,0.83,High,8.1
IAM-007199,ORG-010,AST-07199,272,4,1,7,82,3,61,11,0.73,High,4.3
IAM-007200,ORG-016,AST-07200,311,11,1,10,36,8,13,2,0.52,High,6.8
IAM-007201,ORG-015,AST-07201,161,3,7,11,52,3,72,2,0.53,High,7.7
IAM-007202,ORG-007,AST-07202,22,1,1,1,71,1,9,1,0.67,High,5.0
IAM-007203,ORG-020,AST-07203,45,3,0,2,85,1,159,4,0.64,Low,2.1
IAM-007204,ORG-008,AST-07204,324,25,13,17,83,21,106,14,0.69,High,7.2
IAM-007205,ORG-006,AST-07205,277,16,10,14,40,12,155,1,0.55,High,8.2
IAM-007206,ORG-017,AST-07206,107,3,5,1,60,1,49,0,0.98,Low,4.8
IAM-007207,ORG-002,AST-07207,340,23,16,22,83,7,187,17,0.81,Medium,6.8
IAM-007208,ORG-006,AST-07208,330,8,13,17,37,3,63,10,0.32,Medium,8.7
IAM-007209,ORG-019,AST-07209,81,2,0,3,95,0,171,18,0.38,Low,2.0
IAM-007210,ORG-003,AST-07210,341,18,11,33,43,17,5,1,0.47,High,8.8
IAM-007211,ORG-008,AST-07211,126,4,4,3,99,4,192,19,0.53,High,5.8
IAM-007212,ORG-004,AST-07212,102,10,5,4,95,9,161,17,0.61,High,5.4
IAM-007213,ORG-006,AST-07213,453,7,10,0,60,3,82,15,0.54,Medium,7.8
IAM-007214,ORG-007,AST-07214,190,17,9,17,37,2,102,5,0.65,Low,6.4
IAM-007215,ORG-001,AST-07215,465,26,7,17,34,2,106,7,0.41,Low,6.3
IAM-007216,ORG-003,AST-07216,185,12,7,3,49,1,183,24,0.5,Low,7.0
IAM-007217,ORG-002,AST-07217,162,1,1,0,65,0,175,17,0.4,Low,4.6
IAM-007218,ORG-022,AST-07218,288,21,9,9,30,15,153,12,0.48,High,9.4
IAM-007219,ORG-019,AST-07219,63,6,1,2,32,1,75,11,0.77,Low,6.5
IAM-007220,ORG-014,AST-07220,355,11,8,33,34,6,104,1,0.56,High,7.5
IAM-007221,ORG-006,AST-07221,411,12,5,24,59,4,190,1,0.77,Medium,5.1
IAM-007222,ORG-024,AST-07222,285,23,9,4,50,18,155,12,0.72,High,8.2
IAM-007223,ORG-004,AST-07223,423,11,0,16,93,10,105,9,0.96,High,3.8
IAM-007224,ORG-021,AST-07224,320,32,6,4,72,22,52,8,0.71,High,6.2
IAM-007225,ORG-013,AST-07225,186,5,7,13,65,3,16,0,0.64,High,5.5
IAM-007226,ORG-005,AST-07226,135,13,4,1,100,3,13,0,0.46,Medium,1.0
IAM-007227,ORG-011,AST-07227,31,3,0,1,82,2,49,3,0.73,High,3.2
IAM-007228,ORG-002,AST-07228,224,5,8,12,39,2,78,5,0.4,Low,7.5
IAM-007229,ORG-009,AST-07229,323,12,4,30,58,4,156,29,0.72,Medium,7.8
IAM-007230,ORG-013,AST-07230,344,20,11,10,99,1,193,15,0.54,Low,4.4
IAM-007231,ORG-016,AST-07231,50,3,2,5,42,1,183,15,0.42,Low,7.1
IAM-007232,ORG-002,AST-07232,70,4,2,5,80,2,124,4,0.6,Low,3.8
IAM-007233,ORG-007,AST-07233,161,8,3,6,65,1,22,4,0.68,Low,3.6
IAM-007234,ORG-013,AST-07234,277,17,11,14,78,3,138,8,0.81,Medium,4.9
IAM-007235,ORG-001,AST-07235,310,4,15,25,78,4,139,9,0.6,High,8.7
IAM-007236,ORG-007,AST-07236,19,1,0,1,61,0,14,2,0.73,Low,2.8
IAM-007237,ORG-025,AST-07237,257,13,9,6,92,2,120,14,0.65,Low,4.2
IAM-007238,ORG-017,AST-07238,124,8,2,5,99,6,10,2,0.87,High,3.4
IAM-007239,ORG-018,AST-07239,438,12,16,41,78,11,4,1,0.8,High,7.3
IAM-007240,ORG-001,AST-07240,27,1,1,2,88,0,169,3,0.81,Low,1.2
