mapping_id,organization_id,control_id,framework,framework_function,framework_category,requirement_id,compliance_status,evidence_available,evidence_quality,gap_score
CMAP-000604,ORG-014,CTRL-0204,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -34,Partially Compliant,True,Weak,0.48
CMAP-000605,ORG-014,CTRL-0204,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-41,Partially Compliant,True,Weak,0.8
CMAP-000606,ORG-014,CTRL-0204,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -50,Non-Compliant,False,None,0.74
CMAP-000607,ORG-014,CTRL-0205,ISO/IEC 27001,A.6,A.6 Organization,ISO/-30,Compliant,True,Moderate,0
CMAP-000608,ORG-014,CTRL-0205,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-11,Compliant,True,Strong,0
CMAP-000609,ORG-014,CTRL-0205,NIST Cybersecurity Framework,Respond,Respond,NIST-35,Compliant,True,Strong,0
CMAP-000610,ORG-014,CTRL-0205,CIS Controls,CIS,CIS 4 Secure Config,CIS -8,Compliant,True,Moderate,0
CMAP-000611,ORG-014,CTRL-0206,NIST Cybersecurity Framework,Identify,Identify,NIST-26,Compliant,True,Strong,0
CMAP-000612,ORG-014,CTRL-0206,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-5,Compliant,True,Moderate,0
CMAP-000613,ORG-015,CTRL-0207,CIS Controls,CIS,CIS 8 Audit Logs,CIS -31,Compliant,True,Moderate,0
CMAP-000614,ORG-015,CTRL-0207,ISO/IEC 27001,A.6,A.6 Organization,ISO/-13,Compliant,True,Strong,0
CMAP-000615,ORG-015,CTRL-0208,CIS Controls,CIS,CIS 4 Secure Config,CIS -9,Non-Compliant,False,None,0.57
CMAP-000616,ORG-015,CTRL-0208,NIST Cybersecurity Framework,Identify,Identify,NIST-27,Partially Compliant,False,None,0.27
CMAP-000617,ORG-015,CTRL-0208,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-37,Non-Compliant,False,None,0.23
CMAP-000618,ORG-015,CTRL-0209,NIST Cybersecurity Framework,Protect,Protect,NIST-15,Non-Compliant,False,None,0.82
CMAP-000619,ORG-015,CTRL-0209,RBI Cyber Security Framework,Network,Network Security,RBI -45,Partially Compliant,True,Moderate,0.28
CMAP-000620,ORG-015,CTRL-0210,NIST Cybersecurity Framework,Respond,Respond,NIST-41,Compliant,True,Moderate,0
CMAP-000621,ORG-015,CTRL-0210,RBI Cyber Security Framework,Governance,Governance,RBI -27,Compliant,True,Moderate,0
CMAP-000622,ORG-015,CTRL-0210,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-31,Compliant,True,Weak,0
CMAP-000623,ORG-015,CTRL-0211,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -48,Partially Compliant,True,Weak,0.83
CMAP-000624,ORG-015,CTRL-0211,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -46,Partially Compliant,True,Moderate,0.84
CMAP-000625,ORG-015,CTRL-0211,NIST Cybersecurity Framework,Govern,Govern,NIST-12,Non-Compliant,False,None,0.48
CMAP-000626,ORG-015,CTRL-0212,CIS Controls,CIS,CIS 11 Data Recovery,CIS -14,Non-Compliant,False,None,0.52
CMAP-000627,ORG-015,CTRL-0212,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-32,Non-Compliant,False,None,0.36
CMAP-000628,ORG-015,CTRL-0213,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-20,Partially Compliant,False,None,0.7
CMAP-000629,ORG-015,CTRL-0213,ISO/IEC 27001,A.6,A.6 Organization,ISO/-44,Non-Compliant,False,None,0.28
CMAP-000630,ORG-015,CTRL-0214,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-32,Partially Compliant,True,Moderate,0.82
CMAP-000631,ORG-015,CTRL-0214,CIS Controls,CIS,CIS 11 Data Recovery,CIS -8,Non-Compliant,False,None,0.55
CMAP-000632,ORG-015,CTRL-0215,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -42,Partially Compliant,True,Moderate,0.81
CMAP-000633,ORG-015,CTRL-0215,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-49,Partially Compliant,False,None,0.81
CMAP-000634,ORG-015,CTRL-0215,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-50,Non-Compliant,False,None,0.25
CMAP-000635,ORG-015,CTRL-0215,NIST Cybersecurity Framework,Govern,Govern,NIST-33,Non-Compliant,False,None,0.89
CMAP-000636,ORG-015,CTRL-0216,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-11,Non-Compliant,False,None,0.25
CMAP-000637,ORG-015,CTRL-0216,ISO/IEC 27001,A.6,A.6 Organization,ISO/-5,Non-Compliant,False,None,0.68
CMAP-000638,ORG-015,CTRL-0217,RBI Cyber Security Framework,Incident,Incident Response,RBI -37,Partially Compliant,True,Moderate,0.86
CMAP-000639,ORG-015,CTRL-0217,NIST Cybersecurity Framework,Respond,Respond,NIST-18,Non-Compliant,False,None,0.22
CMAP-000640,ORG-015,CTRL-0217,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-7,Non-Compliant,False,None,0.33
CMAP-000641,ORG-015,CTRL-0218,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -2,Non-Compliant,False,None,0.76
CMAP-000642,ORG-015,CTRL-0218,NIST Cybersecurity Framework,Identify,Identify,NIST-39,Non-Compliant,False,None,0.8
CMAP-000643,ORG-015,CTRL-0218,ISO/IEC 27001,A.6,A.6 Organization,ISO/-30,Non-Compliant,False,None,0.74
CMAP-000644,ORG-015,CTRL-0219,NIST Cybersecurity Framework,Identify,Identify,NIST-22,Partially Compliant,False,None,0.59
CMAP-000645,ORG-015,CTRL-0219,ISO/IEC 27001,A.5,A.5 Policies,ISO/-24,Partially Compliant,False,None,0.64
CMAP-000646,ORG-015,CTRL-0219,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-15,Partially Compliant,False,None,0.68
CMAP-000647,ORG-015,CTRL-0220,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-24,Compliant,True,Weak,0
CMAP-000648,ORG-015,CTRL-0220,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-22,Compliant,True,Moderate,0
CMAP-000649,ORG-016,CTRL-0221,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-2,Non-Compliant,False,None,0.76
CMAP-000650,ORG-016,CTRL-0221,CIS Controls,CIS,CIS 4 Secure Config,CIS -46,Partially Compliant,True,Moderate,0.51
CMAP-000651,ORG-016,CTRL-0222,NIST Cybersecurity Framework,Govern,Govern,NIST-46,Non-Compliant,False,None,0.69
CMAP-000652,ORG-016,CTRL-0222,RBI Cyber Security Framework,Network,Network Security,RBI -13,Non-Compliant,False,None,0.42
CMAP-000653,ORG-016,CTRL-0222,CIS Controls,CIS,CIS 11 Data Recovery,CIS -6,Non-Compliant,False,None,0.83
CMAP-000654,ORG-016,CTRL-0222,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-20,Non-Compliant,False,None,0.85
CMAP-000655,ORG-016,CTRL-0223,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-40,Partially Compliant,True,Strong,0.35
CMAP-000656,ORG-016,CTRL-0223,RBI Cyber Security Framework,Governance,Governance,RBI -28,Non-Compliant,False,None,0.83
CMAP-000657,ORG-016,CTRL-0224,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-43,Non-Compliant,False,None,0.38
CMAP-000658,ORG-016,CTRL-0224,NIST Cybersecurity Framework,Protect,Protect,NIST-49,Non-Compliant,False,None,0.76
CMAP-000659,ORG-016,CTRL-0224,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -2,Non-Compliant,False,None,0.86
CMAP-000660,ORG-016,CTRL-0224,CIS Controls,CIS,CIS 8 Audit Logs,CIS -16,Non-Compliant,False,None,0.42
CMAP-000661,ORG-016,CTRL-0225,RBI Cyber Security Framework,Governance,Governance,RBI -41,Non-Compliant,False,None,0.79
CMAP-000662,ORG-016,CTRL-0225,NIST Cybersecurity Framework,Recover,Recover,NIST-10,Partially Compliant,False,None,0.29
CMAP-000663,ORG-016,CTRL-0225,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-5,Non-Compliant,False,None,0.58
CMAP-000664,ORG-016,CTRL-0226,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-26,Compliant,True,Strong,0
CMAP-000665,ORG-016,CTRL-0226,CIS Controls,CIS,CIS 6 Access Control,CIS -49,Compliant,True,Weak,0
CMAP-000666,ORG-016,CTRL-0226,RBI Cyber Security Framework,Incident,Incident Response,RBI -46,Compliant,True,Moderate,0
CMAP-000667,ORG-016,CTRL-0227,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-17,Compliant,True,Strong,0
CMAP-000668,ORG-016,CTRL-0227,NIST Cybersecurity Framework,Detect,Detect,NIST-20,Compliant,True,Moderate,0
CMAP-000669,ORG-016,CTRL-0228,NIST Cybersecurity Framework,Detect,Detect,NIST-28,Partially Compliant,True,Weak,0.36
CMAP-000670,ORG-016,CTRL-0228,ISO/IEC 27001,A.6,A.6 Organization,ISO/-2,Non-Compliant,False,None,0.46
CMAP-000671,ORG-016,CTRL-0229,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-46,Non-Compliant,False,None,0.26
CMAP-000672,ORG-016,CTRL-0229,RBI Cyber Security Framework,Governance,Governance,RBI -35,Partially Compliant,True,Weak,0.86
CMAP-000673,ORG-016,CTRL-0229,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-3,Partially Compliant,False,None,0.42
CMAP-000674,ORG-016,CTRL-0230,NIST Cybersecurity Framework,Protect,Protect,NIST-4,Non-Compliant,False,None,0.66
CMAP-000675,ORG-016,CTRL-0230,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-42,Partially Compliant,True,Weak,0.38
CMAP-000676,ORG-016,CTRL-0230,CIS Controls,CIS,CIS 8 Audit Logs,CIS -29,Non-Compliant,False,None,0.23
CMAP-000677,ORG-016,CTRL-0230,RBI Cyber Security Framework,Governance,Governance,RBI -35,Non-Compliant,False,None,0.65
CMAP-000678,ORG-016,CTRL-0231,NIST Cybersecurity Framework,Govern,Govern,NIST-19,Non-Compliant,False,None,0.23
CMAP-000679,ORG-016,CTRL-0231,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-19,Partially Compliant,False,None,0.5
CMAP-000680,ORG-016,CTRL-0232,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-41,Non-Compliant,False,None,0.55
CMAP-000681,ORG-016,CTRL-0232,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -19,Partially Compliant,True,Weak,0.84
CMAP-000682,ORG-016,CTRL-0232,RBI Cyber Security Framework,Incident,Incident Response,RBI -24,Non-Compliant,False,None,0.51
CMAP-000683,ORG-016,CTRL-0233,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-19,Partially Compliant,False,None,0.52
CMAP-000684,ORG-016,CTRL-0233,RBI Cyber Security Framework,Access,Access Control,RBI -4,Non-Compliant,False,None,0.5
CMAP-000685,ORG-016,CTRL-0234,NIST Cybersecurity Framework,Identify,Identify,NIST-35,Compliant,True,Weak,0
CMAP-000686,ORG-016,CTRL-0234,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -29,Compliant,True,Strong,0
CMAP-000687,ORG-016,CTRL-0235,NIST Cybersecurity Framework,Identify,Identify,NIST-5,Compliant,True,Strong,0
CMAP-000688,ORG-016,CTRL-0235,CIS Controls,CIS,CIS 11 Data Recovery,CIS -18,Compliant,True,Weak,0
CMAP-000689,ORG-016,CTRL-0236,NIST Cybersecurity Framework,Detect,Detect,NIST-7,Non-Compliant,False,None,0.34
CMAP-000690,ORG-016,CTRL-0236,RBI Cyber Security Framework,Incident,Incident Response,RBI -43,Partially Compliant,False,None,0.46
CMAP-000691,ORG-016,CTRL-0237,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-24,Partially Compliant,True,Moderate,0.44
CMAP-000692,ORG-016,CTRL-0237,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-46,Partially Compliant,True,Moderate,0.64
CMAP-000693,ORG-016,CTRL-0237,CIS Controls,CIS,CIS 8 Audit Logs,CIS -3,Non-Compliant,False,None,0.7
CMAP-000694,ORG-017,CTRL-0238,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-31,Compliant,True,Moderate,0
CMAP-000695,ORG-017,CTRL-0238,NIST Cybersecurity Framework,Recover,Recover,NIST-22,Compliant,True,Weak,0
CMAP-000696,ORG-017,CTRL-0239,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -28,Compliant,True,Moderate,0
CMAP-000697,ORG-017,CTRL-0239,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-10,Compliant,True,Weak,0
CMAP-000698,ORG-017,CTRL-0239,RBI Cyber Security Framework,Access,Access Control,RBI -9,Compliant,True,Weak,0
CMAP-000699,ORG-017,CTRL-0240,RBI Cyber Security Framework,Governance,Governance,RBI -8,Compliant,True,Strong,0
CMAP-000700,ORG-017,CTRL-0240,NIST Cybersecurity Framework,Respond,Respond,NIST-22,Compliant,True,Weak,0
CMAP-000701,ORG-017,CTRL-0240,CIS Controls,CIS,CIS 8 Audit Logs,CIS -2,Compliant,True,Weak,0
CMAP-000702,ORG-017,CTRL-0240,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-27,Compliant,True,Strong,0
CMAP-000703,ORG-017,CTRL-0241,RBI Cyber Security Framework,Governance,Governance,RBI -21,Non-Compliant,False,None,0.25
CMAP-000704,ORG-017,CTRL-0241,NIST Cybersecurity Framework,Protect,Protect,NIST-5,Partially Compliant,False,None,0.73
CMAP-000705,ORG-017,CTRL-0242,NIST Cybersecurity Framework,Protect,Protect,NIST-34,Partially Compliant,True,Strong,0.22
CMAP-000706,ORG-017,CTRL-0242,ISO/IEC 27001,A.5,A.5 Policies,ISO/-18,Partially Compliant,True,Strong,0.62
CMAP-000707,ORG-017,CTRL-0242,RBI Cyber Security Framework,Incident,Incident Response,RBI -26,Partially Compliant,True,Strong,0.86
CMAP-000708,ORG-017,CTRL-0242,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-15,Partially Compliant,True,Strong,0.68
CMAP-000709,ORG-017,CTRL-0243,CIS Controls,CIS,CIS 4 Secure Config,CIS -5,Non-Compliant,False,None,0.33
CMAP-000710,ORG-017,CTRL-0243,NIST Cybersecurity Framework,Recover,Recover,NIST-6,Partially Compliant,False,None,0.61
CMAP-000711,ORG-017,CTRL-0243,RBI Cyber Security Framework,Incident,Incident Response,RBI -5,Non-Compliant,False,None,0.32
CMAP-000712,ORG-017,CTRL-0244,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-43,Partially Compliant,False,None,0.71
CMAP-000713,ORG-017,CTRL-0244,NIST Cybersecurity Framework,Detect,Detect,NIST-20,Partially Compliant,True,Moderate,0.52
CMAP-000714,ORG-017,CTRL-0244,CIS Controls,CIS,CIS 11 Data Recovery,CIS -1,Non-Compliant,False,None,0.81
CMAP-000715,ORG-017,CTRL-0244,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -44,Non-Compliant,False,None,0.53
CMAP-000716,ORG-017,CTRL-0245,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -5,Compliant,True,Weak,0
CMAP-000717,ORG-017,CTRL-0245,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -24,Compliant,True,Moderate,0
CMAP-000718,ORG-017,CTRL-0246,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -28,Partially Compliant,True,Weak,0.84
CMAP-000719,ORG-017,CTRL-0246,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-22,Partially Compliant,False,None,0.63
CMAP-000720,ORG-017,CTRL-0246,RBI Cyber Security Framework,Network,Network Security,RBI -22,Non-Compliant,False,None,0.81
CMAP-000721,ORG-017,CTRL-0247,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-30,Non-Compliant,False,None,0.22
CMAP-000722,ORG-017,CTRL-0247,NIST Cybersecurity Framework,Detect,Detect,NIST-14,Partially Compliant,False,None,0.63
CMAP-000723,ORG-017,CTRL-0247,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -22,Partially Compliant,False,None,0.39
CMAP-000724,ORG-017,CTRL-0248,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-47,Partially Compliant,False,None,0.24
CMAP-000725,ORG-017,CTRL-0248,RBI Cyber Security Framework,Network,Network Security,RBI -32,Partially Compliant,False,None,0.29
CMAP-000726,ORG-017,CTRL-0249,CIS Controls,CIS,CIS 4 Secure Config,CIS -49,Non-Compliant,False,None,0.22
CMAP-000727,ORG-017,CTRL-0249,ISO/IEC 27001,A.5,A.5 Policies,ISO/-18,Non-Compliant,False,None,0.9
CMAP-000728,ORG-017,CTRL-0249,NIST Cybersecurity Framework,Protect,Protect,NIST-13,Partially Compliant,False,None,0.76
CMAP-000729,ORG-017,CTRL-0249,RBI Cyber Security Framework,Network,Network Security,RBI -37,Non-Compliant,False,None,0.52
CMAP-000730,ORG-017,CTRL-0250,CIS Controls,CIS,CIS 8 Audit Logs,CIS -46,Compliant,True,Weak,0
CMAP-000731,ORG-017,CTRL-0250,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -10,Compliant,True,Moderate,0
CMAP-000732,ORG-017,CTRL-0250,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-49,Compliant,True,Strong,0
CMAP-000733,ORG-017,CTRL-0251,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-49,Compliant,True,Strong,0
CMAP-000734,ORG-017,CTRL-0251,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-28,Compliant,True,Strong,0
CMAP-000735,ORG-017,CTRL-0251,NIST Cybersecurity Framework,Govern,Govern,NIST-6,Compliant,True,Moderate,0
CMAP-000736,ORG-017,CTRL-0251,RBI Cyber Security Framework,Incident,Incident Response,RBI -6,Compliant,True,Moderate,0
CMAP-000737,ORG-017,CTRL-0252,NIST Cybersecurity Framework,Govern,Govern,NIST-10,Compliant,True,Moderate,0
CMAP-000738,ORG-017,CTRL-0252,RBI Cyber Security Framework,Access,Access Control,RBI -23,Compliant,True,Strong,0
CMAP-000739,ORG-017,CTRL-0252,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-10,Compliant,True,Strong,0
CMAP-000740,ORG-017,CTRL-0252,CIS Controls,CIS,CIS 8 Audit Logs,CIS -17,Compliant,True,Moderate,0
CMAP-000741,ORG-017,CTRL-0253,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-38,Partially Compliant,True,Strong,0.53
CMAP-000742,ORG-017,CTRL-0253,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-33,Partially Compliant,False,None,0.33
CMAP-000743,ORG-017,CTRL-0253,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -46,Non-Compliant,False,None,0.51
CMAP-000744,ORG-017,CTRL-0253,NIST Cybersecurity Framework,Protect,Protect,NIST-46,Non-Compliant,False,None,0.62
CMAP-000745,ORG-017,CTRL-0254,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-8,Partially Compliant,True,Moderate,0.44
CMAP-000746,ORG-017,CTRL-0254,NIST Cybersecurity Framework,Recover,Recover,NIST-13,Non-Compliant,False,None,0.89
CMAP-000747,ORG-017,CTRL-0254,RBI Cyber Security Framework,Incident,Incident Response,RBI -16,Non-Compliant,False,None,0.74
CMAP-000748,ORG-017,CTRL-0255,ISO/IEC 27001,A.6,A.6 Organization,ISO/-2,Partially Compliant,False,None,0.43
CMAP-000749,ORG-017,CTRL-0255,NIST Cybersecurity Framework,Protect,Protect,NIST-6,Partially Compliant,False,None,0.8
CMAP-000750,ORG-017,CTRL-0256,NIST Cybersecurity Framework,Govern,Govern,NIST-49,Partially Compliant,False,None,0.89
CMAP-000751,ORG-017,CTRL-0256,RBI Cyber Security Framework,Access,Access Control,RBI -32,Partially Compliant,False,None,0.89
CMAP-000752,ORG-017,CTRL-0256,CIS Controls,CIS,CIS 6 Access Control,CIS -31,Partially Compliant,True,Moderate,0.68
CMAP-000753,ORG-017,CTRL-0256,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-2,Partially Compliant,False,None,0.56
CMAP-000754,ORG-017,CTRL-0257,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-20,Compliant,True,Strong,0
CMAP-000755,ORG-017,CTRL-0257,NIST Cybersecurity Framework,Identify,Identify,NIST-32,Compliant,True,Weak,0
CMAP-000756,ORG-017,CTRL-0258,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-47,Partially Compliant,True,Weak,0.69
CMAP-000757,ORG-017,CTRL-0258,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-15,Partially Compliant,True,Moderate,0.27
CMAP-000758,ORG-017,CTRL-0258,NIST Cybersecurity Framework,Detect,Detect,NIST-38,Partially Compliant,False,None,0.35
CMAP-000759,ORG-017,CTRL-0259,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -31,Compliant,True,Weak,0
CMAP-000760,ORG-017,CTRL-0259,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-31,Compliant,True,Strong,0
CMAP-000761,ORG-017,CTRL-0259,NIST Cybersecurity Framework,Respond,Respond,NIST-30,Compliant,True,Moderate,0
CMAP-000762,ORG-017,CTRL-0260,NIST Cybersecurity Framework,Recover,Recover,NIST-18,Compliant,True,Strong,0
CMAP-000763,ORG-017,CTRL-0260,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-28,Compliant,True,Weak,0
CMAP-000764,ORG-017,CTRL-0261,NIST Cybersecurity Framework,Respond,Respond,NIST-23,Non-Compliant,False,None,0.89
CMAP-000765,ORG-017,CTRL-0261,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-12,Non-Compliant,False,None,0.3
CMAP-000766,ORG-017,CTRL-0261,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-14,Partially Compliant,False,None,0.25
CMAP-000767,ORG-017,CTRL-0261,RBI Cyber Security Framework,Access,Access Control,RBI -13,Partially Compliant,False,None,0.63
CMAP-000768,ORG-017,CTRL-0262,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -29,Partially Compliant,True,Moderate,0.5
CMAP-000769,ORG-017,CTRL-0262,RBI Cyber Security Framework,Governance,Governance,RBI -3,Non-Compliant,False,None,0.3
CMAP-000770,ORG-017,CTRL-0262,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-37,Partially Compliant,False,None,0.43
CMAP-000771,ORG-018,CTRL-0263,RBI Cyber Security Framework,Network,Network Security,RBI -18,Non-Compliant,False,None,0.78
CMAP-000772,ORG-018,CTRL-0263,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -40,Non-Compliant,False,None,0.33
CMAP-000773,ORG-018,CTRL-0263,NIST Cybersecurity Framework,Govern,Govern,NIST-16,Non-Compliant,False,None,0.81
CMAP-000774,ORG-018,CTRL-0264,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-33,Partially Compliant,False,None,0.23
CMAP-000775,ORG-018,CTRL-0264,CIS Controls,CIS,CIS 4 Secure Config,CIS -44,Non-Compliant,False,None,0.67
CMAP-000776,ORG-018,CTRL-0265,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-38,Compliant,True,Strong,0
CMAP-000777,ORG-018,CTRL-0265,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -9,Compliant,True,Strong,0
CMAP-000778,ORG-018,CTRL-0266,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-12,Non-Compliant,False,None,0.48
CMAP-000779,ORG-018,CTRL-0266,NIST Cybersecurity Framework,Respond,Respond,NIST-9,Non-Compliant,False,None,0.66
CMAP-000780,ORG-018,CTRL-0266,RBI Cyber Security Framework,Access,Access Control,RBI -35,Non-Compliant,False,None,0.59
CMAP-000781,ORG-018,CTRL-0267,RBI Cyber Security Framework,Incident,Incident Response,RBI -4,Non-Compliant,False,None,0.33
CMAP-000782,ORG-018,CTRL-0267,NIST Cybersecurity Framework,Protect,Protect,NIST-29,Non-Compliant,False,None,0.63
CMAP-000783,ORG-018,CTRL-0267,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-14,Partially Compliant,True,Strong,0.83
CMAP-000784,ORG-018,CTRL-0267,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-19,Partially Compliant,True,Strong,0.5
CMAP-000785,ORG-018,CTRL-0268,NIST Cybersecurity Framework,Identify,Identify,NIST-40,Compliant,True,Weak,0
CMAP-000786,ORG-018,CTRL-0268,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-4,Compliant,True,Strong,0
CMAP-000787,ORG-018,CTRL-0268,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-42,Compliant,True,Strong,0
CMAP-000788,ORG-018,CTRL-0269,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -1,Partially Compliant,False,None,0.86
CMAP-000789,ORG-018,CTRL-0269,NIST Cybersecurity Framework,Respond,Respond,NIST-46,Partially Compliant,False,None,0.76
CMAP-000790,ORG-018,CTRL-0269,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-4,Non-Compliant,False,None,0.22
CMAP-000791,ORG-018,CTRL-0270,NIST Cybersecurity Framework,Govern,Govern,NIST-12,Compliant,True,Moderate,0
CMAP-000792,ORG-018,CTRL-0270,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -17,Compliant,True,Strong,0
CMAP-000793,ORG-018,CTRL-0270,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-4,Compliant,True,Moderate,0
CMAP-000794,ORG-018,CTRL-0270,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -19,Compliant,True,Strong,0
CMAP-000795,ORG-018,CTRL-0271,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -24,Compliant,True,Weak,0
CMAP-000796,ORG-018,CTRL-0271,ISO/IEC 27001,A.5,A.5 Policies,ISO/-18,Compliant,True,Moderate,0
CMAP-000797,ORG-018,CTRL-0271,NIST Cybersecurity Framework,Detect,Detect,NIST-13,Compliant,True,Strong,0
CMAP-000798,ORG-019,CTRL-0272,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-18,Non-Compliant,False,None,0.68
CMAP-000799,ORG-019,CTRL-0272,ISO/IEC 27001,A.17,A.17 BCM,ISO/-43,Partially Compliant,True,Weak,0.27
CMAP-000800,ORG-019,CTRL-0272,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -12,Partially Compliant,True,Weak,0.2
CMAP-000801,ORG-019,CTRL-0272,NIST Cybersecurity Framework,Protect,Protect,NIST-20,Partially Compliant,False,None,0.45
CMAP-000802,ORG-019,CTRL-0273,NIST Cybersecurity Framework,Recover,Recover,NIST-28,Compliant,True,Weak,0
CMAP-000803,ORG-019,CTRL-0273,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-20,Compliant,True,Weak,0
